N,X,Y,latitude,longitude
499,589981.87500,4126648.08558,37.28208071,-121.98494800
500,590556.37500,4125374.94184,37.27055066,-121.97862300
501,591501.75000,4126695.11037,37.28235627,-121.96779900
502,591468.18750,4127606.92169,37.29057729,-121.96806500
503,592617.00000,4126904.00000,37.28412852,-121.95519400
504,593582.68750,4126862.92841,37.28366171,-121.94430700
505,592013.43750,4125687.19720,37.27322195,-121.96215300
506,591660.12500,4124790.28310,37.26517334,-121.96624800
507,590426.93750,4123925.12356,37.25749662,-121.98025900
508,591764.50000,4123043.39002,37.24941907,-121.96528600
509,590847.50000,4121142.88543,37.23238045,-121.97585600
510,589949.62500,4122361.04480,37.24344639,-121.98583000
511,589267.68750,4120583.60413,37.22749249,-121.99373000
512,595247.18750,4113566.22476,37.16365620,-121.92723200
513,592206.62500,4119360.51377,37.21618316,-121.96075700
514,594692.43750,4120741.98993,37.22838463,-121.93256900
515,596417.06250,4122422.63927,37.24335458,-121.91291400
516,594305.25000,4122000.27714,37.23976422,-121.93677400
517,594067.68750,4122836.20220,37.24732202,-121.93934600
518,592703.81250,4122493.03296,37.24436593,-121.95476500
519,593847.68750,4123988.89887,37.25773289,-121.94168100
520,595413.93750,4123839.31228,37.25622557,-121.92404000
521,594023.68750,4125449.56793,37.27087939,-121.93951200
522,595185.18750,4125519.96162,37.27139573,-121.92640400
523,596117.87500,4125757.54032,37.27344102,-121.91585600
524,597068.18750,4126311.89063,37.27833839,-121.90506600
525,598256.06250,4126901.43778,37.28352688,-121.89159100
526,598022.00000,4127928.00000,37.29280327,-121.89409600
527,598203.31250,4129250.82717,37.30470583,-121.89187600
528,597041.81250,4129136.43743,37.30379690,-121.90499500
529,596126.68750,4127570.17783,37.28977630,-121.91552200
530,594974.00000,4127218.20938,37.28672264,-121.92856900
531,595933.12500,4128502.89422,37.29820227,-121.91758500
532,595880.31250,4129259.62639,37.30502766,-121.91808300
533,595150.00000,4129532.40193,37.30756106,-121.92628700
534,594234.87500,4129198.03191,37.30464081,-121.93665500
535,594366.81250,4131054.66547,37.32136014,-121.93493000
536,595783.50000,4130896.27967,37.31978772,-121.91896400
537,596936.18750,4130887.48046,37.31958886,-121.90595800
538,596997.81250,4131943.38580,37.32909855,-121.90512400
539,596496.25000,4133685.62962,37.34485239,-121.91055800
540,595968.31250,4132348.14952,37.33285336,-121.91669100
541,594776.50000,4132230.91969,37.33191925,-121.93015700
542,595642.75000,4133201.67301,37.34057917,-121.92025500
543,594824.37500,4133764.82253,37.34573841,-121.92942000
544,593715.68750,4133201.67301,37.34077571,-121.94200700
545,593249.31250,4134424.76337,37.35184563,-121.94711700
546,597165.00000,4134169.58624,37.34914416,-121.90294600
547,598203.31250,4135111.10184,37.35752000,-121.89110000
548,598643.25000,4134486.35784,37.35184302,-121.88621600
549,598467.25000,4133395.25565,37.34202848,-121.88834800
550,599426.37500,4133817.61779,37.34573264,-121.87746500
551,600332.68750,4134354.36968,37.35047240,-121.86716200
552,601089.43750,4133456.85013,37.34230173,-121.85874100
553,600561.50000,4132955.29509,37.33783899,-121.86476900
554,599725.56250,4133148.87774,37.33967375,-121.87417800
555,599672.75000,4132075.37397,37.33000482,-121.87491800
556,599303.18750,4132427.34242,37.33321642,-121.87904200
557,598854.43750,4132708.91718,37.33580191,-121.88406900
558,598124.12500,4132471.33848,37.33373826,-121.89234300
559,597877.75000,4130658.70097,37.31742832,-121.89536300
560,598836.81250,4131353.83865,37.32359153,-121.88444800
561,600025.81250,4131269.69620,37.32270595,-121.87104200
562,599068.93750,4130464.56837,37.31555250,-121.88194800
563,600243.62500,4129692.43759,37.30846792,-121.86879700
564,599603.50000,4127026.27659,37.28450866,-121.87637700
565,601579.43750,4126320.22672,37.27793193,-121.85418700
566,601405.06250,4127745.37331,37.29079465,-121.85595900
567,602168.75000,4128791.68346,37.30014057,-121.84720100
568,602854.25000,4127745.37331,37.29063550,-121.83961300
569,603660.06250,4127306.40411,37.28659000,-121.83058500
570,603744.25000,4126687.03661,37.28099880,-121.82972100
571,604980.93750,4126694.72131,37.28092933,-121.81577300
572,604171.18750,4127733.34676,37.29038054,-121.82476000
573,604880.75000,4128448.92669,37.29674963,-121.81665500
574,602848.25000,4129128.42696,37.30310042,-121.83948900
575,603654.06250,4129272.74560,37.30431152,-121.83037800
576,603563.81250,4130180.75039,37.31250459,-121.83126900
577,602691.93750,4131371.37919,37.32333141,-121.84094200
578,602142.00000,4131305.00000,37.32279383,-121.84715700
579,601278.81250,4131641.97664,37.32592522,-121.85685200
580,601892.00000,4132494.00000,37.33353668,-121.84981500
581,603455.62500,4131515.69783,37.32454728,-121.83230400
582,604405.68750,4130288.98937,37.31338584,-121.82175500
583,604826.62500,4130824.17100,37.31816152,-121.81693000
584,604213.25000,4132044.86618,37.32923147,-121.82368000
585,602800.12500,4132543.96815,37.33388691,-121.83955900
586,603281.18750,4132808.55233,37.33621797,-121.83409200
587,603448.75000,4133292.62579,37.34056180,-121.83213400
588,603850.00000,4133667.00000,37.34389087,-121.82755200
589,603100.81250,4135075.55766,37.35666835,-121.83581300
590,602914.37500,4133896.95542,37.34606744,-121.83808100
591,602258.93750,4134474.22998,37.35134232,-121.84540000
592,601525.31250,4133878.91559,37.34605785,-121.85376400
593,600358.75000,4135273.99579,37.35875736,-121.86674300
594,601507.31250,4135183.79664,37.35781952,-121.85378800
595,602469.43750,4135953.49606,37.36465031,-121.84281900
596,601459.18750,4136717.18221,37.37164375,-121.85412100
597,600751.00000,4135912.00000,37.36446460,-121.86222800
598,600304.62500,4136951.70000,37.37388286,-121.86712700
599,599943.81250,4138455.01919,37.38746988,-121.87099800
600,599426.68750,4138064.15620,37.38400300,-121.87689100
601,598741.18750,4137360.60282,37.37773576,-121.88472700
602,598320.25000,4136506.71752,37.37008515,-121.88959400
603,597538.50000,4136909.60706,37.37379862,-121.89836800
604,596925.18750,4139170.59912,37.39423943,-121.90499800
605,598410.43750,4139212.69206,37.39446222,-121.88821600
606,597286.00000,4140836.27678,37.40921296,-121.90070300
607,597087.56250,4142267.43664,37.42213160,-121.90275700
608,598103.75000,4142676.33946,37.42570952,-121.89122000
609,597568.62500,4144329.99056,37.44066895,-121.89704800
610,596913.12500,4143776.76910,37.43575217,-121.90453000
611,596059.25000,4143939.12757,37.43730442,-121.91415900
612,595863.00000,4145397.00000,37.45046332,-121.91618700
613,596684.62500,4146338.42499,37.45886198,-121.90677600
614,597322.06250,4145520.61936,37.45142497,-121.89967800
615,599932.68750,4146657.99684,37.46139653,-121.87001300
616,599109.93750,4144272.09135,37.43998330,-121.87963500
617,599179.68750,4143420.42324,37.43230056,-121.87896200
618,602133.43750,4143566.47593,37.43329545,-121.84556100
619,600091.50000,4142787.39827,37.42649755,-121.86874300
620,599464.25000,4142154.37331,37.42086032,-121.87591600
621,599110.00000,4140841.86283,37.40906989,-121.88009500
622,600486.37500,4141660.72999,37.41630121,-121.86443400
623,600910.31250,4140882.51581,37.40924182,-121.85975100
624,599952.06250,4140214.64543,37.40332686,-121.87066700
625,600463.12500,4139180.89824,37.39395539,-121.86503400
626,601305.25000,4140092.68649,37.40208075,-121.85539700
627,601636.31250,4138716.29276,37.38964041,-121.85184600
628,603744.43750,4140679.25091,37.40709685,-121.82776100
629,604301.93750,4138269.10999,37.38531425,-121.82180200
630,603186.87500,4138135.53591,37.38423529,-121.83441500
631,601926.68750,4138060.03752,37.38369434,-121.84865700
632,602304.12500,4137351.51417,37.37726753,-121.84449300
633,603552.75000,4136875.29355,37.37283722,-121.83045900
634,603819.93750,4135359.51817,37.35914721,-121.82765400
635,604441.31250,4136526.83944,37.36959732,-121.82047400
636,604830.43750,4135864.77663,37.36358694,-121.81617400
637,606148.75000,4137624.46988,37.37929516,-121.80103800
638,605271.81250,4134813.60673,37.35406387,-121.81134000
639,604615.56250,4134290.92557,37.34942771,-121.81882300
640,604969.81250,4133669.51574,37.34378758,-121.81491200
641,606103.75000,4134412.88451,37.35035784,-121.80200600
642,608703.18750,4134162.86993,37.34780391,-121.77269900
643,606423.18750,4133437.21300,37.34152859,-121.79854000
644,605854.00000,4132229.23876,37.33070747,-121.80513700
645,607022.00000,4132591.00000,37.33383376,-121.79190300
646,607201.37500,4131909.82249,37.32767436,-121.78997700
647,608415.31250,4132175.26757,37.32992560,-121.77623900
648,609170.06250,4131387.66303,37.32273942,-121.76783800
649,607323.12500,4131169.52049,37.32098876,-121.78871100
650,606261.50000,4130856.84952,37.31829302,-121.80073500
651,605919.75000,4129504.36580,37.30614348,-121.80478400
652,606959.56250,4129955.19370,37.31008724,-121.79298800
653,610666.00000,4130403.00000,37.31368883,-121.75110400
654,611281.81250,4126897.97429,37.28202868,-121.74468100
655,608479.25000,4127635.61140,37.28900723,-121.77618100
656,608326.87500,4124232.53999,37.25835666,-121.77839600
657,608427.56250,4122515.96456,37.24287518,-121.77751000
658,609761.00000,4120569.00000,37.22517305,-121.76276600
659,609126.56250,4120984.53723,37.22899236,-121.76985500
660,608135.25000,4121149.75345,37.23059683,-121.78100400
661,606917.18750,4121941.14464,37.23786943,-121.79461800
662,605530.25000,4121241.67324,37.23172382,-121.81035100
663,604424.12500,4121406.54411,37.23333426,-121.82279500
664,604705.81250,4122199.08813,37.24044518,-121.81950800
665,605025.56250,4123054.89005,37.24812178,-121.81578300
666,605503.06250,4123914.32240,37.25581311,-121.81027800
667,604268.43750,4123866.57616,37.25552188,-121.82420500
668,604363.93750,4124753.29208,37.26350238,-121.82300400
669,605612.18750,4124773.75475,37.26354601,-121.80892600
670,605052.87500,4125803.70939,37.27289134,-121.81508700
671,603347.62500,4125817.35118,37.27320522,-121.83431600
672,602385.87500,4125599.08264,37.27134446,-121.84519100
673,603108.93750,4124002.99399,37.25688041,-121.83725900
674,603313.56250,4122215.92038,37.24075230,-121.83520000
675,602535.93750,4122345.51732,37.24200616,-121.84394700
676,601342.31250,4122788.87528,37.24613243,-121.85734200
677,601458.25000,4123634.66584,37.25374228,-121.85592000
678,601758.37500,4124541.84443,37.26188523,-121.85241200
679,600435.12500,4124453.17284,37.26122979,-121.86734500
680,600673.87500,4125387.63500,37.26962561,-121.86452600
681,598573.00000,4126226.60468,37.27741155,-121.88810600
682,598920.87500,4125169.36647,37.26784648,-121.88432300
683,597781.81250,4124678.26227,37.26354084,-121.89723300
684,596724.56250,4124159.87450,37.25897938,-121.90922100
685,597386.18750,4122863.90509,37.24723064,-121.90193100
686,598593.50000,4123927.96418,37.25669329,-121.88817900
687,599016.37500,4123225.41234,37.25031679,-121.88350500
688,598253.50000,4122058.93022,37.23988482,-121.89226000
689,598357.75000,4120733.29029,37.22792665,-121.89125900
690,599590.75000,4121174.48912,37.23177196,-121.87730400
691,600154.87500,4119302.59008,37.21484133,-121.87119700
692,601204.50000,4119136.85240,37.21323433,-121.85939200
693,601628.06250,4119818.21843,37.21932894,-121.85452600
694,603193.37500,4118575.18581,37.20795450,-121.83705800
695,601489.93750,4117617.59032,37.19951124,-121.85638200
696,606185.87500,4119053.98356,37.21193363,-121.80327300
697,614656.87500,4115518.24634,37.17906724,-121.70836800
698,622206.81250,4112648.82186,37.15225167,-121.62380700
699,623811.62500,4110435.35150,37.13209369,-121.60610600
700,620288.50000,4110435.35150,37.13255341,-121.64576000
701,621044.75000,4106949.13568,37.10103913,-121.63781100
702,619384.68750,4109679.08246,37.12585391,-121.65605300
703,617186.31250,4110186.94322,37.13070861,-121.68071500
704,611408.00000,4105053.46122,37.08515123,-121.74651600
705,625881.87500,4093995.13174,36.98366498,-121.58555900
706,630785.81250,4096956.90955,37.00968570,-121.52995900
707,627406.18750,4096999.47709,37.01053369,-121.56792800
708,626399.81250,4096260.97268,37.00401450,-121.57936100
709,626076.12500,4098316.41411,37.02258089,-121.58265400
710,625280.00000,4098403.56594,37.02347282,-121.59158700
711,622854.06250,4098832.24430,37.02765649,-121.61878200
712,624052.43750,4102534.46656,37.06086217,-121.60470200
713,626682.93750,4106275.65958,37.09422433,-121.57449200
714,632060.93750,4119311.37900,37.21094839,-121.51169300
715,619941.00000,4168102.77128,37.65225667,-121.64031600
716,610909.50000,4170304.61926,37.67323364,-121.74234100
717,610144.37500,4171563.59448,37.68467076,-121.75082500
718,611891.25000,4172732.74972,37.69499470,-121.73083800
719,610902.81250,4174535.32557,37.71135816,-121.74177200
720,609387.56250,4176801.78554,37.73196389,-121.75861900
721,609068.62500,4172601.62836,37.69415335,-121.76286700
722,607570.37500,4171715.18489,37.68634237,-121.77998900
723,609262.12500,4170108.50611,37.67166410,-121.76104700
724,608094.68750,4170163.39431,37.67229702,-121.77427400
725,607526.75000,4168128.15208,37.65402345,-121.78101200
726,606386.25000,4169411.49272,37.66572105,-121.79375200
727,607091.12500,4169910.75622,37.67013811,-121.78568800
728,604855.12500,4171471.06239,37.68445702,-121.81081300
729,601760.75000,4175872.54972,37.72446974,-121.84528500
730,597663.31250,4175089.30900,37.71785768,-121.89187700
731,595588.50000,4175772.78359,37.72423586,-121.91532500
732,595246.75000,4174527.88345,37.71305277,-121.91936500
733,594136.06250,4174991.66978,37.71734713,-121.93190400
734,591780.56250,4174357.01480,37.71186680,-121.95870700
735,594490.00000,4168449.84159,37.65835704,-121.92873800
736,595756.62500,4169764.60297,37.67007412,-121.91420700
737,596106.87500,4171637.01813,37.68691125,-121.90999000
738,596888.12500,4169683.77929,37.66922696,-121.90139000
739,598423.81250,4168215.48251,37.65583164,-121.88417800
740,598585.43750,4169818.48542,37.67026007,-121.88212900
741,598127.43750,4171017.36995,37.68111315,-121.88716000
742,599097.31250,4172310.54876,37.69266252,-121.87598700
743,600606.06250,4171111.66423,37.68169432,-121.85904300
744,600063.68750,4168662.71510,37.65968463,-121.86552900
745,601949.68750,4169558.00173,37.66754501,-121.84402500
746,602106.18750,4165337.42963,37.62949352,-121.84284100
747,597522.37500,4149644.72043,37.48857042,-121.89686700
748,596118.43750,4147652.20380,37.47076093,-121.91300600
749,595382.50000,4149229.16665,37.48504894,-121.92112300
750,595054.00000,4147915.03094,37.47323967,-121.92500700
751,590493.93750,4149662.83143,37.48944920,-121.97635600
752,593511.93750,4150756.33067,37.49900325,-121.94208300
753,594976.50000,4151857.78388,37.50878010,-121.92537500
754,596890.00000,4154074.00000,37.52855366,-121.90343500
755,594722.31250,4153854.92433,37.52680457,-121.92799300
756,593148.81250,4154907.96202,37.53645493,-121.94566400
757,592664.68750,4152898.71769,37.51839619,-121.95139700
758,591853.68750,4152910.82157,37.51858639,-121.96057100
759,590498.06250,4152935.02934,37.51893855,-121.97590600
760,590546.50000,4154448.01452,37.53256910,-121.97517200
761,591756.87500,4154484.32617,37.53277667,-121.96147000
762,591248.50000,4155392.11728,37.54100827,-121.96711000
763,590401.25000,4155827.85701,37.54501872,-121.97664600
764,589324.00000,4155065.31248,37.53825157,-121.98893100
765,588997.18750,4154242.24854,37.53086555,-121.99273000
766,587544.75000,4155089.52024,37.53864044,-122.00906500
767,587254.25000,4153685.46999,37.52601430,-122.01252000
768,584010.37500,4154084.89808,37.52991534,-122.04918100
769,583175.25000,4157159.28398,37.55769858,-122.05828300
770,584131.43750,4155658.40267,37.54408529,-122.04763100
771,585136.06250,4156614.60931,37.55261066,-122.03614900
772,585257.12500,4154762.71544,37.53590961,-122.03499400
773,585934.93750,4154460.11840,37.53311957,-122.02735800
774,587230.00000,4156784.06365,37.55394194,-122.01242600
775,588016.75000,4155924.68807,37.54612222,-122.00362300
776,588877.37500,4157302.57823,37.55845743,-121.99371500
777,589770.18750,4156431.57969,37.55052127,-121.98371400
778,590782.68750,4157629.20268,37.56121519,-121.97210500
779,592938.43750,4155985.19293,37.54618425,-121.94790900
780,593308.62500,4157193.70341,37.55703800,-121.94356500
781,591498.81250,4159435.46813,37.57742253,-121.96377300
782,589008.31250,4159317.49654,37.57660356,-121.99198800
783,588510.18750,4158216.42832,37.56672858,-121.99776100
784,586806.12500,4158386.83173,37.56842651,-122.01703400
785,586465.37500,4157338.19533,37.55900800,-122.02101600
786,585744.43750,4157810.08171,37.56332817,-122.02912200
787,584957.93750,4158662.09879,37.57107969,-122.03792800
788,583738.87500,4158780.07038,37.57225458,-122.05171700
789,583200.68750,4160171.89193,37.58484692,-122.05765300
790,582222.00000,4158831.77600,37.57285729,-122.06888700
791,582257.31250,4160277.69055,37.58588523,-122.06832500
792,581622.50000,4159334.31947,37.57743975,-122.07561900
793,581648.93750,4160542.18712,37.58832315,-122.07518500
794,580829.00000,4160295.32366,37.58617072,-122.08449900
795,580899.56250,4161538.45751,37.59736810,-122.08356200
796,581895.81250,4161829.40373,37.59990204,-122.07224500
797,584311.56250,4161820.58718,37.59960430,-122.04488300
798,584144.00000,4160771.41747,37.59016424,-122.04690200
799,584787.62500,4159977.92778,37.58295401,-122.03970400
800,585625.18750,4160938.93196,37.59153726,-122.03010700
801,587028.12500,4160552.58989,37.58792382,-122.01426300
802,586215.50000,4161904.27305,37.60018198,-122.02330700
803,588631.56250,4162538.35485,37.60566674,-121.99586400
804,585647.00000,4163850.24825,37.61777262,-122.02951900
805,584903.56250,4163817.45092,37.61754602,-122.03794600
806,583493.31250,4164265.68116,37.62171478,-122.05387200
807,581525.43750,4164834.16830,37.62701484,-122.07610600
808,580268.25000,4165020.01986,37.62880049,-122.09033100
809,580946.06250,4163970.50515,37.61928246,-122.08276600
810,577098.37500,4165470.29616,37.63313004,-122.12620300
811,578339.06250,4166668.93856,37.64382768,-122.11201500
812,579324.87500,4166887.03658,37.64570862,-122.10081800
813,579909.37500,4165936.12923,37.63708805,-122.09429700
814,580493.87500,4166503.18407,37.64214749,-122.08761100
815,581358.00000,4166745.00000,37.64425065,-122.07779000
816,581008.56250,4165752.92690,37.63534069,-122.08186100
817,581891.06250,4165758.03615,37.63530848,-122.07185900
818,582066.43750,4166615.89634,37.64302409,-122.06977500
819,582716.93750,4166657.38445,37.64333963,-122.06239800
820,585619.06250,4165998.42047,37.63713493,-122.02958400
821,584189.56250,4167673.21804,37.65236067,-122.04559100
822,584194.50000,4169556.31712,37.66933102,-122.04531700
823,582462.93750,4169726.80252,37.67102475,-122.06493000
824,582184.87500,4168341.44535,37.65856456,-122.06823900
825,581322.12500,4168163.81531,37.65704057,-122.07803900
826,580823.06250,4167656.30089,37.65251079,-122.08375200
827,580011.00000,4167723.96948,37.65319178,-122.09294900
828,580197.12500,4169246.51273,37.66689713,-122.09067200
829,579410.43750,4168738.99831,37.66239169,-122.09964700
830,578547.68750,4168476.78253,37.66010277,-122.10945500
831,578150.12500,4169356.47418,37.66806479,-122.11386800
832,577329.62500,4169686.35855,37.67110734,-122.12313600
833,576365.37500,4169390.30848,37.66852001,-122.13409900
834,575350.37500,4169855.53003,37.67279670,-122.14555900
835,576644.50000,4170481.46447,37.67833062,-122.13082000
836,577896.37500,4170591.42593,37.67921615,-122.11661300
837,578880.93750,4170551.69240,37.67877391,-122.10545300
838,580124.62500,4170745.83109,37.68041572,-122.09132900
839,580919.37500,4169963.20949,37.67329276,-122.08240400
840,580828.37500,4171394.98234,37.68620426,-122.08327700
841,582423.93750,4170757.96476,37.68032129,-122.06525500
842,582119.25000,4171681.43465,37.68867111,-122.06860600
843,583722.25000,4171394.98234,37.68594458,-122.05046000
844,583269.93750,4180874.32147,37.77141440,-122.05450400
845,582574.25000,4174517.03185,37.71418507,-122.06312500
846,582384.37500,4172926.79525,37.69987072,-122.06545900
847,581142.25000,4172135.63276,37.69285143,-122.07963500
848,580786.25000,4172729.00463,37.69823047,-122.08360700
849,580667.56250,4173448.96249,37.70472934,-122.08487400
850,580873.25000,4174857.23172,37.71740279,-122.08238400
851,579886.12500,4174593.22781,37.71511017,-122.09361200
852,579822.31250,4173409.86058,37.70445097,-122.09446600
853,578848.50000,4173228.18359,37.70289797,-122.10553100
854,578085.50000,4172748.55634,37.69864077,-122.11423700
855,578645.06250,4172065.45086,37.69243659,-122.10796400
856,577257.06250,4172254.39493,37.69425745,-122.12368600
857,578056.43750,4171520.41989,37.68757492,-122.11469900
858,575440.25000,4171418.68078,37.68687702,-122.14437800
859,574524.62500,4171157.06591,37.68459413,-122.15478900
860,573405.50000,4171484.08449,37.68763164,-122.16744700
861,574321.12500,4172508.74271,37.69679250,-122.15695900
862,575207.75000,4173170.04695,37.70268008,-122.14683400
863,576428.56250,4173220.91651,37.70303752,-122.13298100
864,575411.18750,4174310.97845,37.71294582,-122.14440800
865,576217.87500,4174754.27030,37.71687414,-122.13521000
866,576835.56250,4175342.90374,37.72212746,-122.12814100
867,575607.43750,4175749.86020,37.72589730,-122.14203200
868,575233.62500,4176841.34833,37.73576493,-122.14616100
869,574321.31250,4176603.35141,37.73369456,-122.15653800
870,573600.87500,4176244.78974,37.73052129,-122.16475000
871,574298.12500,4175320.95037,37.72213901,-122.15693200
872,573226.12500,4174867.74615,37.71814092,-122.16914100
873,572206.87500,4174144.69575,37.71170542,-122.18077700
874,568831.37500,4174714.61636,37.71710170,-122.21901600
875,570158.93750,4177475.57951,37.74188398,-122.20368800
876,571961.31250,4176366.01468,37.73174418,-122.18334300
877,572474.93750,4176135.77116,37.72962861,-122.17753700
878,572851.31250,4177114.30611,37.73841766,-122.17316800
879,573874.12500,4177353.40515,37.74049050,-122.16153700
880,573418.06250,4178013.14139,37.74647297,-122.16664600
881,574201.75000,4177853.74203,37.74497319,-122.15776700
882,574520.56250,4178221.24610,37.74825933,-122.15411100
883,576417.81250,4178041.38629,37.74648187,-122.13259700
884,576094.31250,4179948.17310,37.76369328,-122.13606800
885,574096.18750,4182471.87555,37.78660168,-122.15849400
886,573668.68750,4180657.57715,37.77028529,-122.16353300
887,574381.00000,4179463.63583,37.75946748,-122.15556800
888,573533.00000,4179117.66420,37.75641806,-122.16522900
889,573007.68750,4179954.81990,37.76400486,-122.17110800
890,572373.00000,4179531.47341,37.76023998,-122.17835600
891,572861.43750,4178819.17887,37.75378176,-122.17288200
892,572466.37500,4177829.66555,37.74489530,-122.17746500
893,572189.00000,4178384.42616,37.74991693,-122.18055800
894,571678.81250,4178874.79492,37.75437644,-122.18630100
895,570896.25000,4179290.86538,37.75818722,-122.19514300
896,569442.50000,4179954.14060,37.76427648,-122.21158200
897,569803.81250,4180648.63415,37.77050801,-122.20741300
898,570714.18750,4180498.47338,37.76908473,-122.19709200
899,571380.50000,4180404.62290,37.76818713,-122.18953600
900,571943.31250,4179993.97303,37.76444209,-122.18318700
901,572682.25000,4181106.93475,37.77441401,-122.17468700
902,571433.12500,4181795.84770,37.78072121,-122.18880200
903,571044.62500,4181397.72786,37.77716351,-122.19325200
904,570090.12500,4181455.28735,37.77775596,-122.20408500
905,569495.31250,4181810.23758,37.78100034,-122.21080500
906,570186.00000,4182452.98528,37.78674022,-122.20289900
907,571821.68750,4182539.32452,37.78739120,-122.18431600
908,571336.00000,4183131.74070,37.79276830,-122.18977300
909,570931.00000,4183860.00000,37.79936315,-122.19430200
910,570297.56250,4184230.95547,37.80275531,-122.20146000
911,571804.00000,4184222.00000,37.80255737,-122.18435000
912,571042.06250,4186552.49364,37.82362006,-122.19277600
913,570226.87500,4187949.96286,37.83627756,-122.20190200
914,569237.00000,4188939.83690,37.84527429,-122.21305600
915,566949.18750,4188798.31590,37.84416974,-122.23907000
916,567876.56250,4188148.70214,37.83824663,-122.22859200
917,566897.50000,4186727.34492,37.82550920,-122.23984900
918,568223.43750,4186466.73273,37.82306228,-122.22480800
919,569010.06250,4186827.19214,37.82625169,-122.21583700
920,569852.00000,4185471.00000,37.81396519,-122.20640100
921,569288.56250,4184514.94064,37.80539181,-122.21289400
922,568647.43750,4184467.64459,37.80501399,-122.22018100
923,569591.00000,4183265.00000,37.79410391,-122.20957800
924,569009.00000,4182595.00000,37.78810978,-122.21625200
925,568757.81250,4181551.05463,37.77872027,-122.21920300
926,568127.18750,4180988.75711,37.77369984,-122.22641700
927,568121.93750,4181892.63724,37.78184638,-122.22639200
928,567780.31250,4182302.53637,37.78556597,-122.23023300
929,568200.75000,4182733.45596,37.78941830,-122.22541800
930,568484.50000,4183395.60071,37.79536457,-122.22213300
931,567943.25000,4183637.33610,37.79758361,-122.22825700
932,567507.06250,4183232.69208,37.79396915,-122.23324900
933,567091.93750,4182754.47643,37.78968986,-122.23800800
934,566279.06250,4183317.82279,37.79482632,-122.24718800
935,566544.87500,4183696.74839,37.79822203,-122.24413400
936,567104.81250,4183962.56186,37.80057668,-122.23775000
937,568269.87500,4184782.62473,37.80788102,-122.22443900
938,567676.00000,4185161.55032,37.81134027,-122.23115000
939,566754.18750,4185602.68759,37.81538385,-122.24158100
940,566126.37500,4185851.53425,37.81767227,-122.24869100
941,565642.06250,4185455.58850,37.81413881,-122.25422900
942,565603.31250,4185004.86921,37.81007952,-122.25471000
943,566515.31250,4184483.72504,37.80531675,-122.24439800
944,565814.62500,4184043.56949,37.80140066,-122.25239700
945,565156.12500,4184395.69393,37.80462139,-122.25984400
946,564624.43750,4183420.30923,37.79586856,-122.26597100
947,566018.81250,4182797.04896,37.79015173,-122.25019100
948,566233.25000,4180833.02521,37.77243553,-122.24793500
949,567582.87500,4180033.66919,37.76513258,-122.23268600
950,567414.87500,4179413.87866,37.75955914,-122.23465100
951,567015.18750,4178967.86118,37.75556880,-122.23922900
952,567090.50000,4176199.07731,37.73060963,-122.23863000
953,566391.00000,4177412.00000,37.74159212,-122.24645700
954,566028.06250,4179522.48381,37.76063914,-122.25038400
955,566279.00000,4180161.00000,37.76637560,-122.24747700
956,565478.25000,4180520.64589,37.76967461,-122.25653500
957,565317.50000,4179480.18880,37.76030899,-122.25845400
958,564302.43750,4179903.13884,37.76419278,-122.26994000
959,564370.12500,4180782.87491,37.77211666,-122.26909300
960,564378.56250,4181662.61099,37.78004469,-122.26891900
961,562898.25000,4182313.95404,37.78601804,-122.28567200
962,563109.75000,4181451.13597,37.77822728,-122.28334500
963,563101.25000,4180909.75992,37.77334869,-122.28348900
964,561316.43750,4182187.06903,37.78498202,-122.30364600
965,560282.00000,4184349.00876,37.80453549,-122.31521300
966,562779.81250,4183980.37719,37.80104485,-122.28687300
967,563797.18750,4183543.57260,37.79703764,-122.27535500
968,564142.37500,4184015.32807,37.80126514,-122.27139300
969,563837.43750,4184159.15596,37.80258276,-122.27484400
970,564095.56250,4184861.40311,37.80889366,-122.27185000
971,564478.18750,4184536.16138,37.80593548,-122.26753200
972,565090.37500,4185814.17007,37.81741001,-122.26046400
973,565614.62500,4186487.61177,37.82344180,-122.25444700
974,565855.68750,4187157.22711,37.82945927,-122.25164700
975,565258.75000,4187390.63588,37.83160575,-122.25840900
976,564849.31250,4187371.50401,37.83146253,-122.26306300
977,564045.81250,4187493.94796,37.83262282,-122.27218200
978,563911.87500,4186166.19641,37.82066593,-122.27382100
979,564558.56250,4185974.87775,37.81889616,-122.26649100
980,563594.31250,4185087.15914,37.81096334,-122.27752400
981,563299.68750,4184394.58556,37.80474201,-122.28093200
982,562955.31250,4184566.77236,37.80631765,-122.28482800
983,563130.00000,4185229.00000,37.81227391,-122.28278600
984,562656.81250,4185400.92175,37.81385596,-122.28814700
985,562457.87500,4184624.16796,37.80686910,-122.29047400
986,562163.25000,4184995.32618,37.81023428,-122.29378900
987,561778.00000,4184947.00000,37.80982489,-122.29816900
988,561363.50000,4185768.25359,37.81725441,-122.30280800
989,563192.50000,4185798.86457,37.81740547,-122.28202700
990,563376.18750,4186434.04255,37.82311725,-122.27988400
991,562373.68750,4187995.20286,37.83725625,-122.29114000
992,563314.93750,4188270.70174,37.83967430,-122.28041900
993,563072.93750,4188912.36347,37.84547400,-122.28311300
994,563213.00000,4189515.31463,37.85089835,-122.28146900
995,563803.75000,4189509.22421,37.85080230,-122.27475500
996,564029.12500,4188516.48644,37.84183954,-122.27228100
997,564583.37500,4188528.66727,37.84191022,-122.26598100
