"NAME","B01001_032E","B01001_033E","B01001_034E","B01001_035E","B01001_036E","B01001_037E","B01001_038E","B01001_039E","B01001_040E","B01001_041E","B01001_042E","B01001_043E","B01001_044E","B01001_045E","B01001_046E","B01001_047E","B01001_048E","B01001_049E","B25024_002E","B25024_003E","B25024_004E","B25024_005E","B25024_006E","B25024_007E","B25024_008E","B25024_009E","B25024_010E","B25024_011E","B25009_003E","B25009_004E","B25009_005E","B25009_006E","B25009_007E","B25009_008E","B25009_009E","B25009_011E","B25009_012E","B25009_013E","B25009_014E","B25009_015E","B25009_016E","B25009_017E","state","county","tract","block group"
"Block Group 2, Census Tract 4512.02, Alameda County, California",18,0,0,14,85,5,22,73,35,63,20,20,0,20,18,0,0,0,333,0,0,0,0,0,0,0,0,0,39,97,112,47,13,8,0,0,0,12,0,5,0,0,"06","001","451202","2"
"Block Group 3, Census Tract 4512.02, Alameda County, California",0,0,27,34,47,45,87,39,30,18,0,17,0,13,21,0,0,0,351,0,0,0,0,0,0,0,0,0,40,99,17,76,14,23,0,0,9,13,22,11,0,0,"06","001","451202","3"
"Block Group 2, Census Tract 4227, Alameda County, California",101,110,47,81,14,0,0,0,0,0,0,8,0,0,0,0,0,10,16,0,20,28,0,15,45,29,34,0,0,0,8,15,0,0,0,2,64,27,0,35,0,8,"06","001","422700","2"
"Block Group 1, Census Tract 4227, Alameda County, California",42,79,64,64,8,27,39,0,19,0,0,0,0,22,15,0,0,17,107,0,9,92,27,92,0,10,0,0,18,23,9,41,6,0,0,54,116,32,0,0,0,0,"06","001","422700","1"
"Block Group 3, Census Tract 4227, Alameda County, California",214,259,251,116,37,9,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,24,162,340,49,0,0,0,0,0,0,0,0,0,194,168,129,68,8,9,0,"06","001","422700","3"
"Block Group 1, Census Tract 4224, Alameda County, California",39,46,205,136,55,24,54,0,17,51,15,18,0,17,0,0,0,25,77,16,0,122,164,324,302,128,0,0,31,53,0,0,13,0,0,526,224,104,49,14,0,0,"06","001","422400","1"
"Block Group 2, Census Tract 4224, Alameda County, California",0,118,289,42,30,0,34,0,0,22,0,0,27,17,17,0,0,0,35,9,35,46,80,51,54,96,0,0,0,17,0,9,0,0,0,139,142,21,60,0,0,0,"06","001","422400","2"
"Block Group 3, Census Tract 4224, Alameda County, California",0,0,126,149,12,34,0,17,17,17,19,64,29,0,23,0,0,0,171,48,17,75,227,145,55,0,0,0,70,114,18,0,0,0,0,243,178,70,45,0,0,0,"06","001","422400","3"
"Block Group 2, Census Tract 4225, Alameda County, California",34,48,137,92,9,31,28,21,6,0,0,0,0,9,9,12,0,0,55,0,9,24,39,128,30,0,0,0,9,18,6,9,0,0,0,60,55,36,51,0,10,0,"06","001","422500","2"
"Block Group 3, Census Tract 4225, Alameda County, California",148,102,87,106,48,80,34,49,16,38,26,17,10,17,10,25,16,17,47,17,56,56,168,184,176,7,0,0,26,27,10,2,0,0,0,328,172,54,26,5,0,0,"06","001","422500","3"
"Block Group 1, Census Tract 4225, Alameda County, California",17,66,28,74,113,51,35,2,1,9,16,27,9,0,26,9,9,9,110,71,50,118,87,83,87,0,0,0,44,67,12,14,2,8,0,127,173,65,22,0,9,0,"06","001","422500","1"
"Block Group 1, Census Tract 4226, Alameda County, California",90,112,165,88,13,4,0,0,13,0,0,0,0,0,4,5,0,0,25,0,0,0,0,0,0,0,0,0,0,8,0,13,0,4,0,0,0,0,0,0,0,0,"06","001","422600","1"
"Block Group 2, Census Tract 4231, Alameda County, California",0,0,57,29,24,68,16,39,88,0,8,8,9,15,0,7,37,0,197,9,105,41,52,0,0,0,0,0,69,31,22,68,9,0,0,41,72,56,7,0,0,0,"06","001","423100","2"
"Block Group 3, Census Tract 4231, Alameda County, California",0,0,0,89,75,11,43,42,31,39,0,11,10,9,0,37,0,0,299,7,31,23,59,9,0,11,0,0,10,131,29,17,0,13,0,61,92,69,17,0,0,0,"06","001","423100","3"
"Block Group 4, Census Tract 4231, Alameda County, California",0,0,0,9,9,65,7,10,40,30,0,19,7,17,9,0,15,12,231,0,42,49,37,27,0,0,11,0,39,57,31,45,0,0,0,122,36,39,0,0,0,0,"06","001","423100","4"
"Block Group 1, Census Tract 4231, Alameda County, California",45,20,111,27,123,8,78,37,10,53,20,75,43,10,68,22,31,44,236,9,24,28,51,98,119,273,0,0,46,53,13,17,0,10,0,351,160,116,17,0,0,0,"06","001","423100","1"
"Block Group 3, Census Tract 4261, Alameda County, California",0,0,23,0,0,0,113,32,20,72,46,15,0,67,23,12,12,31,443,16,0,0,0,0,0,0,12,0,58,159,59,137,31,0,0,0,15,0,0,0,0,0,"06","001","426100","3"
"Block Group 2, Census Tract 4261, Alameda County, California",0,0,0,15,36,0,23,0,14,0,18,15,20,0,28,12,0,0,176,0,0,0,0,0,0,12,0,0,25,70,34,14,0,0,0,0,8,0,37,0,0,0,"06","001","426100","2"
"Block Group 5, Census Tract 4261, Alameda County, California",11,0,0,13,15,52,37,16,46,105,19,0,0,33,20,12,37,24,408,0,0,0,0,0,0,12,0,0,14,151,107,86,22,0,0,0,0,19,21,0,0,0,"06","001","426100","5"
"Block Group 1, Census Tract 4261, Alameda County, California",0,0,0,0,22,22,42,97,48,40,32,35,30,70,0,0,13,13,468,0,0,0,0,0,0,0,0,0,40,121,64,146,47,0,0,13,0,0,0,37,0,0,"06","001","426100","1"
"Block Group 6, Census Tract 4261, Alameda County, California",0,0,0,0,0,60,0,33,32,35,0,28,0,0,0,12,13,65,303,0,0,0,0,0,0,0,0,0,70,68,66,52,39,0,0,0,0,0,0,0,0,0,"06","001","426100","6"
"Block Group 4, Census Tract 4261, Alameda County, California",0,0,0,19,21,16,44,0,48,68,29,15,25,24,58,25,14,0,380,0,0,0,0,0,0,0,0,0,39,180,64,24,33,0,0,40,0,0,0,0,0,0,"06","001","426100","4"
"Block Group 5, Census Tract 4273, Alameda County, California",12,0,0,45,0,24,0,46,28,33,0,0,10,7,0,9,30,10,97,23,9,6,0,11,58,20,0,0,0,38,0,12,6,0,0,46,76,0,26,11,9,0,"06","001","427300","5"
"Block Group 1, Census Tract 4273, Alameda County, California",13,14,22,20,79,53,87,43,84,41,14,31,5,9,42,9,0,7,250,66,38,87,17,0,37,0,0,0,51,86,64,12,7,0,0,69,27,84,71,10,0,0,"06","001","427300","1"
"Block Group 3, Census Tract 4273, Alameda County, California",0,0,0,39,25,62,74,33,42,12,9,31,21,19,0,27,10,6,265,59,87,0,0,0,0,0,0,0,46,51,49,44,23,0,0,20,22,73,24,12,13,0,"06","001","427300","3"
"Block Group 4, Census Tract 4273, Alameda County, California",0,7,0,10,32,21,50,45,40,33,0,20,8,0,18,24,0,0,154,11,50,20,0,0,10,0,6,0,13,32,40,10,0,12,13,29,18,42,30,12,0,0,"06","001","427300","4"
"Block Group 2, Census Tract 4273, Alameda County, California",0,0,61,25,34,51,58,22,42,86,9,59,18,15,32,9,0,0,206,183,33,47,10,0,0,79,0,0,95,150,72,58,18,1,0,33,59,0,25,0,0,6,"06","001","427300","2"
"Block Group 3, Census Tract 4276, Alameda County, California",0,35,28,30,24,26,19,25,17,33,21,0,14,12,19,12,0,0,18,116,18,51,35,19,0,0,0,0,12,67,19,7,14,0,0,42,36,24,21,8,0,7,"06","001","427600","3"
"Block Group 2, Census Tract 4276, Alameda County, California",33,34,35,83,113,103,100,40,66,52,19,9,15,9,50,28,18,10,152,16,56,81,70,95,151,196,0,0,9,24,37,61,0,0,0,150,174,163,27,97,39,0,"06","001","427600","2"
"Block Group 1, Census Tract 4276, Alameda County, California",43,8,72,141,127,121,50,172,70,103,5,15,0,0,0,17,25,8,70,0,0,9,9,57,435,259,0,0,0,10,18,0,0,0,0,112,213,208,163,70,0,21,"06","001","427600","1"
"Block Group 5, Census Tract 4279, Alameda County, California",0,0,19,126,38,46,31,76,75,0,12,36,0,35,28,17,0,0,109,35,38,217,58,14,133,17,0,0,11,73,37,16,0,0,0,92,310,0,14,17,0,0,"06","001","427900","5"
"Block Group 1, Census Tract 4279, Alameda County, California",20,0,0,42,0,41,24,68,32,18,25,12,17,0,18,34,0,15,95,12,63,71,108,41,53,0,0,0,34,55,0,27,20,0,0,148,37,16,12,0,0,33,"06","001","427900","1"
"Block Group 2, Census Tract 4279, Alameda County, California",22,0,0,19,59,50,42,72,30,96,27,0,0,16,28,19,46,0,218,12,16,34,153,17,0,17,0,0,18,87,41,76,0,0,9,135,36,46,0,19,0,0,"06","001","427900","2"
"Block Group 3, Census Tract 4279, Alameda County, California",0,0,22,82,37,0,57,55,0,26,20,12,0,18,0,0,0,0,53,0,53,79,59,55,69,0,0,0,17,30,0,36,0,0,0,151,134,0,0,0,0,0,"06","001","427900","3"
"Block Group 4, Census Tract 4279, Alameda County, California",0,0,0,46,67,26,44,32,0,45,10,55,0,27,0,0,0,0,106,30,36,71,109,12,13,0,0,0,12,108,0,26,0,0,0,45,15,40,43,28,0,0,"06","001","427900","4"
"Block Group 3, Census Tract 4283.02, Alameda County, California",0,0,0,0,122,92,149,64,49,149,94,46,72,12,68,22,16,76,565,288,9,0,0,0,0,0,0,0,123,160,99,123,38,14,0,59,32,0,160,0,0,0,"06","001","428302","3"
"Block Group 2, Census Tract 4283.02, Alameda County, California",0,0,51,57,64,107,29,88,103,88,119,53,26,86,102,34,0,119,929,73,0,0,0,0,12,68,0,0,115,332,156,129,11,0,0,99,109,39,0,14,18,0,"06","001","428302","2"
"Block Group 1, Census Tract 4283.02, Alameda County, California",20,26,49,36,22,26,62,107,205,128,79,22,53,25,15,57,11,0,799,0,18,0,0,0,0,0,0,0,52,212,120,227,74,0,0,0,0,35,18,0,35,0,"06","001","428302","1"
"Block Group 3, Census Tract 4286, Alameda County, California",0,5,8,26,59,41,11,46,27,46,28,30,16,24,39,19,38,22,202,55,0,0,11,11,25,237,0,0,70,95,21,54,0,0,0,128,92,0,35,15,0,0,"06","001","428600","3"
"Block Group 2, Census Tract 4286, Alameda County, California",0,0,0,45,39,56,7,7,0,15,0,42,0,23,12,7,0,7,38,21,0,32,10,33,111,103,0,0,87,104,0,0,0,0,0,24,100,33,0,0,0,0,"06","001","428600","2"
"Block Group 1, Census Tract 4286, Alameda County, California",12,13,26,50,23,83,60,22,79,40,0,59,44,38,71,11,31,46,297,0,0,0,0,0,246,255,0,0,160,169,59,24,0,0,0,94,98,87,41,0,0,0,"06","001","428600","1"
"Block Group 1, Census Tract 4308, Alameda County, California",0,0,41,14,9,27,37,16,13,27,0,0,0,0,11,28,15,0,256,0,0,0,0,0,0,0,0,0,22,70,23,12,0,0,0,39,12,2,37,39,0,0,"06","001","430800","1"
"Block Group 2, Census Tract 4308, Alameda County, California",0,0,0,0,23,50,0,0,34,45,19,52,0,26,37,0,16,0,360,0,0,0,0,0,0,0,0,0,63,150,16,53,24,0,0,0,40,0,0,0,0,0,"06","001","430800","2"
"Block Group 4, Census Tract 4308, Alameda County, California",0,62,62,106,37,22,44,29,88,70,0,32,13,90,10,14,48,7,222,92,39,65,0,161,24,0,132,0,88,90,49,60,0,0,0,249,136,0,63,0,0,0,"06","001","430800","4"
"Block Group 3, Census Tract 4308, Alameda County, California",0,0,60,22,39,207,55,114,76,81,6,27,39,46,9,18,42,28,628,57,0,13,0,0,49,14,89,0,140,166,91,209,0,15,0,25,90,64,0,50,0,0,"06","001","430800","3"
"Block Group 2, Census Tract 4336, Alameda County, California",35,45,15,52,0,31,145,62,156,71,88,49,0,37,37,24,22,0,343,40,0,0,0,36,241,201,0,0,21,62,42,40,70,0,0,262,183,121,29,31,0,0,"06","001","433600","2"
"Block Group 3, Census Tract 4336, Alameda County, California",0,23,8,19,50,26,40,34,86,79,18,115,14,13,29,10,12,0,386,45,0,0,22,0,16,121,0,0,98,98,117,28,0,0,0,53,57,0,88,8,0,0,"06","001","433600","3"
"Block Group 4, Census Tract 4336, Alameda County, California",0,0,26,13,14,53,33,36,19,13,14,48,0,19,75,19,33,55,347,62,0,0,0,17,18,95,0,17,40,69,54,54,16,29,0,130,0,111,0,14,0,0,"06","001","433600","4"
"Block Group 1, Census Tract 4336, Alameda County, California",0,0,0,44,29,43,49,12,0,74,17,11,0,0,11,38,10,0,235,0,0,7,0,33,0,0,0,0,10,123,45,0,12,0,24,0,26,28,0,7,0,0,"06","001","433600","1"
"Block Group 2, Census Tract 4374, Alameda County, California",21,32,54,93,91,87,50,63,95,124,34,57,17,51,30,7,27,35,680,18,0,0,0,0,0,0,0,0,54,157,125,79,42,15,45,14,10,39,52,28,7,17,"06","001","437400","2"
"Block Group 1, Census Tract 4374, Alameda County, California",0,5,16,5,45,33,14,68,33,27,6,16,12,0,12,0,0,5,226,0,0,0,0,0,10,0,9,0,9,63,68,39,17,9,0,0,8,17,0,0,15,0,"06","001","437400","1"
"Block Group 2, Census Tract 4382.01, Alameda County, California",10,0,18,91,96,20,26,101,93,98,29,10,7,12,62,11,0,13,89,0,0,0,0,0,0,0,476,0,93,122,56,103,42,21,29,0,0,27,33,6,12,0,"06","001","438201","2"
"Block Group 3, Census Tract 4382.01, Alameda County, California",18,4,0,49,56,94,71,14,92,55,8,31,13,28,24,6,0,9,278,12,0,29,0,0,0,18,0,0,25,34,85,45,51,0,51,26,0,0,8,0,0,12,"06","001","438201","3"
"Block Group 1, Census Tract 4382.01, Alameda County, California",8,11,21,26,69,88,0,40,34,52,11,15,17,37,0,25,0,0,344,0,0,0,0,0,0,0,12,0,16,40,36,21,81,0,10,0,0,13,57,16,28,9,"06","001","438201","1"
"Block Group 1, Census Tract 4401, Alameda County, California",25,0,50,91,64,70,87,51,66,43,19,63,20,40,24,81,100,193,294,189,0,30,40,50,10,536,0,0,162,128,76,45,51,11,10,240,208,56,45,0,0,7,"06","001","440100","1"
"Block Group 2, Census Tract 4413.01, Alameda County, California",0,8,26,122,121,161,121,36,64,43,0,9,9,66,30,31,0,0,353,48,0,41,129,119,73,153,0,0,30,125,46,93,12,13,0,189,132,91,160,0,5,0,"06","001","441301","2"
"Block Group 1, Census Tract 4413.01, Alameda County, California",0,0,0,0,0,54,33,13,71,19,12,35,0,21,21,0,1,7,299,8,0,0,0,0,0,0,0,0,41,57,53,48,62,0,0,0,8,0,0,0,0,0,"06","001","441301","1"
"Block Group 1, Census Tract 4218, Alameda County, California",0,0,16,2,46,66,27,38,92,15,4,5,8,8,43,15,8,3,235,14,50,31,78,14,7,0,0,0,63,74,37,52,9,0,4,77,48,41,18,0,6,0,"06","001","421800","1"
"Block Group 2, Census Tract 4218, Alameda County, California",0,0,0,17,30,40,34,39,61,51,24,24,22,43,58,13,37,18,444,7,24,11,10,0,0,0,0,0,70,144,75,75,9,0,0,57,23,19,12,0,0,0,"06","001","421800","2"
"Block Group 1, Census Tract 4230, Alameda County, California",8,42,78,126,80,133,33,78,21,46,0,10,16,16,16,0,17,0,185,26,78,153,29,119,209,0,0,0,55,65,20,92,14,0,0,159,217,31,58,16,0,0,"06","001","423000","1"
"Block Group 2, Census Tract 4230, Alameda County, California",0,0,73,42,216,184,16,69,42,38,30,19,49,9,17,0,10,0,274,82,136,178,124,55,0,0,0,0,64,37,103,37,0,0,0,145,234,44,17,42,0,0,"06","001","423000","2"
"Block Group 3, Census Tract 4230, Alameda County, California",0,0,18,18,33,0,29,25,19,38,18,38,50,32,17,40,34,60,340,53,57,0,24,0,0,112,0,0,140,152,63,22,5,0,0,166,0,38,0,0,0,0,"06","001","423000","3"
"Block Group 2, Census Tract 4281, Alameda County, California",10,9,9,19,47,33,44,63,24,33,0,0,18,9,16,34,6,22,396,0,9,0,9,0,0,0,0,0,57,122,72,62,18,0,0,18,9,23,0,6,0,0,"06","001","428100","2"
"Block Group 4, Census Tract 4281, Alameda County, California",0,0,7,39,32,23,89,25,45,10,17,14,25,17,8,0,0,0,141,0,48,47,110,52,40,49,0,0,22,35,34,28,0,12,0,217,78,52,0,0,0,0,"06","001","428100","4"
"Block Group 1, Census Tract 4281, Alameda County, California",0,0,63,0,34,37,99,60,67,49,27,26,34,43,38,17,9,9,322,52,108,54,49,0,0,0,0,0,8,175,56,73,40,0,0,36,73,60,64,0,0,0,"06","001","428100","1"
"Block Group 3, Census Tract 4281, Alameda County, California",0,0,52,35,60,31,51,76,69,50,9,1,10,20,27,0,0,0,283,34,50,122,23,19,28,5,0,0,28,98,63,50,13,0,0,157,62,49,0,12,0,0,"06","001","428100","3"
"Block Group 3, Census Tract 4284, Alameda County, California",0,16,75,103,142,112,46,49,39,31,9,34,5,24,13,8,0,0,123,35,30,279,205,25,0,0,0,0,15,39,8,30,0,7,0,223,141,93,50,27,0,4,"06","001","428400","3"
"Block Group 1, Census Tract 4284, Alameda County, California",0,13,0,118,84,103,66,22,20,81,9,44,47,14,48,43,65,67,196,14,47,106,103,67,84,162,0,0,86,116,21,58,18,0,0,140,162,40,71,15,0,0,"06","001","428400","1"
"Block Group 2, Census Tract 4284, Alameda County, California",0,0,0,50,82,147,9,49,14,76,0,0,52,17,15,11,39,0,63,18,9,54,237,122,12,0,0,0,16,25,19,0,0,0,0,171,159,58,49,0,0,0,"06","001","428400","2"
"Block Group 4, Census Tract 4302, Alameda County, California",0,36,17,36,36,89,43,73,123,95,0,11,26,16,16,39,16,18,564,0,0,17,0,0,0,0,14,0,68,231,110,82,72,0,0,0,0,32,0,0,0,0,"06","001","430200","4"
"Block Group 1, Census Tract 4302, Alameda County, California",0,0,39,73,56,34,45,116,87,49,15,107,44,50,59,14,86,0,663,0,0,21,0,0,0,0,0,0,114,275,156,74,19,0,11,0,14,0,21,0,0,0,"06","001","430200","1"
"Block Group 2, Census Tract 4302, Alameda County, California",0,0,17,0,30,32,37,18,80,107,15,12,8,0,0,30,0,0,448,20,0,0,0,0,0,0,0,0,73,185,77,52,0,0,0,0,0,14,18,0,0,0,"06","001","430200","2"
"Block Group 3, Census Tract 4302, Alameda County, California",57,0,0,0,31,18,53,67,0,24,0,13,0,14,22,32,0,24,319,16,0,0,0,0,0,0,0,0,49,103,79,67,18,0,0,19,0,0,0,0,0,0,"06","001","430200","3"
"Block Group 5, Census Tract 4302, Alameda County, California",0,12,14,14,52,0,57,37,15,50,31,27,0,85,27,41,22,63,446,14,0,0,0,0,0,0,0,0,88,143,101,82,36,0,0,10,0,0,0,0,0,0,"06","001","430200","5"
"Block Group 1, Census Tract 4322, Alameda County, California",0,0,0,0,21,21,86,25,43,13,7,8,18,0,58,13,15,24,290,15,21,0,28,0,10,72,0,0,24,67,115,14,0,0,0,100,46,0,53,0,0,0,"06","001","432200","1"
"Block Group 3, Census Tract 4322, Alameda County, California",26,33,9,70,58,119,146,58,110,93,33,14,32,27,30,43,37,122,437,125,44,50,63,67,35,194,0,0,43,218,52,38,0,0,0,275,132,88,85,45,22,0,"06","001","432200","3"
"Block Group 2, Census Tract 4322, Alameda County, California",0,17,17,48,24,11,12,25,34,67,11,90,18,16,21,20,9,18,331,0,27,11,11,0,0,0,10,0,25,65,63,60,0,0,0,19,87,0,44,0,0,0,"06","001","432200","2"
"Block Group 1, Census Tract 4324, Alameda County, California",0,23,50,82,33,39,91,168,102,74,0,25,19,29,0,9,15,26,413,47,0,0,21,0,0,0,0,0,54,47,85,45,84,8,44,8,9,0,11,31,0,34,"06","001","432400","1"
"Block Group 3, Census Tract 4324, Alameda County, California",0,12,86,88,109,44,41,72,51,51,34,24,8,29,65,47,10,32,360,0,0,25,31,60,190,0,7,0,7,54,44,42,35,20,0,157,70,95,80,32,11,0,"06","001","432400","3"
"Block Group 2, Census Tract 4324, Alameda County, California",41,38,40,70,35,103,94,90,125,85,9,47,60,25,20,5,8,8,491,112,19,51,58,19,40,0,8,0,52,73,29,27,23,0,30,99,94,123,138,36,38,0,"06","001","432400","2"
"Block Group 2, Census Tract 4338, Alameda County, California",0,22,78,63,124,86,32,209,81,43,88,78,23,54,29,41,7,61,368,47,95,68,135,44,0,72,54,0,25,7,43,208,0,16,7,236,135,38,95,73,0,0,"06","001","433800","2"
"Block Group 1, Census Tract 4338, Alameda County, California",0,31,0,26,0,12,79,35,46,69,0,25,0,9,0,0,0,38,115,20,36,46,18,8,0,0,0,0,14,37,18,2,36,0,0,8,54,0,46,0,0,0,"06","001","433800","1"
"Block Group 3, Census Tract 4338, Alameda County, California",0,0,67,18,141,160,52,0,101,95,44,35,49,10,0,36,18,25,429,60,30,49,43,43,86,184,7,19,148,27,100,19,0,0,24,255,79,224,28,0,0,0,"06","001","433800","3"
"Block Group 4, Census Tract 4338, Alameda County, California",0,87,24,77,72,122,124,105,87,32,55,48,17,70,50,34,3,2,491,40,22,14,0,0,56,0,0,0,58,55,104,61,48,53,41,19,21,0,22,0,28,83,"06","001","433800","4"
"Block Group 2, Census Tract 4340, Alameda County, California",0,0,26,54,16,57,61,53,36,20,0,16,0,0,0,8,4,6,217,104,0,8,28,8,11,0,0,0,44,56,26,34,11,0,0,41,15,88,25,13,0,0,"06","001","434000","2"
"Block Group 1, Census Tract 4340, Alameda County, California",0,39,3,20,164,186,148,134,99,50,75,22,9,4,66,0,32,37,353,124,49,128,9,17,74,152,89,0,105,43,58,31,36,0,19,221,139,111,111,62,33,9,"06","001","434000","1"
"Block Group 3, Census Tract 4340, Alameda County, California",0,0,76,110,92,62,51,34,42,20,0,14,0,7,17,13,0,9,139,63,21,8,63,0,6,192,8,0,25,7,0,64,23,0,0,78,77,115,47,36,19,9,"06","001","434000","3"
"Block Group 2, Census Tract 4351.02, Alameda County, California",141,135,205,102,126,48,56,31,111,97,21,41,30,90,30,27,26,16,566,43,0,0,33,19,108,12,0,0,115,351,66,85,14,0,14,9,9,48,54,10,0,6,"06","001","435102","2"
"Block Group 1, Census Tract 4351.02, Alameda County, California",0,24,70,60,84,115,100,70,62,100,40,60,32,71,53,7,24,9,583,19,10,0,0,45,88,91,0,0,32,244,71,182,25,4,0,70,54,41,37,34,0,0,"06","001","435102","1"
"Block Group 3, Census Tract 4355, Alameda County, California",45,0,0,51,77,69,49,113,29,24,20,9,2,23,32,14,5,34,268,50,19,44,26,0,19,34,0,0,0,23,12,47,14,0,0,142,64,61,28,69,0,0,"06","001","435500","3"
"Block Group 1, Census Tract 4355, Alameda County, California",5,12,7,11,25,0,22,20,46,69,22,17,0,10,14,29,0,71,219,21,19,9,37,32,18,106,0,0,51,51,51,22,0,0,12,203,36,0,10,0,0,0,"06","001","435500","1"
"Block Group 2, Census Tract 4355, Alameda County, California",33,59,32,44,116,63,38,92,46,111,24,0,20,17,0,30,11,0,231,52,17,76,31,48,34,98,0,0,0,74,19,0,6,0,23,118,169,62,24,58,34,0,"06","001","435500","2"
"Block Group 1, Census Tract 4380, Alameda County, California",0,42,68,160,308,69,49,57,64,172,86,14,24,24,30,55,24,7,505,6,8,31,42,0,9,194,0,0,66,131,59,119,45,27,26,66,78,57,15,35,52,11,"06","001","438000","1"
"Block Group 2, Census Tract 4380, Alameda County, California",0,0,47,25,16,0,65,21,50,53,35,17,0,0,24,28,7,8,305,6,0,0,0,0,0,0,12,0,60,98,15,33,7,12,14,28,22,8,0,0,6,20,"06","001","438000","2"
"Block Group 3, Census Tract 4403.07, Alameda County, California",7,0,0,12,30,37,9,22,15,19,46,16,28,21,12,12,0,13,215,7,0,0,0,0,0,0,0,0,37,67,29,37,14,21,0,0,8,9,0,0,0,0,"06","001","440307","3"
"Block Group 1, Census Tract 4403.07, Alameda County, California",0,0,16,43,46,98,23,59,84,88,35,52,73,161,110,147,68,69,259,29,7,67,11,24,0,93,567,0,236,384,116,55,9,11,0,13,50,34,74,36,39,0,"06","001","440307","1"
"Block Group 2, Census Tract 4403.07, Alameda County, California",0,0,7,36,63,22,0,86,0,74,14,20,20,46,0,10,12,11,190,184,0,16,0,0,0,0,0,0,50,68,31,44,0,0,0,0,28,20,69,2,0,6,"06","001","440307","2"
"Block Group 4, Census Tract 4414.01, Alameda County, California",6,0,70,71,172,85,125,127,166,91,33,129,68,60,6,12,0,23,533,358,0,31,21,0,12,0,0,0,95,172,147,88,36,70,23,19,39,77,79,55,0,0,"06","001","441401","4"
"Block Group 2, Census Tract 4414.01, Alameda County, California",0,0,30,50,115,180,47,21,133,63,24,23,25,7,78,18,0,3,509,0,0,19,0,0,23,141,0,0,69,68,96,73,39,18,0,65,20,0,177,0,67,0,"06","001","441401","2"
"Block Group 3, Census Tract 4414.01, Alameda County, California",0,0,70,24,0,23,0,0,0,121,128,0,0,16,15,37,0,0,107,134,0,0,31,0,0,15,0,0,30,20,61,42,0,63,0,54,17,0,0,0,0,0,"06","001","441401","3"
"Block Group 1, Census Tract 4414.01, Alameda County, California",0,16,0,45,48,156,24,0,73,0,0,0,0,20,7,0,0,31,227,140,0,11,0,22,0,124,0,0,111,40,86,90,0,24,0,0,0,57,100,16,0,0,"06","001","441401","1"
"Block Group 3, Census Tract 4416.01, Alameda County, California",6,9,68,153,42,88,92,30,99,30,27,6,0,15,20,26,0,8,462,0,0,0,0,0,0,6,0,0,49,86,28,136,27,19,41,0,15,32,27,0,0,8,"06","001","441601","3"
"Block Group 2, Census Tract 4416.01, Alameda County, California",33,2,2,147,119,47,63,83,167,83,32,30,31,30,82,56,31,49,615,95,0,7,0,8,11,31,0,0,85,169,177,116,67,0,10,0,18,60,8,13,27,17,"06","001","441601","2"
"Block Group 1, Census Tract 4416.01, Alameda County, California",0,0,8,41,21,0,30,15,17,33,0,0,26,0,32,20,9,8,203,15,0,0,0,0,0,0,0,0,51,57,40,49,8,0,0,0,0,0,13,0,0,0,"06","001","441601","1"
"Block Group 1, Census Tract 4428, Alameda County, California",26,22,28,59,118,54,129,91,177,110,34,29,23,67,56,63,34,35,818,102,4,21,5,7,0,0,0,0,148,248,79,102,73,18,39,9,44,43,37,36,17,0,"06","001","442800","1"
"Block Group 2, Census Tract 4431.02, Alameda County, California",0,12,0,0,6,44,28,59,32,11,0,9,9,41,23,0,0,0,261,0,0,0,0,0,7,0,0,0,8,79,54,78,6,0,0,0,0,12,18,13,0,0,"06","001","443102","2"
"Block Group 3, Census Tract 4431.02, Alameda County, California",10,0,45,63,27,11,79,54,85,76,11,27,8,21,28,39,24,28,415,11,0,0,0,0,0,0,0,0,42,131,97,78,21,57,0,0,0,0,0,0,0,0,"06","001","443102","3"
"Block Group 4, Census Tract 4431.02, Alameda County, California",0,9,14,10,25,63,66,53,40,60,5,10,0,30,32,9,0,43,373,51,0,0,0,0,0,0,0,0,16,123,96,128,6,0,0,0,0,11,29,0,5,0,"06","001","443102","4"
"Block Group 1, Census Tract 4431.02, Alameda County, California",0,0,0,13,63,41,72,38,30,28,6,34,22,29,20,14,35,22,397,0,0,7,0,0,0,0,0,0,23,116,77,87,0,6,0,0,0,9,66,0,0,0,"06","001","443102","1"
