"NAME","B01001_032E","B01001_033E","B01001_034E","B01001_035E","B01001_036E","B01001_037E","B01001_038E","B01001_039E","B01001_040E","B01001_041E","B01001_042E","B01001_043E","B01001_044E","B01001_045E","B01001_046E","B01001_047E","B01001_048E","B01001_049E","B25024_002E","B25024_003E","B25024_004E","B25024_005E","B25024_006E","B25024_007E","B25024_008E","B25024_009E","B25024_010E","B25024_011E","B25009_003E","B25009_004E","B25009_005E","B25009_006E","B25009_007E","B25009_008E","B25009_009E","B25009_011E","B25009_012E","B25009_013E","B25009_014E","B25009_015E","B25009_016E","B25009_017E","state","county","tract","block group"
"Block Group 2, Census Tract 4517.03, Alameda County, California",11,19,28,24,33,125,111,121,122,69,16,44,63,67,62,10,26,0,774,0,0,12,10,0,0,41,0,0,60,288,127,217,34,18,0,10,12,11,11,46,3,0,"06","001","451703","2"
"Block Group 2, Census Tract 4369, Alameda County, California",12,0,0,36,34,19,73,54,59,58,40,12,0,10,22,0,22,0,271,0,0,33,0,10,0,0,0,0,11,52,30,64,12,18,15,45,0,56,0,11,0,0,"06","001","436900","2"
"Block Group 1, Census Tract 4369, Alameda County, California",18,0,152,80,90,147,39,80,62,40,0,0,19,0,0,46,0,0,209,49,22,55,75,44,126,18,0,0,0,20,39,0,0,17,0,0,79,148,101,146,34,0,"06","001","436900","1"
"Block Group 3, Census Tract 4369, Alameda County, California",0,0,20,52,61,20,59,45,74,21,0,33,8,0,0,12,13,38,336,19,0,0,0,0,0,0,0,0,22,78,88,17,44,6,0,0,12,19,45,14,0,10,"06","001","436900","3"
"Block Group 4, Census Tract 4369, Alameda County, California",0,23,17,146,114,112,18,32,68,80,21,13,9,0,24,11,14,1,333,19,27,130,48,22,0,44,0,0,11,47,64,71,71,0,11,125,53,19,49,33,27,30,"06","001","436900","4"
"Block Group 1, Census Tract 4370, Alameda County, California",8,21,7,37,24,50,56,22,56,30,51,38,7,35,20,1,22,10,311,17,0,0,12,5,80,14,5,0,121,113,54,50,18,16,15,20,18,8,0,5,0,6,"06","001","437000","1"
"Block Group 2, Census Tract 4370, Alameda County, California",0,0,27,34,36,34,7,32,51,72,18,15,7,7,0,8,13,23,262,4,0,0,0,0,10,49,0,0,68,82,77,40,13,8,9,0,7,0,10,4,7,0,"06","001","437000","2"
"Block Group 3, Census Tract 4370, Alameda County, California",9,0,0,82,36,36,22,41,73,100,9,0,10,22,0,17,9,19,286,39,0,31,82,8,0,37,0,0,92,123,63,22,28,19,0,8,75,53,0,0,0,0,"06","001","437000","3"
"Block Group 2, Census Tract 4383, Alameda County, California",5,10,50,63,51,65,34,79,51,89,12,34,14,22,5,40,10,17,323,8,0,0,0,0,0,7,0,0,6,71,19,22,23,24,31,0,0,21,79,8,12,17,"06","001","438300","2"
"Block Group 3, Census Tract 4383, Alameda County, California",11,0,17,57,0,27,11,41,30,26,7,5,13,25,18,10,38,0,219,0,0,0,5,0,0,0,0,0,38,59,44,13,11,11,0,0,5,0,6,25,0,12,"06","001","438300","3"
"Block Group 1, Census Tract 4383, Alameda County, California",9,35,29,11,69,94,43,89,38,37,6,38,18,26,37,12,19,26,335,14,0,0,0,0,0,0,0,0,33,19,88,33,4,14,37,0,29,6,19,36,0,12,"06","001","438300","1"
"Block Group 2, Census Tract 4403.04, Alameda County, California",9,34,9,138,135,21,73,97,69,70,6,30,33,11,122,25,0,0,337,112,0,30,27,18,18,117,0,6,53,77,25,101,74,36,0,55,46,23,53,34,18,27,"06","001","440304","2"
"Block Group 3, Census Tract 4403.04, Alameda County, California",0,0,0,26,99,82,53,46,22,76,73,12,0,20,39,0,18,39,310,102,0,0,0,0,0,0,0,0,15,105,70,55,49,30,32,0,0,56,0,0,0,0,"06","001","440304","3"
"Block Group 1, Census Tract 4403.04, Alameda County, California",7,0,25,64,15,55,69,48,38,18,21,20,0,12,12,9,0,6,40,193,0,5,25,9,0,0,0,0,8,61,37,59,0,10,12,12,10,0,4,17,26,16,"06","001","440304","1"
"Block Group 3, Census Tract 4414.02, Alameda County, California",0,0,16,12,76,18,36,42,21,31,12,34,24,16,23,0,0,0,375,0,0,9,0,0,0,0,0,0,8,84,97,58,9,0,0,8,26,14,13,16,0,0,"06","001","441402","3"
"Block Group 1, Census Tract 4414.02, Alameda County, California",0,8,8,12,109,63,18,98,42,68,52,44,32,56,36,9,10,0,468,179,0,0,0,0,0,0,10,0,64,166,120,126,14,24,12,9,16,60,0,9,8,0,"06","001","441402","1"
"Block Group 2, Census Tract 4414.02, Alameda County, California",27,0,28,181,69,159,102,44,21,150,0,43,7,18,4,42,0,0,421,114,9,42,32,58,0,73,0,0,36,50,125,134,32,44,0,21,35,65,141,21,0,0,"06","001","441402","2"
"Block Group 3, Census Tract 4415.22, Alameda County, California",0,0,69,129,32,62,71,57,111,80,18,24,15,47,13,37,30,10,504,78,0,0,0,8,0,0,0,0,71,88,92,128,15,24,14,10,65,0,36,0,0,0,"06","001","441522","3"
"Block Group 2, Census Tract 4415.22, Alameda County, California",0,4,26,54,120,63,142,24,59,53,30,27,30,35,47,8,21,10,310,206,0,0,0,0,0,0,9,0,63,72,53,73,47,6,44,9,9,26,97,13,13,0,"06","001","441522","2"
"Block Group 1, Census Tract 4415.22, Alameda County, California",25,0,40,24,71,79,10,70,73,31,20,38,8,13,23,17,9,6,392,0,0,0,0,0,0,0,0,0,9,103,87,94,32,6,10,0,0,20,20,0,0,11,"06","001","441522","1"
"Block Group 3, Census Tract 4418, Alameda County, California",0,15,28,31,105,96,105,76,83,46,47,23,16,17,43,62,135,0,552,80,0,0,0,31,82,49,0,0,58,85,130,101,96,0,0,15,108,74,60,14,0,0,"06","001","441800","3"
"Block Group 4, Census Tract 4418, Alameda County, California",0,0,32,20,53,30,49,0,54,12,0,0,44,16,37,0,0,0,245,0,15,0,0,0,0,0,0,0,12,122,36,0,41,21,13,0,0,15,0,0,0,0,"06","001","441800","4"
"Block Group 1, Census Tract 4418, Alameda County, California",15,17,46,122,95,132,98,30,94,43,25,78,0,16,0,43,0,30,251,355,0,12,70,0,41,174,0,0,17,151,46,114,20,22,2,63,230,30,65,68,0,0,"06","001","441800","1"
"Block Group 2, Census Tract 4418, Alameda County, California",0,14,0,18,129,82,148,0,93,47,27,0,0,0,0,56,0,0,185,55,0,0,20,14,16,204,0,0,0,41,104,46,14,17,0,15,67,24,85,32,0,49,"06","001","441800","2"
"Block Group 1, Census Tract 4419.21, Alameda County, California",0,33,0,34,115,70,101,20,101,43,9,54,6,0,17,60,0,14,337,9,0,0,0,20,0,0,0,0,0,66,69,15,73,45,10,8,12,20,48,0,0,0,"06","001","441921","1"
"Block Group 2, Census Tract 4419.21, Alameda County, California",0,9,94,187,177,49,126,113,27,52,18,32,14,7,44,5,37,0,257,10,0,57,41,121,14,461,0,0,24,48,35,46,5,14,0,87,237,157,156,7,23,0,"06","001","441921","2"
"Block Group 2, Census Tract 4420, Alameda County, California",0,16,18,33,26,40,44,69,84,78,7,30,0,14,9,13,25,12,370,20,0,0,0,0,0,0,0,0,37,54,115,127,0,0,23,0,0,9,25,0,0,0,"06","001","442000","2"
"Block Group 1, Census Tract 4420, Alameda County, California",8,6,72,69,20,49,41,79,186,74,54,45,23,27,31,49,12,22,653,0,14,0,0,0,0,0,0,0,43,199,192,133,32,0,0,9,0,22,8,0,7,0,"06","001","442000","1"
"Block Group 1, Census Tract 4426.01, Alameda County, California",0,11,42,35,9,43,105,63,55,44,0,8,19,19,19,47,34,20,364,57,0,9,0,11,0,18,0,0,71,120,67,68,31,0,15,0,19,0,36,24,8,0,"06","001","442601","1"
"Block Group 2, Census Tract 4426.01, Alameda County, California",31,0,10,143,68,60,121,111,156,89,41,28,25,42,3,9,9,78,637,12,0,18,6,0,8,164,0,0,59,215,108,128,29,10,0,58,41,91,26,45,27,0,"06","001","442601","2"
"Block Group 2, Census Tract 4423.01, Alameda County, California",23,9,16,0,26,34,49,37,16,16,41,27,0,8,20,15,0,31,82,35,0,6,36,14,51,130,0,0,16,7,15,8,16,13,0,63,74,37,54,44,0,0,"06","001","442301","2"
"Block Group 1, Census Tract 4423.01, Alameda County, California",0,0,11,25,44,62,65,61,60,101,48,7,0,18,31,5,41,53,356,55,0,0,0,0,0,78,0,0,31,83,95,131,10,24,0,48,7,0,24,36,0,0,"06","001","442301","1"
"Block Group 3, Census Tract 4423.01, Alameda County, California",12,44,28,94,167,45,110,43,119,43,14,29,47,0,10,0,0,31,303,182,8,10,58,61,58,69,0,0,32,50,173,85,10,24,10,92,51,105,82,15,6,0,"06","001","442301","3"
"Block Group 1, Census Tract 4419.26, Alameda County, California",32,0,50,115,185,119,89,27,93,88,0,12,9,0,48,9,14,0,134,163,6,124,33,33,38,280,0,0,25,50,39,17,35,18,3,78,127,185,150,26,19,0,"06","001","441926","1"
"Block Group 2, Census Tract 4419.26, Alameda County, California",24,16,77,197,130,20,97,32,16,19,27,15,0,10,8,0,0,0,120,9,9,46,49,8,141,311,0,0,25,44,5,47,0,0,0,70,148,143,106,66,20,0,"06","001","441926","2"
"Block Group 1, Census Tract 4403.36, Alameda County, California",8,0,76,123,221,76,40,79,58,92,9,0,29,69,10,12,14,0,101,165,6,153,38,7,43,189,0,0,22,61,52,12,8,0,18,50,222,102,79,44,0,0,"06","001","440336","1"
"Block Group 2, Census Tract 4403.36, Alameda County, California",23,0,0,165,22,130,150,73,29,192,47,26,0,33,73,55,14,12,772,0,0,11,0,0,0,0,0,0,88,166,80,110,71,65,9,0,41,67,23,11,28,0,"06","001","440336","2"
"Block Group 2, Census Tract 4382.04, Alameda County, California",0,0,7,21,51,18,13,51,9,19,64,53,25,28,22,42,0,15,234,0,0,0,0,0,0,8,141,0,98,105,35,6,45,19,8,8,17,9,14,0,19,0,"06","001","438204","2"
"Block Group 1, Census Tract 4382.04, Alameda County, California",0,45,29,128,73,30,101,83,53,50,25,18,0,42,18,15,27,14,301,8,0,52,9,25,0,0,178,0,82,111,88,91,48,33,7,8,25,33,8,13,0,0,"06","001","438204","1"
"Block Group 3, Census Tract 4382.04, Alameda County, California",0,0,20,80,134,45,90,77,105,119,32,68,64,75,46,86,15,20,443,54,0,0,9,8,55,39,335,0,143,278,50,78,18,47,5,32,89,43,25,25,35,0,"06","001","438204","3"
"Block Group 2, Census Tract 4421, Alameda County, California",0,6,15,13,31,88,189,157,140,112,27,20,29,25,64,76,104,36,712,270,0,0,0,0,6,23,4,0,62,246,150,278,68,18,11,7,26,14,20,0,9,0,"06","001","442100","2"
"Block Group 1, Census Tract 4421, Alameda County, California",0,0,46,62,0,137,109,98,110,103,24,34,0,41,35,24,6,35,622,71,6,0,0,0,9,0,0,0,33,188,121,200,60,8,0,0,10,51,37,0,0,0,"06","001","442100","1"
"Block Group 4, Census Tract 4422, Alameda County, California",32,15,18,30,34,25,50,65,74,0,26,25,0,27,90,0,25,28,397,0,0,0,0,0,0,0,0,0,53,110,51,58,69,30,0,0,9,0,17,0,0,0,"06","001","442200","4"
"Block Group 3, Census Tract 4422, Alameda County, California",0,0,0,57,0,23,58,123,104,35,16,16,0,24,10,106,24,9,512,0,0,0,0,0,0,0,0,0,30,163,83,88,74,0,0,0,0,0,43,21,0,0,"06","001","442200","3"
"Block Group 2, Census Tract 4422, Alameda County, California",0,0,0,45,15,63,118,141,153,101,19,30,0,0,74,98,28,32,757,0,0,0,0,0,0,0,0,0,45,157,232,185,28,23,28,10,16,8,0,0,0,0,"06","001","442200","2"
"Block Group 1, Census Tract 4422, Alameda County, California",11,0,0,7,26,82,152,110,47,42,14,31,33,0,0,14,33,10,409,78,0,0,0,0,0,66,0,0,43,85,107,197,0,0,0,14,13,57,24,13,0,0,"06","001","442200","1"
"Block Group 1, Census Tract 4403.31, Alameda County, California",0,23,52,99,93,32,72,56,67,63,22,6,25,26,60,8,13,5,288,149,21,6,10,0,6,5,0,0,22,67,75,32,76,12,5,12,17,59,15,31,31,17,"06","001","440331","1"
"Block Group 2, Census Tract 4403.31, Alameda County, California",6,5,6,54,93,58,20,38,63,35,23,6,31,24,31,18,33,5,193,45,0,18,7,30,5,177,0,5,19,44,62,21,10,0,13,45,77,79,56,33,0,2,"06","001","440331","2"
"Block Group 4, Census Tract 4413.02, Alameda County, California",0,8,0,65,34,102,38,65,67,42,17,7,16,8,35,25,28,36,358,0,0,0,39,7,0,99,0,0,45,105,14,67,27,8,0,31,77,32,36,6,37,0,"06","001","441302","4"
"Block Group 2, Census Tract 4413.02, Alameda County, California",0,38,25,63,60,48,41,23,10,50,50,9,23,0,54,11,8,57,302,0,0,0,10,17,0,140,0,0,19,142,63,23,8,8,0,5,140,17,11,0,11,0,"06","001","441302","2"
"Block Group 1, Census Tract 4413.02, Alameda County, California",0,35,0,18,102,116,71,81,72,61,35,27,31,26,76,0,9,55,591,0,0,0,0,0,0,0,0,0,10,138,155,64,50,43,0,0,3,37,55,16,10,0,"06","001","441302","1"
"Block Group 3, Census Tract 4413.02, Alameda County, California",0,0,34,28,57,17,25,57,12,41,10,7,41,17,34,15,0,14,305,17,0,0,14,0,0,0,0,0,16,118,54,35,12,7,8,0,15,19,38,4,0,10,"06","001","441302","3"
"Block Group 2, Census Tract 4433.01, Alameda County, California",11,54,78,63,33,184,105,134,122,109,14,89,50,47,25,15,7,13,891,0,0,0,0,0,0,0,0,0,46,249,193,172,97,0,0,0,33,11,17,14,43,16,"06","001","443301","2"
"Block Group 1, Census Tract 4433.01, Alameda County, California",0,0,10,27,56,84,54,61,20,45,19,19,0,0,7,7,0,23,353,0,0,0,0,0,0,0,0,0,39,51,77,117,37,0,0,0,0,8,15,9,0,0,"06","001","443301","1"
"Block Group 2, Census Tract 4507.42, Alameda County, California",0,0,6,50,17,20,60,89,18,45,32,9,23,21,8,19,8,10,499,0,0,0,0,0,0,0,12,0,8,176,101,65,40,31,0,0,0,0,18,0,0,0,"06","001","450742","2"
"Block Group 3, Census Tract 4507.42, Alameda County, California",0,0,11,0,8,55,61,47,115,56,0,18,23,0,69,65,49,56,412,59,0,0,0,0,0,0,252,24,198,121,98,123,12,0,0,16,23,19,13,0,0,0,"06","001","450742","3"
"Block Group 1, Census Tract 4507.42, Alameda County, California",0,0,48,65,32,43,123,103,119,91,12,43,32,24,32,24,14,8,350,160,33,73,145,23,0,0,0,0,79,249,75,123,0,0,0,57,49,84,43,15,0,0,"06","001","450742","1"
"Block Group 1, Census Tract 4516.01, Alameda County, California",0,37,46,28,27,62,50,51,91,50,27,45,22,42,44,11,0,12,293,177,9,55,109,0,19,0,0,0,77,122,103,29,0,0,0,169,60,17,67,0,0,0,"06","001","451601","1"
"Block Group 2, Census Tract 4516.01, Alameda County, California",0,34,106,47,174,105,129,189,224,185,30,56,37,72,83,76,39,41,1243,43,0,32,63,0,9,0,0,10,79,515,287,225,61,44,0,74,16,29,23,0,0,5,"06","001","451601","2"
"Block Group 2, Census Tract 4517.01, Alameda County, California",0,0,21,19,118,37,26,59,52,19,41,0,0,21,30,43,0,10,531,0,0,0,0,0,0,0,0,0,84,163,65,82,0,0,0,10,30,16,40,41,0,0,"06","001","451701","2"
"Block Group 3, Census Tract 4517.01, Alameda County, California",31,0,0,10,9,50,31,35,63,24,0,26,0,0,22,0,20,0,292,0,0,0,0,0,0,0,0,0,17,112,33,70,22,7,0,0,31,0,0,0,0,0,"06","001","451701","3"
"Block Group 1, Census Tract 4517.01, Alameda County, California",0,0,0,8,14,60,26,28,15,18,0,8,0,10,38,0,11,10,260,0,9,0,0,9,0,10,0,0,39,89,28,47,30,9,0,18,0,28,0,0,0,0,"06","001","451701","1"
"Block Group 1, Census Tract 4006, Alameda County, California",9,0,58,46,59,92,42,40,0,25,8,7,35,5,3,0,21,7,195,37,97,132,4,5,5,0,0,0,51,56,44,23,0,9,0,130,84,15,24,0,0,4,"06","001","400600","1"
"Block Group 2, Census Tract 4006, Alameda County, California",0,0,0,38,46,23,6,33,38,17,0,6,4,3,9,27,0,3,155,26,32,16,5,0,17,0,0,0,22,34,78,11,6,0,0,45,21,22,6,6,0,0,"06","001","400600","2"
"Block Group 2, Census Tract 4012, Alameda County, California",45,0,10,35,57,31,27,54,85,31,24,8,5,9,0,9,0,0,179,21,48,92,32,72,0,0,0,0,25,110,67,0,9,0,0,121,50,26,9,0,0,0,"06","001","401200","2"
"Block Group 3, Census Tract 4012, Alameda County, California",0,0,0,20,32,51,39,9,26,0,0,20,0,6,8,0,0,0,121,15,60,39,23,58,18,0,0,0,7,17,27,8,0,0,0,169,87,19,0,0,0,0,"06","001","401200","3"
"Block Group 1, Census Tract 4012, Alameda County, California",0,0,19,56,112,86,24,15,66,36,44,16,6,14,15,7,20,0,231,18,134,35,39,17,8,7,0,0,44,77,50,14,8,0,0,61,125,32,60,0,0,0,"06","001","401200","1"
"Block Group 1, Census Tract 4031, Alameda County, California",0,6,10,114,59,67,62,65,33,35,39,25,20,11,21,1,0,26,37,12,25,56,53,82,109,348,0,0,120,83,17,6,0,0,0,149,274,39,24,3,0,0,"06","001","403100","1"
"Block Group 1, Census Tract 4038, Alameda County, California",0,0,0,0,31,24,35,21,8,8,0,32,9,15,17,12,0,11,224,0,9,0,0,0,0,0,26,0,34,65,79,13,5,0,0,43,0,0,0,0,0,0,"06","001","403800","1"
"Block Group 2, Census Tract 4038, Alameda County, California",0,0,0,59,90,77,62,24,19,51,0,50,0,26,9,8,21,7,122,0,34,185,63,18,63,61,8,0,97,33,7,29,0,0,0,266,90,16,7,0,0,0,"06","001","403800","2"
"Block Group 3, Census Tract 4038, Alameda County, California",0,0,7,67,51,54,18,48,11,9,16,8,0,15,16,10,0,0,36,0,0,61,86,97,161,9,0,0,54,17,7,8,0,0,0,201,87,55,12,0,0,0,"06","001","403800","3"
"Block Group 4, Census Tract 4038, Alameda County, California",0,0,27,81,41,86,138,42,50,33,0,26,0,7,8,0,0,8,106,51,24,160,103,79,110,0,0,0,28,45,32,0,6,0,0,255,197,62,0,0,0,0,"06","001","403800","4"
"Block Group 2, Census Tract 4040, Alameda County, California",0,0,9,70,114,85,60,0,21,63,26,10,7,7,18,7,0,0,154,18,64,65,90,76,94,51,0,0,59,69,37,14,1,0,0,161,188,54,0,0,0,0,"06","001","404000","2"
"Block Group 1, Census Tract 4040, Alameda County, California",10,26,101,149,152,142,76,46,32,35,0,60,17,37,16,20,10,9,42,7,24,21,123,356,568,10,0,0,92,151,17,0,4,0,0,424,294,65,33,0,0,0,"06","001","404000","1"
"Block Group 1, Census Tract 4045.01, Alameda County, California",9,8,28,26,48,76,42,90,77,31,28,41,39,34,52,34,35,10,641,10,0,36,4,0,0,0,0,0,110,242,105,100,41,12,0,21,15,17,28,0,0,0,"06","001","404501","1"
"Block Group 3, Census Tract 4051, Alameda County, California",0,7,0,16,30,120,102,17,25,11,15,32,13,53,18,0,0,0,365,0,15,0,0,0,0,0,0,0,6,112,87,82,52,0,0,25,9,0,7,0,0,0,"06","001","405100","3"
"Block Group 4, Census Tract 4051, Alameda County, California",0,0,10,23,9,29,25,30,50,15,0,29,9,18,20,11,0,0,212,0,0,0,9,17,0,0,0,0,61,42,58,18,7,8,0,7,28,9,0,0,0,0,"06","001","405100","4"
"Block Group 5, Census Tract 4051, Alameda County, California",0,0,15,0,19,35,29,7,80,29,20,34,9,15,59,31,10,31,411,0,0,0,0,0,0,0,0,0,60,163,113,55,10,0,0,0,0,0,0,0,0,0,"06","001","405100","5"
"Block Group 1, Census Tract 4051, Alameda County, California",8,0,12,0,27,28,10,66,0,33,15,32,0,9,15,18,9,30,367,0,0,0,0,0,0,0,0,0,95,128,68,40,10,8,0,0,0,0,0,8,0,0,"06","001","405100","1"
"Block Group 2, Census Tract 4051, Alameda County, California",0,0,8,0,0,9,25,57,22,0,9,26,0,9,32,10,26,12,213,0,0,0,0,0,0,0,0,0,22,76,35,32,34,0,0,0,9,0,5,0,0,0,"06","001","405100","2"
"Block Group 3, Census Tract 4057, Alameda County, California",0,0,0,48,60,64,50,18,44,6,9,37,0,9,30,0,0,4,151,45,8,48,20,82,96,30,0,0,0,43,0,19,7,0,17,179,137,25,0,9,0,0,"06","001","405700","3"
"Block Group 2, Census Tract 4057, Alameda County, California",0,34,22,26,42,7,17,6,96,9,21,10,21,39,0,12,0,0,166,26,0,51,75,44,61,0,0,0,12,49,9,5,12,25,0,134,18,33,18,35,0,28,"06","001","405700","2"
"Block Group 1, Census Tract 4057, Alameda County, California",0,0,82,109,115,38,91,52,44,67,0,50,22,4,0,0,14,0,139,35,49,133,127,46,31,0,0,0,17,28,32,35,0,0,0,133,147,15,78,21,0,33,"06","001","405700","1"
"Block Group 2, Census Tract 4058, Alameda County, California",16,0,23,26,67,33,38,67,81,23,35,20,10,42,16,25,0,12,214,19,96,72,60,0,0,0,0,6,0,35,59,6,16,20,0,80,50,32,66,34,11,0,"06","001","405800","2"
"Block Group 4, Census Tract 4058, Alameda County, California",0,6,4,36,39,50,41,23,34,23,24,9,8,9,9,16,0,8,83,20,58,8,16,9,0,7,0,0,7,23,5,32,0,7,5,0,20,27,65,10,0,0,"06","001","405800","4"
"Block Group 1, Census Tract 4058, Alameda County, California",0,7,19,30,108,63,41,10,40,20,0,37,0,0,0,25,0,0,155,53,63,41,18,0,0,0,0,0,25,20,10,17,21,0,7,46,26,104,19,8,23,4,"06","001","405800","1"
"Block Group 3, Census Tract 4058, Alameda County, California",62,34,34,0,63,46,37,24,20,43,21,31,0,0,7,0,0,0,262,8,0,109,7,11,0,0,0,5,33,56,10,34,20,0,0,57,84,20,32,22,0,25,"06","001","405800","3"
"Block Group 1, Census Tract 4069, Alameda County, California",0,0,0,0,17,12,17,5,15,54,0,33,14,0,28,0,0,18,222,10,0,0,0,0,0,0,0,0,71,95,32,24,0,0,0,0,0,0,10,0,0,0,"06","001","406900","1"
"Block Group 2, Census Tract 4069, Alameda County, California",0,0,4,24,28,43,45,78,67,53,28,36,30,0,48,18,0,0,479,8,18,0,0,10,0,0,0,0,30,157,113,90,3,13,0,37,0,0,18,0,0,0,"06","001","406900","2"
"Block Group 3, Census Tract 4069, Alameda County, California",11,27,71,75,86,126,64,108,10,52,91,19,82,0,74,18,0,2,207,92,37,182,199,25,84,0,0,0,48,27,26,22,24,0,0,170,266,116,62,43,22,0,"06","001","406900","3"
"Block Group 4, Census Tract 4363, Alameda County, California",29,5,41,25,262,103,14,81,56,19,65,64,0,0,0,0,0,44,286,300,16,34,82,0,0,0,0,0,16,126,257,97,0,17,0,64,41,100,0,0,0,0,"06","001","436300","4"
"Block Group 1, Census Tract 4363, Alameda County, California",70,0,121,27,104,53,45,4,71,79,44,0,0,0,19,32,17,48,256,129,0,63,16,169,12,10,0,0,28,42,0,29,0,0,0,142,68,81,116,30,39,40,"06","001","436300","1"
"Block Group 2, Census Tract 4363, Alameda County, California",16,58,41,59,104,160,4,155,73,58,0,21,0,0,85,72,40,31,246,284,53,20,27,125,73,9,17,0,125,76,49,0,27,14,0,142,87,209,16,43,49,0,"06","001","436300","2"
"Block Group 3, Census Tract 4363, Alameda County, California",0,0,32,125,87,40,123,60,9,46,0,0,61,0,55,18,0,0,444,34,0,0,76,0,0,0,0,0,0,34,59,46,0,0,6,37,77,169,42,41,0,9,"06","001","436300","3"
"Block Group 1, Census Tract 4366.02, Alameda County, California",5,40,109,208,151,227,90,122,114,56,29,40,17,39,54,61,13,9,116,43,16,57,60,145,311,553,0,0,16,38,35,16,9,0,8,282,313,264,170,89,31,0,"06","001","436602","1"
"Block Group 2, Census Tract 4366.02, Alameda County, California",6,13,53,44,135,47,39,70,51,15,0,0,18,8,6,53,0,9,206,0,6,63,36,52,31,13,0,0,22,19,54,40,15,19,12,53,40,25,58,0,0,34,"06","001","436602","2"
"Block Group 3, Census Tract 4333, Alameda County, California",0,25,75,0,90,25,117,108,39,52,0,55,11,13,54,0,72,0,438,23,0,0,0,0,0,0,0,0,69,60,17,70,90,14,25,0,16,46,0,54,0,0,"06","001","433300","3"
"Block Group 5, Census Tract 4333, Alameda County, California",0,0,71,0,46,62,14,99,34,19,48,85,43,24,57,0,0,30,383,56,0,0,0,0,0,0,0,0,31,125,37,36,20,91,0,0,24,15,21,19,0,20,"06","001","433300","5"
"Block Group 4, Census Tract 4333, Alameda County, California",0,0,0,73,95,125,44,17,98,122,21,58,20,0,0,37,31,58,617,37,0,0,0,0,0,0,0,0,89,124,118,79,72,37,0,0,28,67,22,0,0,0,"06","001","433300","4"
"Block Group 2, Census Tract 4333, Alameda County, California",0,11,0,21,0,10,48,28,0,69,0,0,0,31,0,86,0,0,202,10,0,0,0,0,0,0,17,0,34,81,44,41,29,0,0,0,0,0,0,0,0,0,"06","001","433300","2"
"Block Group 1, Census Tract 4333, Alameda County, California",0,0,0,0,58,108,87,0,43,75,0,17,23,67,0,13,6,30,407,0,0,0,0,0,38,60,20,0,77,67,104,34,64,0,0,0,80,0,60,23,0,0,"06","001","433300","1"
"Block Group 3, Census Tract 4353, Alameda County, California",15,7,62,59,61,29,13,40,96,22,18,24,20,24,0,0,23,16,249,74,8,72,0,0,0,51,0,0,40,65,66,78,11,6,0,100,79,0,0,0,9,0,"06","001","435300","3"
"Block Group 1, Census Tract 4353, Alameda County, California",22,0,12,80,20,75,98,40,75,35,19,23,0,9,36,33,56,36,235,8,0,32,39,26,32,47,8,0,20,104,55,32,0,0,0,30,33,37,30,29,20,0,"06","001","435300","1"
"Block Group 2, Census Tract 4353, Alameda County, California",10,17,31,77,154,68,147,36,68,83,0,34,32,7,0,0,9,37,316,88,13,75,84,133,80,41,0,0,50,45,21,20,14,0,0,164,203,120,85,32,15,0,"06","001","435300","2"
"Block Group 3, Census Tract 4373, Alameda County, California",5,17,0,75,38,32,15,5,12,18,16,43,0,11,18,8,8,8,138,6,14,17,10,0,0,0,0,0,5,34,17,24,6,0,11,3,8,25,14,33,5,0,"06","001","437300","3"
"Block Group 1, Census Tract 4373, Alameda County, California",0,0,6,16,31,21,26,14,27,57,5,8,17,27,14,1,11,14,197,5,0,0,0,0,11,0,6,0,41,20,30,17,47,16,4,0,38,0,6,0,0,0,"06","001","437300","1"
"Block Group 2, Census Tract 4373, Alameda County, California",9,43,19,89,27,27,97,46,110,78,5,28,20,15,42,0,34,0,258,10,0,21,7,77,31,115,0,0,24,70,58,38,34,8,0,41,40,118,60,16,12,0,"06","001","437300","2"
"Block Group 2, Census Tract 4375, Alameda County, California",0,23,52,72,146,89,106,50,71,66,0,46,6,13,21,0,8,20,264,41,12,97,66,59,62,63,0,0,25,55,28,27,37,7,0,63,71,70,137,121,12,11,"06","001","437500","2"
"Block Group 1, Census Tract 4375, Alameda County, California",8,0,35,64,118,128,59,53,7,83,0,33,12,34,5,34,10,30,129,90,0,43,41,79,105,29,0,0,34,15,0,17,8,0,0,13,67,26,132,140,8,39,"06","001","437500","1"
"Block Group 1, Census Tract 4378, Alameda County, California",86,10,44,192,145,88,129,164,154,165,45,36,6,28,105,47,23,72,789,135,0,87,17,11,14,82,0,0,64,223,165,180,72,39,26,95,79,79,65,38,10,0,"06","001","437800","1"
"Block Group 2, Census Tract 4378, Alameda County, California",23,11,20,52,17,10,17,52,18,22,14,13,0,5,36,0,7,0,238,14,0,0,0,0,0,0,0,0,14,42,27,47,46,34,0,18,5,0,9,0,8,2,"06","001","437800","2"
"Block Group 4, Census Tract 4381, Alameda County, California",0,0,0,26,81,12,9,34,57,0,0,39,12,38,0,0,0,13,355,0,20,0,0,0,0,0,0,0,60,62,61,46,0,12,10,20,22,82,0,0,0,0,"06","001","438100","4"
"Block Group 6, Census Tract 4381, Alameda County, California",13,31,14,41,61,29,58,69,23,60,0,55,29,0,16,0,16,0,319,0,0,0,0,0,0,0,0,0,0,78,50,38,12,32,24,14,0,0,27,0,0,32,"06","001","438100","6"
