A,B,Parallel_Corridor
12062,2618,EastBay_Outer80_AM
12062,2619,EastBay_Outer80_PM
12069,2618,EastBay_Outer80_PM
12069,2659,EastBay_Outer80_AM
12152,3789,EastBay_880680_AM
12152,3918,EastBay_880680_PM
12180,3684,EastBay_880680_PM
12180,3717,EastBay_880680_AM
12185,3741,EastBay_880680_PM
12185,3923,EastBay_880680_AM
12225,3977,Periphery_580_AM
12225,4038,Periphery_580_PM
12253,8333,Periphery_101NorthBay_PM
12253,8388,Periphery_101NorthBay_AM
12567,4196,SouthBay_Inner_AM
12567,5437,SouthBay_Inner_PM
12694,4845,SouthBay_Outer280680_PM
12694,5127,SouthBay_Outer280680_AM
13008,6186,SanMateo_101_AM_SanMateo_28092_AM
13008,6367,SanMateo_101_PM_SanMateo_28092_PM
13024,6129,SanMateo_101_AM_SanMateo_28092_AM
13024,6134,SanMateo_101_PM_SanMateo_28092_PM
13034,6309,SanMateo_101_AM_SanMateo_28092_AM
13034,6329,SanMateo_101_PM_SanMateo_28092_PM
13043,6364,SanMateo_101_PM_SanMateo_28092_PM
13043,6366,SanMateo_101_AM_SanMateo_28092_AM
13504,6781,SFOSanMateo_101_PM
13504,6787,SFOSanMateo_101_AM
13510,6755,SF_AM
13510,6758,SF_PM
13632,6785,SF_PM
13632,6795,SF_AM
15857,6718,SFOSanMateo_101_AM
15857,6721,SFOSanMateo_101_PM
15953,1616,Periphery_SR4_PM
15969,3987,Periphery_580_AM
15985,4154,Periphery_101SouthBay_PM
15985,11210,Periphery_101SouthBay_AM
20081,6601,SFOSanMateo_101_AM
20081,6602,SFOSanMateo_101_PM
20438,3977,Periphery_580_PM
20438,3980,Periphery_580_AM
2982,4041,AL_680_NB
3069,2982,AL_680_NB
3985,3069,AL_680_NB
3999,4054,AL_680_NB
4006,8308,AL_680_NB
4018,12159,AL_680_NB
4024,4018,AL_680_NB
4041,3988,AL_680_NB
4054,8309,AL_680_NB
4058,20326,AL_680_NB
8308,12157,AL_680_NB
8309,4006,AL_680_NB
12157,4058,AL_680_NB
12159,3999,AL_680_NB
20326,3985,AL_680_NB
2982,3069,AL_680_SB
3069,3985,AL_680_SB
3985,20326,AL_680_SB
3988,4041,AL_680_SB
3999,12159,AL_680_SB
4006,8309,AL_680_SB
4018,4024,AL_680_SB
4041,2982,AL_680_SB
4054,3999,AL_680_SB
4058,12157,AL_680_SB
8308,4006,AL_680_SB
8309,4054,AL_680_SB
12157,8308,AL_680_SB
12159,4018,AL_680_SB
20326,4058,AL_680_SB
1706,1716,CC_Southern_680_NB
1716,1746,CC_Southern_680_NB
1735,1706,CC_Southern_680_NB
1746,1760,CC_Southern_680_NB
1747,1753,CC_Southern_680_NB
1752,1747,CC_Southern_680_NB
1753,8507,CC_Southern_680_NB
1760,1752,CC_Southern_680_NB
1767,1770,CC_Southern_680_NB
1768,1879,CC_Southern_680_NB
1769,1768,CC_Southern_680_NB
1770,1769,CC_Southern_680_NB
1879,1881,CC_Southern_680_NB
2020,1767,CC_Southern_680_NB
3962,3964,CC_Southern_680_NB
3964,3966,CC_Southern_680_NB
3965,1735,CC_Southern_680_NB
3966,8302,CC_Southern_680_NB
8301,3965,CC_Southern_680_NB
8302,8301,CC_Southern_680_NB
8507,2020,CC_Southern_680_NB
1706,1735,CC_Southern_680_SB
1716,1706,CC_Southern_680_SB
1735,3965,CC_Southern_680_SB
1746,1716,CC_Southern_680_SB
1747,1752,CC_Southern_680_SB
1752,1760,CC_Southern_680_SB
1753,1747,CC_Southern_680_SB
1760,1746,CC_Southern_680_SB
1767,2020,CC_Southern_680_SB
1768,1769,CC_Southern_680_SB
1769,1770,CC_Southern_680_SB
1770,1767,CC_Southern_680_SB
1879,1768,CC_Southern_680_SB
1881,1879,CC_Southern_680_SB
2020,8507,CC_Southern_680_SB
3964,3962,CC_Southern_680_SB
3965,8301,CC_Southern_680_SB
3966,3964,CC_Southern_680_SB
8301,8302,CC_Southern_680_SB
8302,3966,CC_Southern_680_SB
8507,1753,CC_Southern_680_SB
7887,7910,Periphery_101NorthBay_AM
7905,7889,Periphery_101NorthBay_AM
7910,8182,Periphery_101NorthBay_AM
7933,7996,Periphery_101NorthBay_AM
7939,7933,Periphery_101NorthBay_AM
7947,7939,Periphery_101NorthBay_AM
7949,7947,Periphery_101NorthBay_AM
7956,7949,Periphery_101NorthBay_AM
7960,7956,Periphery_101NorthBay_AM
7996,7905,Periphery_101NorthBay_AM
8182,8181,Periphery_101NorthBay_AM
7889,7905,Periphery_101NorthBay_PM
7905,7996,Periphery_101NorthBay_PM
7910,7887,Periphery_101NorthBay_PM
7933,7939,Periphery_101NorthBay_PM
7939,7947,Periphery_101NorthBay_PM
7947,7949,Periphery_101NorthBay_PM
7949,7956,Periphery_101NorthBay_PM
7956,7960,Periphery_101NorthBay_PM
7996,7933,Periphery_101NorthBay_PM
8181,8182,Periphery_101NorthBay_PM
8182,7910,Periphery_101NorthBay_PM
11018,11733,Periphery_80Solano_AM
11033,11018,Periphery_80Solano_AM
11091,11650,Periphery_80Solano_AM
11112,11736,Periphery_80Solano_AM
11649,11091,Periphery_80Solano_AM
11650,11651,Periphery_80Solano_AM
11651,11644,Periphery_80Solano_AM
11656,11649,Periphery_80Solano_AM
11709,11656,Periphery_80Solano_AM
11710,11709,Periphery_80Solano_AM
11711,11985,Periphery_80Solano_AM
11715,11711,Periphery_80Solano_AM
11721,11715,Periphery_80Solano_AM
11733,11721,Periphery_80Solano_AM
11736,11033,Periphery_80Solano_AM
11985,11710,Periphery_80Solano_AM
11018,11033,Periphery_80Solano_PM
11033,11736,Periphery_80Solano_PM
11091,11649,Periphery_80Solano_PM
11644,11651,Periphery_80Solano_PM
11649,11656,Periphery_80Solano_PM
11650,11091,Periphery_80Solano_PM
11651,11650,Periphery_80Solano_PM
11656,11709,Periphery_80Solano_PM
11709,11710,Periphery_80Solano_PM
11710,11985,Periphery_80Solano_PM
11711,11715,Periphery_80Solano_PM
11715,11721,Periphery_80Solano_PM
11721,11733,Periphery_80Solano_PM
11733,11018,Periphery_80Solano_PM
11736,11112,Periphery_80Solano_PM
11985,11711,Periphery_80Solano_PM
4310,4709,SCL_85_NB
4343,12659,SCL_85_NB
4344,12709,SCL_85_NB
4350,4428,SCL_85_NB
4359,4343,SCL_85_NB
4360,4359,SCL_85_NB
4427,12668,SCL_85_NB
4428,4427,SCL_85_NB
4524,4528,SCL_85_NB
4525,4524,SCL_85_NB
4528,4574,SCL_85_NB
4566,11153,SCL_85_NB
4569,4570,SCL_85_NB
4570,4566,SCL_85_NB
4574,4576,SCL_85_NB
4576,12519,SCL_85_NB
4709,4525,SCL_85_NB
11153,11152,SCL_85_NB
12519,4569,SCL_85_NB
12659,4344,SCL_85_NB
12668,4310,SCL_85_NB
12709,4350,SCL_85_NB
4310,12668,SCL_85_SB
4343,4359,SCL_85_SB
4344,12659,SCL_85_SB
4350,12709,SCL_85_SB
4359,4360,SCL_85_SB
4427,4428,SCL_85_SB
4428,4350,SCL_85_SB
4524,4525,SCL_85_SB
4525,4709,SCL_85_SB
4528,4524,SCL_85_SB
4566,4570,SCL_85_SB
4569,12519,SCL_85_SB
4570,4569,SCL_85_SB
4574,4528,SCL_85_SB
4576,4574,SCL_85_SB
4709,4310,SCL_85_SB
11152,11153,SCL_85_SB
11153,4566,SCL_85_SB
12519,4576,SCL_85_SB
12659,4343,SCL_85_SB
12668,4427,SCL_85_SB
12709,4344,SCL_85_SB
