"zone_id","agrempn","fpsempn","herempn","mwtempn","othempn","retempn"
948,0,402,713,354,3552,169
949,2,205,468,132,239,122
950,0,538,449,66,202,65
951,0,215,266,20,122,16
952,4,1093,889,1905,667,71
953,4,459,693,228,126,142
954,0,255,1488,223,108,781
955,2,201,1143,58,2200,260
956,0,189,440,21,114,71
957,0,125,285,14,61,18
958,2,241,335,21,253,21
959,0,212,404,45,219,92
960,0,1643,1913,1083,677,457
961,0,243,262,326,97,12
962,0,517,461,29,68,23
963,9,118,305,24,100,22
964,0,194,193,232,134,5
965,0,183,89,354,492,26
966,0,235,590,658,168,49
967,83,892,1476,1066,1274,201
968,4,5367,5632,1820,6320,582
969,0,2579,1140,1943,4425,98
970,0,1835,1070,125,6028,117
971,0,5614,8653,608,3669,210
972,2,643,2752,196,576,648
973,2,399,722,31,281,60
974,0,398,1857,202,397,378
975,0,122,289,40,94,33
976,0,365,711,131,409,151
977,0,258,2440,186,537,54
978,8,392,486,78,221,78
979,165,287,3509,92,263,220
980,0,45,162,47,40,38
981,0,53,133,3,17,35
982,0,94,424,89,39,27
983,0,39,66,20,123,0
984,0,212,671,498,500,46
985,0,77,215,6,24,4
986,0,102,154,165,61,14
987,0,65,112,25,327,26
988,32,477,330,1055,665,467
989,2,147,453,392,236,45
990,0,77,94,91,200,35
991,4,6113,5237,3610,2773,2192
992,0,86,227,42,100,9
993,2,199,694,204,463,102
994,0,42,32,49,29,41
995,0,83,317,29,74,22
996,0,144,431,177,169,71
997,2,65,56,22,142,2
998,2,319,925,182,277,165
999,2,595,1207,4110,157,343
1000,2,193,556,74,90,111
1001,2,103,266,43,107,17
1002,0,301,588,31,176,130
1003,2,99,2082,89,95,184
1004,2,254,1783,126,149,111
1005,2,285,881,39,87,22
1006,2,164,326,28,34,144
1007,0,62,813,7,36,10
1008,2,240,6151,61,189,912
1009,0,98,792,39,142,159
1010,0,398,747,6,129,22
1011,0,248,1090,138,487,375
1012,0,161,457,23,76,31
1013,3,113,199,239,129,37
1014,21,3404,4509,5009,2233,1480
1015,0,164,673,203,1633,82
1016,14,211,990,90,176,174
1017,0,234,372,33,139,101
1018,0,3171,4992,214,3448,612
1019,0,10439,16175,10,775,8
1020,0,89,635,15,162,20
1021,2,378,700,104,304,121
1022,0,151,182,52,187,59
1023,0,160,831,66,127,149
1024,5,143,212,105,159,38
1025,0,153,762,81,90,231
1026,0,114,233,82,59,49
1027,0,374,845,158,153,370
1028,2,296,242,35,39,4
1029,0,232,132,52,97,19
1030,0,133,165,22,55,21
1031,0,295,403,78,70,43
1032,0,115,228,53,21,19
1033,2,305,578,71,137,300
1034,4,438,719,63,251,226
1035,0,77,502,39,12,6
1036,0,76,162,16,90,11
1037,6,157,552,37,173,44
1038,0,38,163,34,544,275
1039,0,250,661,138,235,225
1040,0,118,222,21,45,91
1041,0,175,678,34,112,400
1042,0,150,311,14,28,14
1043,3,149,202,27,62,20
1044,0,249,157,21,77,22
1045,3,197,222,46,67,18
1046,0,136,205,20,53,6
1047,2,89,208,28,450,207
1048,0,105,219,20,95,54
1049,0,495,543,39,195,223
1050,0,161,413,91,280,133
1051,3,258,766,182,141,575
1052,0,64,45,6,6,2
1053,0,144,249,26,62,16
1054,0,111,259,7,28,46
1055,2,190,324,37,152,281
1056,0,75,364,29,810,66
1057,0,38,54,0,18,23
1058,39,535,778,65,438,104
1059,2,952,1011,2870,1868,459
1060,0,331,777,341,115,20
1061,2,159,994,824,1943,147
1062,312,935,709,2638,908,986
1063,0,68,117,25,210,22
1064,0,41,187,302,18,26
1065,0,94,638,21,83,64
1066,0,400,1904,62,607,382
1067,0,118,271,48,192,116
1068,50,284,143,738,737,53
1069,9,1921,1392,2202,860,2232
1070,0,73,132,25,30,8
1071,0,103,121,43,100,17
1072,2,121,1065,52,252,193
1073,0,101,170,56,32,8
1074,3,486,1180,120,153,1150
1075,47,264,400,30,93,177
1076,2,135,533,17,60,9
1077,4,205,506,82,162,94
1078,0,256,424,37,168,85
1079,5,408,645,108,268,69
1080,0,166,417,50,75,147
1081,0,36,77,8,10,21
1082,2,239,399,154,128,205
1083,6,930,2233,4473,630,120
1084,6,244,567,50,157,178
1085,0,226,259,157,101,186
1086,0,330,393,52,278,176
1087,17,284,280,90,112,29
1088,0,89,64,382,102,53
1089,3,158,409,144,163,144
1090,0,96,573,1127,139,50
1091,2,149,993,136,384,263
1092,0,428,721,2115,2063,77
1093,0,136,285,8,1856,17
1094,2,223,450,70,2373,43
1095,0,371,292,1500,1188,169
1096,14,1582,1057,779,1643,624
1097,27,2395,2324,4032,2608,560
1098,0,330,211,43,67,12
1099,0,488,844,91,306,372
1100,0,484,1320,153,430,172
1101,9,212,260,11,115,28
1102,26,87,24,74,87,7
1103,8,424,560,40,190,146
1104,0,131,196,29,61,13
1105,0,45,39,2,15,2
1106,0,365,525,58,234,180
1107,2,103,36,15,54,6
1108,2,222,833,54,104,371
1109,0,188,1248,61,140,55
1110,2,561,979,255,427,261
1111,0,151,514,26,313,19
1112,0,172,5015,17,233,72
1113,8,3727,2201,1098,1909,1107
1114,0,69,18,42,53,24
1115,0,108,241,31,81,60
1116,0,95,300,16,310,49
1117,0,156,254,159,185,42
1118,0,601,774,885,1158,487
1119,6,358,741,122,145,157
1120,2,191,306,57,112,153
1121,46,4650,3184,1402,1626,1774
1122,26,4491,3705,3814,2593,4091
1123,2,803,714,164,266,735
1124,4,549,773,64,2106,267
1125,20,225,173,46,185,88
1126,0,307,433,91,202,105
1127,2,805,2580,76,387,67
1128,0,322,1218,25,156,81
1129,0,247,2120,87,917,124
1130,2,186,170,38,72,5
1131,17,455,255,73,242,100
1132,13,465,509,40,148,61
1133,8,676,613,143,836,228
1134,0,686,995,150,728,663
1135,0,235,726,147,204,71
1136,2,1020,2247,275,419,153
1137,0,1758,3144,438,1797,399
1138,5,654,911,154,276,288
1139,4,292,113,14,65,56
1140,0,301,819,97,82,109
1141,9,527,4292,84,233,55
1142,2,459,307,31,120,11
1143,4,667,635,31,111,40
1144,4,737,804,66,282,54
1145,21,9720,4910,1590,4009,1786
1146,11,3263,5172,449,750,2408
1147,15,551,662,80,183,56
1148,17,744,485,49,220,184
1149,4,565,623,584,390,154
1150,4,1025,1602,134,651,486
1151,8,368,529,42,131,47
1152,17,1805,1921,1533,906,443
1153,0,529,589,104,149,80
1154,44,1148,1385,222,441,260
1155,0,139,67,39,58,12
1156,6,624,416,36,101,91
1157,4,412,630,31,167,154
1158,7,324,821,109,193,246
1159,2,191,1175,50,120,105
1160,4,529,510,131,162,133
1161,27,3419,4718,715,2113,1493
1162,4,95,40,12,86,10
1163,5,268,269,68,54,6
1164,14,669,679,144,242,79
1165,31,600,536,77,283,70
1166,20,1268,877,362,462,273
1167,2,588,691,269,246,98
1168,20,7537,5078,3055,18832,4110
1169,7,1973,1337,291,297,454
1170,33,2077,4548,763,1406,816
1171,0,569,828,51,207,209
1172,10,229,402,48,104,299
1173,2,127,340,14,78,19
1174,0,410,450,48,147,16
1175,339,1705,1185,2202,729,1093
1176,80,2796,2639,553,2319,949
1177,95,1175,1787,490,855,288
1178,97,2632,3538,401,1671,2487
1179,81,1513,2280,300,1502,683
1180,12,364,606,120,293,100
1181,2,97,152,41,183,24
1182,30,329,525,115,279,485
1183,3,117,267,263,631,300
1184,0,105,417,26,43,43
1185,8,1072,1091,237,375,676
1186,2,485,1058,104,157,265
1187,2,405,1040,180,299,403
1188,2,319,818,490,242,204
1189,0,898,1880,384,1692,1425
1190,0,58,203,9,34,278
1191,0,80,259,38,99,153
1192,0,85,250,23,51,4
1193,2,242,374,31,170,337
1194,8,218,400,28,101,59
1195,11,565,1016,112,343,168
1196,0,230,343,43,92,147
1197,0,107,644,29,522,397
1198,0,61,581,53,103,86
1199,0,400,1063,441,370,691
1200,0,269,462,48,247,217
1201,0,75,217,36,112,7
1202,0,112,243,23,57,22
1203,0,44,526,41,1163,3
1204,15,48,484,830,36,334
1205,2,271,429,1070,89,94
1206,0,107,457,194,242,79
1207,10,137,106,42,29,20
1208,0,190,424,332,77,129
1209,0,71,32,12,43,6
1210,0,76,247,61,46,36
1211,16,1626,1006,3631,1926,627
1212,4,770,797,82,330,96
1213,0,260,475,21,190,123
1214,2,193,121,596,111,16
1215,4,288,556,44,128,197
1216,0,160,221,31,43,32
1217,0,532,216,91,372,26
1218,2,127,52,21,41,13
1219,2,172,215,26,886,30
1220,8,357,289,33,146,107
1221,0,105,296,8,86,14
1222,0,60,511,15,30,14
1223,0,299,778,506,1285,142
1224,2,282,670,253,1287,72
1225,0,108,229,21,247,13
1226,0,91,247,26,206,145
1227,0,71,137,39,81,32
1228,7,34,188,6,39,4
1229,0,252,664,16,90,148
1230,0,323,440,11,266,148
1231,0,128,486,14,67,176
1232,0,326,307,14,284,30
1233,0,197,284,15,65,388
1234,2,220,738,91,277,159
1235,0,238,368,33,116,61
1236,0,67,136,23,39,79
1237,0,34,72,18,22,14
1238,5,175,464,273,1558,12
1239,0,57,41,19,17,8
1240,0,185,316,33,50,279
1241,0,560,967,277,311,837
1242,0,710,3581,20,190,143
1243,2,116,1951,18,74,29
1244,2,115,765,13,6,25
1245,0,143,229,13,37,36
1246,102,592,1409,224,177,1676
1247,0,658,499,1014,591,296
1248,33,1486,1062,360,1106,634
1249,47,951,1702,703,624,854
1250,0,726,671,2240,1482,1284
1251,12,280,766,79,584,68
1252,3,248,687,1354,6180,246
1253,0,78,89,11,33,2
1254,0,161,159,15,39,13
1255,0,62,125,32,50,19
1256,0,195,175,173,469,28
1257,2,158,470,31,78,13
1258,0,44,38,2,29,4
1259,0,199,731,79,138,308
1260,0,138,270,53,509,71
1261,5,172,319,45,169,158
1262,0,466,1185,341,1516,105
1263,2,181,577,13,1362,7
1264,0,295,346,33,50,80
1265,0,166,2908,72,150,1570
1266,8,224,575,17,204,27
1267,2,163,391,27,160,98
1268,84,820,1136,151,218,325
1269,7,984,1239,156,127,647
1270,0,840,859,1616,942,220
1271,0,504,720,75,189,151
1272,0,5,317,0,1373,0
1273,0,144,754,50,96,108
1274,0,231,704,57,351,374
1275,0,105,264,15,38,124
1276,2,88,213,46,37,25
1277,0,158,176,21,56,25
1278,4,128,124,27,48,37
1279,308,874,1401,2259,1062,896
1280,4,707,2157,410,339,2588
1281,2,998,636,60,395,611
1282,6,570,767,146,473,431
1283,0,931,883,99,264,83
1284,6,1290,3047,152,841,453
1285,9,238,424,76,145,11
1286,215,426,87,102,603,43
1287,564,246,96,533,348,129
1288,69,514,1090,126,370,286
1289,32,407,766,1058,560,300
1290,503,476,660,580,618,346
1291,110,372,724,407,364,720
1292,155,1688,1691,3701,3034,527
1293,20,471,263,128,149,27
1294,0,89,3250,236,131,38
1295,13,275,853,127,335,711
1296,32,200,416,88,123,113
1297,55,574,1605,190,386,357
1298,56,900,2378,587,685,658
1299,29,1040,1095,366,1118,362
1300,2,171,420,65,115,115
1301,11,345,785,181,267,71
1302,0,136,525,112,76,402
1303,6,242,113,32,64,31
1304,2,179,502,92,183,189
1305,4,1045,681,143,198,292
1306,12,577,2829,338,299,913
1307,13,270,1069,165,154,63
1308,255,293,757,402,319,38
1309,169,497,656,529,312,269
1310,104,213,980,324,1293,65
1311,576,641,1583,1045,433,143
1312,239,76,39,57,167,35
1313,271,272,1837,612,327,480
1314,744,1179,1754,1445,627,909
1315,707,357,246,1489,445,215
1316,227,175,213,564,165,92
1317,32,277,1598,213,314,202
1318,271,596,490,490,269,172
1319,12,338,1026,138,238,144
1320,129,755,1198,515,324,389
1321,9,276,357,111,191,189
1322,104,347,318,153,198,32
1323,39,1242,2928,595,1045,891
1324,395,504,192,1549,359,350
1325,110,3188,1162,2733,810,1363
1326,17,438,278,65,184,32
1327,41,454,993,123,274,26
1328,271,303,334,125,1298,53
1329,132,359,444,461,338,417
1330,0,246,289,75,225,358
1331,12,379,455,227,302,251
1332,25,1428,2668,783,1785,1092
1333,0,123,127,19,76,20
1334,4,152,436,25,153,21
1335,8,409,786,80,191,671
1336,31,1946,3046,2631,1226,459
1337,87,2369,1885,2044,1207,1548
1338,6,147,307,49,224,84
1339,7,266,270,70,133,29
1340,0,305,333,422,257,74
1341,15,282,499,33,111,24
1342,5,227,2095,23,71,60
1343,0,114,274,4,82,69
1344,11,1063,1067,113,539,424
1345,0,90,276,24,38,131
1346,4,755,696,416,435,218
1347,2,579,680,52,1302,49
1348,10,640,1025,1077,638,2362
1349,9,714,482,139,206,146
1350,37,499,828,66,709,226
1351,4,201,629,79,61,22
1352,13,308,99,73,79,30
1353,37,454,318,134,326,38
1354,76,722,649,135,329,283
1355,0,132,285,26,59,22
1356,6,395,633,90,142,133
1357,2,206,309,81,171,56
1358,21,391,1710,52,310,242
1359,4,370,3638,75,220,541
1360,2,152,288,26,147,78
1361,17,2122,2799,303,2400,1686
1362,5,1099,954,78,363,169
1363,4,814,7292,60,2512,225
1364,4,116,295,16,65,102
1365,6,482,698,109,162,227
1366,17,2087,2010,1425,773,304
1367,12,339,447,169,197,55
1368,107,2146,2097,4184,1901,749
1369,12,548,1812,1165,743,604
1370,152,410,606,163,371,173
1371,0,259,255,40,140,67
1372,2,129,198,20,51,22
1373,8,971,1542,441,1040,438
1374,12,1269,1567,928,940,1304
1375,2,423,845,288,540,53
1376,53,778,1038,306,288,100
1377,53,191,263,191,347,136
1378,5,187,575,509,218,357
1379,2,72,166,27,94,33
1380,2,464,974,1321,1152,1522
1381,30,1942,1250,2242,778,416
1382,174,419,916,141,249,76
1383,160,519,312,448,336,98
1384,63,880,1862,572,652,934
1385,10,301,256,85,187,59
1386,37,441,1426,152,315,220
1387,68,363,227,135,286,67
1388,80,359,361,113,286,39
1389,34,250,927,83,364,84
1390,7,81,291,32,166,24
1391,8,192,532,414,201,261
1392,169,239,374,408,186,67
1393,104,191,213,113,198,60
1394,363,416,619,185,263,79
1395,43,748,979,705,1050,615
1396,46,537,860,114,305,303
1397,133,553,235,452,309,94
1398,20,186,393,79,90,28
1399,85,827,2286,1727,725,1098
1400,449,316,246,587,388,69
1401,684,336,1003,659,218,70
1402,33,399,939,656,443,339
1403,42,155,827,114,424,100
1404,2,678,195,97,159,22
1405,2,501,1275,117,607,970
1406,2,514,330,293,571,149
1407,22,1471,985,917,1315,155
1408,6,451,458,75,843,66
1409,2,817,1111,277,478,251
1410,0,343,532,89,494,307
1411,11,664,1283,1063,461,69
1412,2,1820,1401,393,1048,531
1413,2,2808,576,32,453,97
1414,19,568,352,79,294,119
1415,171,491,666,288,563,141
1416,58,64,196,12,305,28
1417,0,45,91,0,11,17
1418,9,140,380,39,378,19
1419,0,228,293,24,121,52
1420,12,630,559,73,301,64
1421,21,1043,4178,168,637,1098
1422,2,1287,1982,146,3117,83
1423,7,591,506,74,301,84
1424,8,1768,2660,1174,2298,206
1425,0,392,858,91,1442,59
1426,118,680,440,200,272,96
1427,6,1090,1439,143,309,547
1428,18,3781,2442,2007,2610,1399
1429,4,773,1124,668,626,714
1430,33,2525,3173,547,1648,890
1431,5,874,835,188,369,125
1432,4,772,1247,412,597,479
1433,4,291,75,42,123,6
1434,6,543,554,99,415,91
1435,0,135,423,56,184,14
1436,8,556,3080,77,305,92
1437,8,1078,1469,96,398,427
1438,19,1838,1902,611,2002,1922
1439,0,0,0,0,0,0
1440,6,711,1392,128,324,331
1441,9,1191,1648,406,606,870
1442,4,808,943,216,349,438
1443,15,984,1461,211,384,226
1444,0,765,1274,150,176,239
1445,10,814,583,208,312,83
1446,29,1704,1208,114,407,123
1447,8,332,159,21,145,12
1448,28,3186,2505,709,1873,649
1449,0,72,567,7,52,206
1450,4,641,440,73,276,112
1451,8,525,333,61,212,63
1452,9,1056,855,132,574,316
1453,0,115,399,16,205,0
1454,27,98,212,27,230,70
