"TAZ1454","emp_sec11","emp_sec21","emp_sec22","emp_sec23","emp_sec3133","emp_sec42","emp_sec4445","emp_sec4849","emp_sec51","emp_sec52","emp_sec53","emp_sec54","emp_sec55","emp_sec56","emp_sec61","emp_sec62","emp_sec71","emp_sec72","emp_sec81","emp_sec92","TOTEMP","AGREMPN","FPSEMPN","HEREMPN","MWTEMPN","OTHEMPN","RETEMPN"
239,0,0,57,49,32,13,262,1644,21,84,18,39,0,337,10,42,55,2079,90,101,4933,0,478,2276,1746,171,262
240,2,0,107,93,26,115,604,47,136,230,132,156,0,110,102,279,4,1520,219,13,3895,2,628,2124,295,242,604
241,0,0,0,41,0,0,18,0,0,0,4,9,0,5,65,106,4,2,232,0,486,0,18,409,0,41,18
242,0,0,0,8,0,6,11,5,0,0,3,0,0,2,57,5,0,0,4,26,127,0,5,66,11,34,11
243,0,0,0,12,1,6,24,0,0,5,5,8,0,3,15,4,3,6,5,0,97,0,21,33,7,12,24
244,0,0,8,233,16,19,231,88,42,49,43,19,0,98,89,188,93,97,60,176,1549,0,209,527,131,451,231
245,0,0,0,19,0,4,10,3,4,0,9,8,0,0,181,10,0,6,0,11,265,0,17,197,7,34,10
246,0,0,0,75,39,130,291,21,24,93,179,165,0,212,292,3343,92,107,317,84,5464,0,649,4151,190,183,291
247,0,0,0,27,0,5,9,4,2,9,18,12,0,4,0,30,5,1,201,0,327,0,43,237,9,29,9
248,3,0,129,1136,1560,807,1014,1250,192,544,866,1161,0,1352,116,824,275,2680,579,262,14750,3,3923,4474,3746,1590,1014
249,12,0,0,309,56,157,550,419,30,179,97,343,38,2004,170,200,123,607,274,54,5622,12,2661,1374,632,393,550
250,0,0,0,150,15,25,187,27,12,18,41,52,0,104,78,161,10,20,135,5,1040,0,215,404,67,167,187
251,2,0,0,142,227,151,1532,12,188,447,782,408,3,98,65,183,44,785,679,128,5876,2,1738,1756,390,458,1532
252,3,0,27,74,5,10,12,6,0,15,18,19,0,35,443,10,61,9,43,405,1195,3,87,566,48,479,12
253,0,0,0,15,3,0,10,0,4,6,6,13,0,31,56,0,2,6,42,0,194,0,56,106,3,19,10
254,0,1,0,18,12,0,166,3,10,31,4,46,0,26,143,6,2,0,5,0,473,1,107,156,15,28,166
255,3,0,0,107,4,14,75,16,3,14,24,18,0,76,208,38,1,12,78,94,785,3,132,337,34,204,75
256,0,0,0,33,12,15,32,8,105,50,181,112,0,105,64,132,62,18,62,0,991,0,448,338,35,138,32
257,0,0,0,171,140,92,1000,35,544,427,482,717,0,181,550,1267,87,1192,522,35,7442,0,1807,3618,267,750,1000
258,0,0,0,38,35,52,117,0,17,41,75,113,0,6,13,476,12,45,173,3,1216,0,235,719,87,58,117
259,0,0,0,33,10,30,227,11,0,9,35,30,0,57,202,70,6,114,134,5,973,0,131,526,51,38,227
260,0,0,43,282,63,50,319,101,30,34,105,135,0,185,251,102,54,134,160,52,2100,0,459,701,257,364,319
261,0,0,0,119,24,16,39,70,5,17,8,190,0,32,75,37,87,102,135,14,970,0,247,436,110,138,39
262,0,0,0,44,10,0,70,42,3,3,33,2,0,143,55,29,29,67,27,30,587,0,181,207,52,77,70
263,0,0,0,49,28,1,9,0,14,0,12,19,0,12,2,23,0,0,10,0,179,0,43,35,29,63,9
264,1,0,0,34,35,15,128,20,29,35,34,175,0,35,134,249,33,325,85,1,1368,1,279,826,70,64,128
265,0,13,0,54,161,33,2014,25,413,369,199,1112,0,74,3,309,13,587,57,0,5436,13,1754,969,219,467,2014
266,0,0,0,427,3012,863,2268,34,4383,7189,446,1428,0,388,212,499,294,942,256,538,23179,0,9451,2203,3909,5348,2268
267,0,0,0,16,1,1,61,5,11,9,37,42,0,2,82,226,21,4,16,0,534,0,90,349,7,27,61
268,0,0,0,219,3,20,24,56,0,10,19,111,0,20,111,34,107,16,11,375,1136,0,160,279,79,594,24
269,0,0,0,17,16,1,30,9,3,13,29,44,0,61,81,38,23,88,33,0,486,0,147,263,26,20,30
270,0,0,0,2,0,4,14,6,5,0,20,2,0,5,5,1,0,0,43,0,107,0,27,49,10,7,14
271,0,0,0,81,4,15,43,34,29,40,20,100,0,70,9,25,4,65,49,8,596,0,230,152,53,118,43
272,0,0,0,8,9,13,140,10,17,38,17,20,0,27,107,59,0,148,69,0,682,0,102,383,32,25,140
273,0,0,0,9,0,19,4,2,2,4,38,5,0,0,0,0,0,5,12,0,100,0,47,17,21,11,4
274,0,0,0,27,73,27,231,20,151,388,134,155,0,67,3,86,12,130,115,5,1624,0,744,346,120,183,231
275,12,0,0,273,486,59,884,74,35,312,113,445,0,67,71,114,39,233,155,28,3400,12,937,612,619,336,884
276,0,0,0,15,0,8,25,4,0,0,12,6,0,5,0,75,0,23,26,0,199,0,23,124,12,15,25
277,0,0,0,31,8,16,212,1,17,33,18,14,0,70,70,77,0,142,96,175,980,0,135,385,25,223,212
278,0,0,0,186,32,63,728,21,45,2802,261,173,0,303,121,204,130,565,228,0,5862,0,3539,1248,116,231,728
279,0,0,0,141,247,30,1496,345,127,141,97,918,0,172,78,392,15,332,188,2,4721,0,1328,1005,622,270,1496
280,4,0,0,74,108,65,597,54,57,718,708,721,0,116,143,148,39,169,204,42,3967,4,2263,703,227,173,597
281,0,0,0,47,25,24,171,28,52,191,34,948,0,159,206,602,17,145,199,419,3267,0,1332,1169,77,518,171
282,0,0,16,61,186,58,203,489,391,686,86,217,0,131,81,27,177,179,71,632,3691,0,1120,535,749,1084,203
283,0,0,0,27,2,0,57,6,2,0,8,13,0,11,175,10,1,0,23,0,335,0,32,209,8,29,57
284,0,0,0,379,49,90,2854,103,34,105,158,202,0,129,44,1790,59,534,251,2555,9336,0,594,2678,242,2968,2854
285,3,0,0,11,5,3,18,4,12,3,6,3,0,0,128,25,5,0,20,0,246,3,12,178,12,23,18
286,0,0,0,89,28,43,464,15,35,148,46,87,0,47,139,167,20,332,117,12,1789,0,328,775,86,136,464
287,0,0,0,53,171,16,214,16,77,73,76,86,0,81,398,131,42,267,173,149,2023,0,316,1011,203,279,214
288,0,0,0,23,18,6,30,1,12,12,57,11,2,9,535,107,0,81,35,0,939,0,91,758,25,35,30
289,0,0,0,57,19,0,94,3,5,3,4,35,3,5,49,6,2,6,28,0,319,0,50,91,22,62,94
290,0,0,0,14,0,11,16,0,1,8,10,16,0,4,0,3,3,55,19,0,160,0,38,80,11,15,16
291,0,0,0,26,13,271,174,5,38,170,34,65,0,120,404,89,6,75,50,102,1642,0,389,624,289,166,174
292,32,0,0,5,0,0,15,0,283,5,4,15,0,5,84,60,5,0,30,600,1143,32,29,179,0,888,15
293,9,0,8,119,38,83,69,53,17,4,35,89,0,31,82,302,18,140,78,17,1192,9,159,620,182,153,69
294,0,0,0,86,14,26,52,25,0,0,17,56,0,53,75,39,60,688,61,25,1277,0,126,923,65,111,52
295,1,0,107,206,38,548,476,54,18,41,79,87,0,53,85,31,20,193,93,24,2154,1,260,422,747,248,476
296,57,0,19,122,103,581,427,31,61,176,173,266,0,134,201,234,534,1123,167,224,4633,57,749,2259,734,407,427
297,159,2,2,73,27,83,204,16,13,20,4,69,0,25,131,313,71,217,59,80,1568,161,118,791,128,166,204
298,6,0,0,64,20,20,131,0,36,91,60,188,2,74,189,252,69,92,194,38,1526,6,415,796,40,138,131
299,16,0,11,71,11,13,34,2,9,19,83,26,0,26,96,31,47,179,59,92,825,16,154,412,37,172,34
300,2,0,0,82,0,15,99,4,15,84,66,72,0,25,0,9,56,18,28,40,615,2,247,111,19,137,99
301,2,0,4,94,13,7,57,36,2,19,21,140,0,33,308,75,32,61,186,6,1096,2,213,662,60,102,57
302,0,0,0,42,15,41,18,0,18,0,12,48,0,19,53,40,7,33,43,6,395,0,79,176,56,66,18
303,1,0,0,60,0,24,18,4,12,0,38,22,0,65,103,264,1,6,4,0,622,1,125,378,28,72,18
304,11,0,0,38,0,5,7,2,4,6,4,22,0,17,82,179,14,0,6,11,408,11,49,281,7,53,7
305,0,0,0,12,2,0,9,0,0,0,6,5,0,4,40,22,0,3,11,0,114,0,15,76,2,12,9
306,0,0,25,27,2,2,6,0,5,0,2,10,0,5,0,73,6,7,20,0,190,0,17,106,29,32,6
307,0,0,0,16,3,11,35,1,0,3,5,34,0,15,116,30,2,6,18,0,295,0,57,172,15,16,35
308,0,0,3,216,14,44,54,81,115,25,80,114,0,51,92,87,19,3,48,3,1049,0,270,249,142,334,54
309,5,0,0,139,97,77,766,1171,120,186,358,390,0,93,192,442,50,904,645,1271,6906,5,1027,2233,1345,1530,766
310,1,20,575,1346,2098,877,2346,158,500,669,214,1238,4,973,147,1071,206,313,655,1352,14763,21,3098,2392,3708,3198,2346
311,0,0,0,142,1873,247,1709,46,9701,591,213,6426,0,321,168,574,268,535,642,73,23529,0,7551,2187,2166,9916,1709
312,0,0,56,11,1712,0,12,0,56,2,32,109,5,15,91,57,9,30,6,11,2214,0,163,193,1768,78,12
313,0,0,0,1017,385,425,1049,62,1219,97,75,598,0,344,42,582,105,109,49,245,6403,0,1114,887,872,2481,1049
314,1,0,16,1209,825,120,852,324,68,259,58,341,0,275,177,220,20,161,174,231,5331,1,933,752,1285,1508,852
315,10,3,0,660,383,168,2189,190,281,627,325,1001,0,295,227,2635,236,1472,594,3518,14814,13,2248,5164,741,4459,2189
316,0,0,0,96,19,12,21,7,4,11,34,355,0,17,60,275,0,5,13,33,962,0,417,353,38,133,21
317,0,0,0,41,3,19,47,5,10,13,48,18,0,21,358,252,12,122,193,4,1166,0,100,937,27,55,47
318,0,0,0,6,16,0,56,6,2,103,57,25,0,19,62,47,12,74,62,0,547,0,204,257,22,8,56
319,0,0,0,32,4,2,3,3,0,0,1,17,0,22,95,11,2,0,22,0,214,0,40,130,9,32,3
320,0,0,0,81,18,12,63,21,12,33,28,37,2,13,69,44,9,49,63,68,622,0,113,234,51,161,63
321,2,0,0,42,6,12,204,2,4,37,20,108,0,18,44,72,6,61,60,0,698,2,183,243,20,46,204
322,0,0,0,27,6,9,73,16,10,52,11,96,2,10,190,76,6,53,29,0,666,0,171,354,31,37,73
323,0,0,0,45,9,18,485,11,20,4,37,29,0,40,4,87,2,119,186,0,1096,0,110,398,38,65,485
324,0,0,0,21,10,22,188,6,2,40,27,28,0,36,7,78,4,167,129,0,765,0,131,385,38,23,188
325,0,0,0,28,2,0,28,15,1,12,3,9,0,4,47,181,4,28,14,0,376,0,28,274,17,29,28
326,0,0,0,100,5,28,312,5,0,7,14,31,0,32,10,43,7,212,75,37,918,0,84,347,38,137,312
327,0,0,0,49,17,20,182,0,10,31,32,48,0,53,11,154,1,237,88,5,938,0,164,491,37,64,182
328,0,0,0,77,36,34,131,7,14,35,7,33,0,51,209,51,4,56,97,32,874,0,126,417,77,123,131
329,0,0,0,464,934,170,337,29,21,9,36,260,0,93,90,202,64,44,212,174,3139,0,398,612,1133,659,337
330,0,0,5,46,53,5,49,10,0,6,5,256,0,13,115,4,3,43,27,0,640,0,280,192,73,46,49
331,0,0,0,259,1063,165,515,198,1200,232,49,1909,0,173,89,272,38,231,71,29,6493,0,2363,701,1426,1488,515
332,0,21,6,104,1009,457,99,114,32,47,90,402,0,482,339,138,0,96,194,205,3835,21,1021,767,1586,341,99
333,0,0,0,67,6,29,749,11,21,13,25,18,0,16,284,216,3,118,149,31,1756,0,72,770,46,119,749
334,0,0,5,59,0,4,79,123,11,12,34,28,0,5,523,96,13,36,48,5,1081,0,79,716,132,75,79
335,0,0,2,28,0,20,24,9,17,183,170,659,11,110,36,152,1,404,47,1,1874,0,1133,640,31,46,24
336,0,0,0,43,44,0,106,1,15,57,28,113,0,22,145,127,140,12,24,161,1038,0,220,448,45,219,106
337,0,0,0,1,0,5,9,12,6,10,0,13,0,9,96,781,0,21,22,28,1013,0,32,920,17,35,9
338,0,0,0,4,4,0,11,2,0,1,0,33,0,11,0,14,454,0,125,0,659,0,45,593,6,4,11
339,0,0,0,19,0,7,2,1,10,10,0,22,3,16,285,18,10,0,14,119,536,0,51,327,8,148,2
340,0,0,5,71,34,17,260,2,414,511,110,1817,0,66,93,280,88,235,277,8499,12779,0,2504,973,58,8984,260
341,0,0,0,253,90,29,1179,98,43,340,451,667,0,231,153,814,24,986,546,7,5911,0,1689,2523,217,303,1179
342,6,0,32,46,7,1,46,3,3,15,43,46,4,15,642,125,15,21,102,0,1172,6,123,905,43,49,46
343,0,0,0,35,0,4,29,0,11,7,0,25,0,4,109,17,0,6,24,0,271,0,36,156,4,46,29
344,0,0,0,9,0,6,11,0,6,7,0,26,0,7,81,10,4,12,1,0,180,0,40,108,6,15,11
345,0,0,5,52,3,16,96,68,0,36,68,52,0,16,7,61,9,83,67,0,639,0,172,227,92,52,96
346,52,0,0,37,43,13,134,4,67,1917,142,2727,6,514,104,76,105,544,185,13,6683,52,5306,1014,60,117,134
347,60,0,0,31,73,110,100,1,26,11,21,136,0,100,180,502,23,6,243,0,1623,60,268,954,184,57,100
348,0,0,0,0,0,104,334,0,526,0,0,318,0,24,313,19,0,16,0,0,1654,0,342,348,104,526,334
349,0,0,0,692,3723,27,2141,24,60,749,119,4304,522,89,26,4034,54,220,120,0,16904,0,5783,4454,3774,752,2141
350,0,0,0,6,63,0,15,6,32,118,66,220,0,0,103,55,1,266,3,0,954,0,404,428,69,38,15
351,0,0,0,72,66,37,745,10,208,195,62,580,0,122,308,417,32,703,316,52,3925,0,959,1776,113,332,745
352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,4,0,0,3,0,70,0,0,70,0,0,0
353,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,94,0,21,3,0,122,0,0,118,0,4,0
354,0,0,0,6,0,22,186,22,1037,27,52,54,0,52,1965,166,100,107,281,63,4140,0,185,2619,44,1106,186
355,0,0,0,70,375,16,3968,34,153,66,110,275,0,65,4130,5372,91,2024,475,0,17224,0,516,12092,425,223,3968
356,2,3,13,602,179,67,1459,115,438,1232,849,1908,32,319,207,1741,77,1983,839,1888,13953,5,4340,4847,374,2928,1459
357,0,0,0,34,23,8,74,17,20,40,8,59,0,9,137,148,31,0,40,47,695,0,116,356,48,101,74
358,0,0,0,141,20,10,92,18,25,15,5,471,0,64,156,63,46,10,34,59,1229,0,555,309,48,225,92
359,0,0,0,27,0,7,18,3,11,15,20,41,0,17,109,53,0,22,33,0,376,0,93,217,10,38,18
360,0,0,0,2,2,10,55,17,5,47,10,21,0,0,119,78,0,19,59,0,444,0,78,275,29,7,55
361,0,0,0,34,6,26,140,19,5,18,31,80,0,14,143,64,48,99,104,0,831,0,143,458,51,39,140
362,3,0,0,84,2124,27,207,17,18,9,324,337,0,29,327,463,69,26,71,5,4140,3,699,956,2168,107,207
363,0,0,0,6,2,0,30,6,1,0,47,16,0,5,241,294,2,17,108,0,775,0,68,662,8,7,30
364,0,0,0,7,4,14,74,0,6,6,3,4,0,0,57,136,10,66,59,7,453,0,13,328,18,20,74
365,0,0,0,55,39,14,402,3,21,111,65,13,0,0,28,51,0,150,215,56,1223,0,189,444,56,132,402
366,0,0,0,327,2219,30,412,16,94,41,101,135,0,132,50,390,185,286,235,0,4653,0,409,1146,2265,421,412
367,0,0,0,5,8,25,75,0,11,0,60,50,0,2,625,38,9,257,45,3,1213,0,112,974,33,19,75
368,1,0,9,96,1,11,68,16,11,30,39,57,0,44,123,56,3,0,163,44,772,1,170,345,37,151,68
369,0,0,0,19,14,8,1026,0,17,68,77,267,0,24,136,208,0,404,73,0,2341,0,436,821,22,36,1026
370,0,0,0,166,13,135,702,22,76,438,687,601,0,220,60,153,88,540,437,201,4539,0,1946,1278,170,443,702
371,0,0,0,54,109,83,363,3,22,115,41,242,0,61,308,176,5,267,51,10,1910,0,459,807,195,86,363
372,0,0,0,101,31,6,1023,3,38,104,120,186,0,20,63,196,125,391,103,0,2510,0,430,878,40,139,1023
373,0,0,0,5,0,6,319,6,3,6,6,9,0,4,92,24,5,45,17,0,547,0,25,183,12,8,319
374,0,0,0,817,364,454,1118,159,147,27,162,634,0,278,109,129,44,346,545,0,5333,0,1101,1173,977,964,1118
375,0,0,0,14,1,0,1,5,3,0,38,1,0,0,0,42,0,0,15,0,120,0,39,57,6,17,1
376,8,0,0,194,193,416,266,48,38,79,108,142,146,115,765,47,20,38,141,10,2774,8,590,1011,657,242,266
377,0,3,0,197,26,70,122,32,60,79,76,316,1,85,233,213,6,133,71,110,1833,3,557,656,128,367,122
378,0,0,5,121,59,54,535,78,316,183,85,1207,3,182,38,434,43,1145,216,778,5482,0,1660,1876,196,1215,535
379,0,0,0,15,9,3,126,13,327,17,29,59,0,18,100,53,0,49,25,0,843,0,123,227,25,342,126
380,0,0,0,9,3,0,67,9,0,1,49,6,0,2,19,64,89,92,10,1,421,0,58,274,12,10,67
381,0,0,0,112,4,24,332,331,53,183,76,136,0,199,146,192,8,318,141,8377,10632,0,594,805,359,8542,332
382,0,0,0,5,2,0,24,0,2,20,3,62,0,14,144,59,11,40,11,0,397,0,99,265,2,7,24
383,0,0,0,7,15,2,188,57,3,26,10,33,0,8,240,2908,0,59,112,0,3668,0,77,3319,74,10,188
384,0,0,0,3,5,7,169,3,5,0,10,41,2,15,166,47,31,39,44,0,587,0,68,327,15,8,169
385,0,0,0,18,0,2,8,0,0,2,5,16,0,3,52,17,162,0,68,0,353,0,26,299,2,18,8
386,0,0,0,3,0,3,6,0,0,3,9,16,0,7,49,28,2,0,7,0,133,0,35,86,3,3,6
387,0,0,0,87,1,17,245,3,15,15,29,63,2,25,52,63,4,38,95,0,754,0,134,252,21,102,245
388,0,0,5,69,16,25,60,38,10,41,30,144,0,33,354,700,10,52,38,0,1625,0,248,1154,84,79,60
389,0,0,0,5,48,13,380,8,10,32,27,104,0,8,72,830,0,185,71,3,1796,0,171,1158,69,18,380
390,0,0,0,16,21,4,264,17,1,20,20,33,0,3,37,74,0,94,86,0,690,0,76,291,42,17,264
391,0,0,0,15,16,6,170,20,3,26,60,38,0,5,15,181,3,115,50,0,723,0,129,364,42,18,170
392,0,0,0,2,0,6,77,17,1,2,50,7,0,2,0,13,0,44,29,0,250,0,61,86,23,3,77
393,0,0,0,6,194,20,278,4,1,16,34,25,0,26,143,102,25,110,119,0,1103,0,101,499,218,7,278
394,0,0,0,79,61,17,118,103,4,79,48,47,3,4,101,86,24,241,263,1289,2567,0,181,715,181,1372,118
395,0,0,0,169,681,25,1159,0,125,6,63,181,0,344,0,44,64,244,46,20,3171,0,594,398,706,314,1159
396,0,0,0,24,1099,260,390,7,54,27,25,339,0,14,10,725,21,131,84,0,3210,0,405,971,1366,78,390
397,2,0,0,75,454,736,433,0,139,2,37,264,0,26,0,44,235,0,24,104,2575,2,329,303,1190,318,433
398,0,0,0,57,51,34,197,4,0,0,144,178,0,23,116,52,37,30,193,0,1116,0,345,428,89,57,197
399,0,0,0,34,373,168,750,4,1603,162,76,691,0,507,16,133,4,0,36,0,4557,0,1436,189,545,1637,750
400,0,0,0,17,13,3,23,5,0,0,18,45,0,8,49,47,3,73,15,0,319,0,71,187,21,17,23
401,0,0,0,167,267,322,722,373,7540,527,119,1450,3,324,271,416,238,252,129,726,13846,0,2423,1306,962,8433,722
402,0,0,0,10,44,5,3,2,4,0,3,51,0,0,17,6,54,0,1,5,205,0,54,78,51,19,3
403,0,0,54,450,4926,558,617,31,648,716,193,1845,0,295,79,347,6,238,173,0,11176,0,3049,843,5569,1098,617
404,3,0,0,85,8967,440,162,15,2181,150,51,763,0,2399,129,91,100,64,29,310,15939,3,3363,413,9422,2576,162
405,0,0,8,7,183,184,2036,0,30,29,15,234,0,6,0,237,0,756,215,0,3940,0,284,1208,375,37,2036
406,0,0,0,241,5601,817,1371,4,2212,107,96,1279,0,27,27,214,2,856,87,0,12941,0,1509,1186,6422,2453,1371
407,2,7,0,1783,5603,1708,1476,599,235,237,246,1292,8,729,40,174,860,254,651,264,16168,9,2512,1979,7910,2282,1476
408,0,0,0,169,2204,1144,1310,84,587,846,65,1136,8,790,2,98,73,356,708,606,10186,0,2845,1237,3432,1362,1310
409,8,0,0,229,11464,448,580,136,995,71,185,3195,17,182,83,258,20,1,495,106,18473,8,3650,857,12048,1330,580
410,0,0,0,52,4582,115,679,1107,747,25,106,132,26,1,3,120,0,148,21,1313,9177,0,290,292,5804,2112,679
411,0,0,16,0,0,0,0,313,0,0,0,19,0,0,0,0,0,0,0,0,348,0,19,0,329,0,0
412,0,0,0,387,15834,920,723,5,1194,48,371,1305,8,221,184,42,9,528,113,2,21894,0,1953,876,16759,1583,723
413,0,0,0,29,47,6,149,0,130,32,404,781,0,5,59,54,14,390,31,27,2158,0,1222,548,53,186,149
414,0,2,0,2072,3203,950,1016,536,89,40,226,782,0,572,85,387,42,323,477,17,10819,2,1620,1314,4689,2178,1016
415,4,4,6,131,13765,588,2130,24,2923,169,274,3856,0,333,564,223,2794,1379,551,37,29755,8,4632,5511,14383,3091,2130
416,0,0,0,69,513,76,577,45,205,53,206,690,4,38,68,85,64,686,39,23,3441,0,991,942,634,297,577
417,0,0,0,334,434,344,737,0,416,627,15,998,731,0,79,26,0,59,13,0,4813,0,2371,177,778,750,737
418,0,0,54,437,1327,341,776,1,57,8,42,554,0,17,0,124,20,247,93,0,4098,0,621,484,1723,494,776
419,1,0,0,11,0,0,42,16,1,0,11,28,0,9,42,81,16,133,0,0,391,1,48,272,16,12,42
420,0,0,0,16,0,0,38,528,52,0,8,10,0,11,51,44,16,45,27,0,846,0,29,183,528,68,38
421,0,0,0,96,14,15,92,52,33,9,70,91,0,33,0,47,6,61,27,0,646,0,203,141,81,129,92
422,0,0,0,72,321,225,135,34,30,8,160,317,0,26,0,19,33,276,30,3,1689,0,511,358,580,105,135
423,0,0,0,26,5,0,61,6,4,9,13,5,0,7,53,6,0,69,10,0,274,0,34,138,11,30,61
424,0,0,0,107,100,30,52,61,88,14,44,111,0,79,127,101,34,274,99,10,1331,0,248,635,191,205,52
425,0,0,0,1,1,1,85,1,0,0,28,3,0,28,84,75,0,60,17,0,384,0,59,236,3,1,85
426,0,0,0,27,1219,0,243,6,5,2,30,56,0,2,1,50,17,19,102,21,1800,0,90,189,1225,53,243
427,2,0,30,231,10296,1031,1211,17,731,138,57,887,0,182,422,343,207,130,138,38,16091,2,1264,1240,11374,1000,1211
428,0,0,0,144,2114,833,2401,54,636,324,252,2164,4,207,44,270,52,705,88,23,10315,0,2951,1159,3001,803,2401
429,0,0,0,411,10428,756,394,0,55,76,0,656,0,255,8,46,177,364,75,0,13701,0,987,670,11184,466,394
430,0,0,6,179,4559,886,981,67,238,53,186,3334,78,143,83,100,42,93,274,0,11302,0,3794,592,5518,417,981
431,0,0,710,254,325,541,277,54,180,26,43,718,0,84,44,134,11,30,44,0,3475,0,871,263,1630,434,277
432,0,0,21,1669,3102,1420,1372,592,445,32,194,997,0,586,63,248,63,110,488,187,11589,0,1809,972,5135,2301,1372
433,0,0,55,165,6,101,63,15,63,55,22,62,0,55,69,111,32,113,108,1514,2609,0,194,433,177,1742,63
434,0,0,0,414,1207,24,472,767,280,15,356,95,0,91,1,14,213,326,47,124,4446,0,557,601,1998,818,472
435,0,0,313,472,2617,601,2759,235,604,866,613,2254,213,1056,179,452,465,1559,206,108,15572,0,5002,2861,3766,1184,2759
436,0,0,0,3,7,25,160,0,21,26,7,18,0,9,158,538,1,142,36,0,1151,0,60,875,32,24,160
437,3,0,0,9,7,0,309,16,3,7,27,6,0,25,11,43,14,210,48,0,738,3,65,326,23,12,309
438,0,0,0,17,0,27,192,5,41,17,15,32,0,6,253,50,25,194,68,42,984,0,70,590,32,100,192
439,0,0,0,21,6,5,75,4,106,47,11,9,0,126,59,131,294,275,120,0,1289,0,193,879,15,127,75
440,0,0,0,18,31,0,136,6,64,4,46,54,0,9,129,122,1,138,45,0,803,0,113,435,37,82,136
441,0,0,0,45,17,19,124,47,38,53,103,497,0,3,243,59,3,207,97,6,1561,0,656,609,83,89,124
442,0,0,0,20,0,0,121,0,4,10,27,13,0,5,16,21,7,49,62,0,355,0,55,155,0,24,121
443,0,0,0,13,0,9,6,1,0,0,16,4,0,4,197,23,3,0,76,0,352,0,24,299,10,13,6
444,0,0,0,21,52,6,89,16,5,14,39,52,0,21,203,111,10,335,167,0,1141,0,126,826,74,26,89
445,0,0,0,54,0,15,367,17,86,42,91,29,0,23,1,3,8,429,21,0,1186,0,185,462,32,140,367
446,0,0,6,33,87,96,90,50,166,0,33,69,0,51,0,18,11,65,71,96,942,0,153,165,239,295,90
447,0,0,0,4,5,3,144,5,0,4,25,10,0,8,55,68,21,85,47,0,484,0,47,276,13,4,144
448,0,0,0,20,22,6,493,18,30,90,468,78,0,13,122,112,92,413,139,21,2137,0,649,878,46,71,493
449,2,0,0,1,18,13,1140,5,8,15,114,24,0,22,40,381,50,233,103,0,2169,2,175,807,36,9,1140
450,0,0,0,217,193,27,766,15,272,220,138,526,0,98,120,303,85,452,156,41,3629,0,982,1116,235,530,766
451,0,3,0,15,4,5,530,2,30,28,31,11,0,7,63,46,6,419,96,0,1296,3,77,630,11,45,530
452,0,0,0,5,5,2,76,9,14,24,0,93,0,2,348,481,16,49,42,5,1171,0,119,936,16,24,76
453,0,0,4,30,30,3,279,7,21,21,34,28,4,5,228,303,8,118,169,3,1295,0,92,826,44,54,279
454,0,0,0,20,14,6,26,0,10,14,18,63,0,2,220,371,7,10,22,0,803,0,97,630,20,30,26
455,0,0,0,3,11,3,92,6,5,37,9,20,0,0,189,169,6,66,33,5,654,0,66,463,20,13,92
456,0,0,0,159,1,32,268,39,80,18,72,87,0,78,53,64,5,209,64,0,1229,0,255,395,72,239,268
457,0,0,0,13,0,9,29,317,15,16,83,13,0,6,79,39,85,29,30,0,763,0,118,262,326,28,29
458,0,0,0,5,0,4,16,21,2,2,3,22,0,10,154,7,7,31,2,0,286,0,37,201,25,7,16
459,4,0,0,48,10,23,79,320,4,27,31,37,0,7,193,146,16,295,100,0,1340,4,102,750,353,52,79
460,0,0,6,33,844,14,986,0,15,71,122,69,0,14,21,283,0,323,23,0,2824,0,276,650,864,48,986
461,21,0,0,26,1,0,48,3,0,19,34,33,0,11,100,912,19,59,28,0,1314,21,97,1118,4,26,48
462,0,0,0,102,18,47,805,18,50,111,36,165,0,55,110,133,0,242,157,0,2049,0,367,642,83,152,805
463,0,0,0,10,2,5,350,4,8,20,26,97,0,20,20,120,2,68,71,0,823,0,163,281,11,18,350
464,0,0,0,45,0,0,136,2,3,20,41,20,0,0,20,28,47,108,33,0,503,0,81,236,2,48,136
465,0,0,0,33,46,29,749,30,30,122,186,126,0,33,235,405,53,197,233,22,2529,0,467,1123,105,85,749
466,0,0,0,112,106,56,5439,5,49,134,51,84,0,34,88,101,75,619,167,0,7120,0,303,1050,167,161,5439
467,1,0,0,134,99,67,1050,23,230,436,510,690,0,72,165,503,66,1360,453,27,5886,1,1708,2547,189,391,1050
468,0,0,0,111,13,50,304,34,18,73,93,56,0,299,164,416,19,284,67,22,2023,0,521,950,97,151,304
469,0,0,0,161,3,20,74,0,19,63,45,87,0,26,68,363,19,87,44,0,1079,0,221,581,23,180,74
470,0,0,0,48,10,4,161,1,55,96,154,179,0,83,144,228,15,55,92,0,1325,0,512,534,15,103,161
471,0,0,0,33,61,19,652,8,108,63,59,38,0,24,442,199,0,280,95,17,2098,0,184,1016,88,158,652
472,0,0,0,43,18,18,144,7,45,148,129,160,0,170,147,509,7,110,75,1,1731,0,607,848,43,89,144
473,0,0,0,47,10,9,48,7,9,86,32,23,0,74,90,56,8,104,43,28,674,0,215,301,26,84,48
474,1,0,0,48,2,1,47,2,1,4,15,15,0,11,66,18,6,106,52,0,395,1,45,248,5,49,47
475,0,0,0,26,14,40,1208,2,32,66,57,84,0,214,160,80,6,428,156,0,2573,0,421,830,56,58,1208
