"NAME","C24010_005E","C24010_006E","C24010_007E","C24010_012E","C24010_013E","C24010_014E","C24010_015E","C24010_016E","C24010_020E","C24010_022E","C24010_023E","C24010_024E","C24010_025E","C24010_026E","C24010_028E","C24010_029E","C24010_030E","C24010_034E","C24010_041E","C24010_042E","C24010_043E","C24010_048E","C24010_049E","C24010_050E","C24010_051E","C24010_052E","C24010_056E","C24010_058E","C24010_059E","C24010_060E","C24010_061E","C24010_062E","C24010_064E","C24010_065E","C24010_066E","C24010_070E","state","county","tract","block group"
"Block Group 4, Census Tract 4333, Alameda County, California",57,25,0,0,0,0,0,113,0,29,0,0,0,16,77,31,41,81,27,0,0,25,0,21,0,35,67,0,0,0,0,77,0,217,0,28,"06","001","433300","4"
"Block Group 2, Census Tract 4333, Alameda County, California",65,0,28,0,0,0,0,0,0,0,0,0,25,0,0,17,22,64,0,24,28,0,0,0,0,37,0,0,0,0,22,0,21,39,0,0,"06","001","433300","2"
"Block Group 1, Census Tract 4333, Alameda County, California",18,18,0,26,0,0,17,0,0,18,0,20,0,0,17,31,129,41,32,0,23,0,0,19,0,0,44,0,0,18,0,79,12,35,0,72,"06","001","433300","1"
"Block Group 3, Census Tract 4353, Alameda County, California",19,6,26,18,0,44,6,15,7,21,0,8,6,8,67,27,42,24,18,14,10,41,0,52,0,6,37,6,13,9,0,8,55,29,0,18,"06","001","435300","3"
"Block Group 1, Census Tract 4353, Alameda County, California",41,15,73,15,0,12,0,0,0,34,0,16,53,22,22,23,14,8,42,33,14,25,0,0,23,28,0,0,0,88,7,91,0,33,0,48,"06","001","435300","1"
"Block Group 2, Census Tract 4353, Alameda County, California",13,0,58,38,0,11,17,0,6,0,27,6,53,47,18,95,122,180,39,67,12,8,7,37,0,30,42,0,6,9,40,51,15,72,0,5,"06","001","435300","2"
"Block Group 3, Census Tract 4373, Alameda County, California",48,11,26,11,0,0,7,11,0,0,0,0,0,0,5,25,4,56,0,13,5,0,6,0,0,20,29,0,0,6,0,27,20,76,0,4,"06","001","437300","3"
"Block Group 1, Census Tract 4373, Alameda County, California",0,0,17,2,6,0,0,0,0,41,6,0,8,9,29,5,32,90,10,0,0,20,0,0,0,0,0,0,0,5,15,12,25,31,0,12,"06","001","437300","1"
"Block Group 2, Census Tract 4373, Alameda County, California",5,37,50,0,0,25,22,4,7,0,0,23,29,8,31,34,76,101,19,10,5,17,0,17,0,14,47,0,0,58,5,41,47,58,4,33,"06","001","437300","2"
"Block Group 2, Census Tract 4375, Alameda County, California",24,0,51,13,0,0,0,6,0,0,0,75,31,12,54,52,128,183,24,20,18,0,8,26,19,7,39,0,0,60,45,39,67,104,0,38,"06","001","437500","2"
"Block Group 1, Census Tract 4375, Alameda County, California",0,0,8,0,10,0,8,0,0,0,0,43,50,0,28,45,182,72,23,7,0,0,0,17,0,21,17,0,0,39,36,25,70,48,8,47,"06","001","437500","1"
"Block Group 1, Census Tract 4378, Alameda County, California",67,69,133,0,22,27,13,9,12,13,0,32,34,0,140,176,141,112,31,0,0,20,13,45,18,164,86,0,0,79,103,71,103,310,0,19,"06","001","437800","1"
"Block Group 2, Census Tract 4378, Alameda County, California",13,0,12,14,0,0,0,6,0,0,0,9,25,0,33,32,75,161,19,0,5,0,0,6,0,26,2,0,0,52,11,0,5,33,0,18,"06","001","437800","2"
"Block Group 4, Census Tract 4381, Alameda County, California",46,0,89,0,19,0,0,0,0,0,0,18,0,0,14,30,100,112,27,32,0,0,0,0,0,17,12,0,0,9,0,31,0,33,0,0,"06","001","438100","4"
"Block Group 6, Census Tract 4381, Alameda County, California",28,0,0,0,0,0,35,0,0,0,0,23,13,0,79,86,122,36,37,18,0,22,0,0,0,27,0,0,0,0,41,0,62,63,0,26,"06","001","438100","6"
"Block Group 1, Census Tract 4381, Alameda County, California",35,44,90,0,0,0,0,92,0,49,0,32,49,38,93,53,21,69,129,0,0,0,0,16,0,35,0,0,0,0,0,0,101,214,0,0,"06","001","438100","1"
"Block Group 2, Census Tract 4381, Alameda County, California",0,0,47,0,0,0,0,0,0,0,0,0,0,17,0,38,29,161,18,35,25,0,0,10,0,0,21,0,0,0,0,0,0,17,0,18,"06","001","438100","2"
"Block Group 5, Census Tract 4381, Alameda County, California",14,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,44,134,14,0,11,4,0,0,16,14,120,0,0,11,0,0,110,15,0,0,"06","001","438100","5"
"Block Group 3, Census Tract 4381, Alameda County, California",9,0,56,0,0,0,0,13,0,0,0,17,0,0,15,0,0,37,0,26,0,0,0,0,0,0,0,0,0,0,0,34,0,58,0,0,"06","001","438100","3"
"Block Group 1, Census Tract 4007, Alameda County, California",62,0,64,0,0,0,17,0,0,0,0,42,0,11,34,23,27,29,59,16,24,8,0,83,16,0,8,0,9,20,0,21,15,55,0,0,"06","001","400700","1"
"Block Group 2, Census Tract 4007, Alameda County, California",20,18,66,0,0,85,48,7,0,0,0,92,0,25,97,9,32,4,30,9,15,17,0,32,46,23,9,13,0,18,0,26,6,57,0,22,"06","001","400700","2"
"Block Group 3, Census Tract 4007, Alameda County, California",25,0,82,0,0,48,0,31,0,0,0,32,65,0,24,36,49,140,39,8,21,0,0,37,8,21,0,0,0,34,0,22,24,20,0,0,"06","001","400700","3"
"Block Group 4, Census Tract 4007, Alameda County, California",63,7,35,0,0,22,17,7,0,0,0,7,0,8,49,0,12,65,40,0,11,0,0,26,6,29,9,0,0,0,0,8,73,45,0,0,"06","001","400700","4"
"Block Group 1, Census Tract 4027, Alameda County, California",41,17,40,0,0,10,19,9,5,0,0,9,6,24,19,26,17,0,36,51,14,5,0,11,0,0,0,0,0,49,5,28,17,25,0,28,"06","001","402700","1"
"Block Group 2, Census Tract 4027, Alameda County, California",40,5,31,0,5,11,0,5,7,22,0,31,5,5,35,46,41,70,55,23,15,26,0,10,0,16,19,0,0,5,4,34,36,33,0,0,"06","001","402700","2"
"Block Group 1, Census Tract 4029, Alameda County, California",24,0,81,22,5,16,33,6,12,0,0,22,13,40,28,16,32,85,42,41,31,6,0,18,15,34,5,5,0,15,34,8,19,46,0,15,"06","001","402900","1"
"Block Group 4, Census Tract 4034, Alameda County, California",60,40,160,13,0,33,0,13,0,0,0,81,30,36,45,12,13,60,14,39,26,0,12,76,13,2,26,0,0,0,41,47,6,65,0,0,"06","001","403400","4"
"Block Group 2, Census Tract 4034, Alameda County, California",36,71,36,14,6,13,0,0,14,12,0,31,18,0,14,16,57,44,66,10,48,26,0,39,27,40,12,0,0,48,33,0,0,25,0,0,"06","001","403400","2"
"Block Group 3, Census Tract 4034, Alameda County, California",36,12,32,0,25,0,0,0,0,17,0,33,0,0,38,45,13,0,15,62,44,0,38,41,50,52,0,0,0,0,0,12,17,0,0,0,"06","001","403400","3"
"Block Group 1, Census Tract 4034, Alameda County, California",41,62,108,11,14,0,14,0,0,0,0,14,0,25,0,0,25,0,14,27,14,15,35,14,14,33,0,0,0,0,0,0,42,17,0,0,"06","001","403400","1"
"Block Group 2, Census Tract 4078, Alameda County, California",22,7,13,0,14,24,26,4,4,0,5,5,4,0,44,21,25,0,52,82,0,20,8,15,23,16,4,0,0,0,0,0,15,56,0,26,"06","001","407800","2"
"Block Group 1, Census Tract 4078, Alameda County, California",4,2,0,0,0,6,0,0,0,0,1,17,15,0,0,0,0,30,3,16,21,8,0,79,16,6,0,0,0,50,0,32,27,70,0,7,"06","001","407800","1"
"Block Group 3, Census Tract 4078, Alameda County, California",33,6,4,0,0,5,9,6,0,10,0,4,33,5,10,0,14,18,22,25,5,14,0,36,13,0,13,0,0,7,27,9,36,29,0,0,"06","001","407800","3"
"Block Group 4, Census Tract 4068, Alameda County, California",47,0,7,0,0,0,37,0,0,0,0,13,0,11,17,8,58,77,66,22,28,5,0,20,0,13,9,0,0,0,0,68,11,63,0,36,"06","001","406800","4"
"Block Group 2, Census Tract 4068, Alameda County, California",24,35,8,0,39,16,14,27,0,10,0,36,0,8,20,29,6,14,88,7,7,0,13,94,33,0,0,12,0,12,0,0,69,97,0,0,"06","001","406800","2"
"Block Group 1, Census Tract 4068, Alameda County, California",51,0,13,0,0,24,12,0,0,0,0,9,0,0,10,6,0,0,24,20,21,0,0,32,10,16,0,0,0,0,0,9,10,0,11,0,"06","001","406800","1"
"Block Group 3, Census Tract 4068, Alameda County, California",11,8,57,0,12,8,9,9,0,0,0,0,6,10,32,0,35,28,29,8,31,0,19,40,0,0,0,0,0,0,7,0,9,94,0,8,"06","001","406800","3"
"Block Group 2, Census Tract 4046, Alameda County, California",48,18,40,0,0,42,0,0,0,21,0,0,0,0,23,12,0,0,52,7,7,5,24,9,10,30,0,0,0,0,0,18,19,0,0,0,"06","001","404600","2"
"Block Group 3, Census Tract 4046, Alameda County, California",67,14,61,0,0,18,9,14,0,5,11,9,0,0,92,0,5,39,63,38,13,4,31,66,32,32,0,0,0,0,0,0,10,8,0,4,"06","001","404600","3"
"Block Group 1, Census Tract 4046, Alameda County, California",78,26,48,0,9,6,21,24,0,0,0,0,0,0,0,28,25,56,45,29,19,13,9,18,26,0,0,0,0,0,0,3,22,48,9,0,"06","001","404600","1"
"Block Group 4, Census Tract 4046, Alameda County, California",122,35,18,28,32,24,36,0,0,0,0,20,0,21,12,19,10,29,100,41,20,9,0,17,58,28,0,0,0,0,0,19,24,48,0,0,"06","001","404600","4"
"Block Group 3, Census Tract 4062.01, Alameda County, California",52,0,15,0,0,19,0,0,8,15,0,67,96,51,25,58,106,69,62,0,0,33,0,12,0,16,9,0,0,92,0,2,71,0,0,45,"06","001","406201","3"
"Block Group 4, Census Tract 4062.01, Alameda County, California",14,0,16,0,0,0,0,7,0,7,0,50,0,0,0,15,13,29,0,8,0,8,0,7,0,0,23,0,0,7,10,0,8,42,0,25,"06","001","406201","4"
"Block Group 1, Census Tract 4062.01, Alameda County, California",0,0,13,0,0,0,0,0,0,0,0,19,0,0,32,24,71,46,10,22,0,0,0,0,0,0,0,0,0,21,0,43,7,66,0,8,"06","001","406201","1"
"Block Group 2, Census Tract 4062.01, Alameda County, California",7,0,0,0,0,10,16,0,0,0,0,39,9,0,42,20,18,36,0,0,14,61,16,0,0,0,20,0,0,0,25,0,56,54,0,20,"06","001","406201","2"
"Block Group 1, Census Tract 4080, Alameda County, California",46,14,21,0,14,6,0,16,0,5,0,13,0,9,27,6,23,7,20,43,33,6,0,18,36,9,0,0,0,0,0,15,51,0,0,0,"06","001","408000","1"
"Block Group 2, Census Tract 4080, Alameda County, California",125,68,59,0,44,31,16,40,0,11,0,28,0,15,36,11,6,25,139,52,27,11,9,43,22,16,0,15,0,5,0,26,31,79,0,17,"06","001","408000","2"
"Block Group 3, Census Tract 4082, Alameda County, California",24,16,23,0,25,0,7,0,42,93,0,0,0,0,45,0,38,59,0,32,0,0,7,0,8,10,20,18,6,0,23,0,32,57,0,0,"06","001","408200","3"
"Block Group 1, Census Tract 4082, Alameda County, California",93,40,50,12,13,28,28,5,0,0,0,11,0,18,66,46,23,13,58,37,50,0,13,83,7,43,0,6,0,16,10,69,22,48,21,10,"06","001","408200","1"
"Block Group 2, Census Tract 4082, Alameda County, California",31,35,21,0,0,30,9,8,0,14,0,0,22,45,26,19,69,122,81,7,0,34,0,29,0,17,32,0,0,0,0,30,59,162,0,78,"06","001","408200","2"
"Block Group 1, Census Tract 4099, Alameda County, California",0,0,29,0,0,0,0,0,0,8,0,20,0,15,28,12,10,0,24,6,6,0,5,18,0,38,0,0,0,0,0,38,8,7,0,0,"06","001","409900","1"
"Block Group 4, Census Tract 4099, Alameda County, California",27,27,18,0,0,124,11,0,0,0,0,8,0,7,18,0,0,13,10,0,15,0,22,23,6,36,0,0,0,0,0,0,27,48,0,0,"06","001","409900","4"
"Block Group 3, Census Tract 4099, Alameda County, California",73,0,53,0,0,0,13,0,0,10,0,0,0,0,0,39,14,113,74,0,7,13,13,20,0,19,43,0,0,0,0,43,31,76,0,0,"06","001","409900","3"
"Block Group 2, Census Tract 4099, Alameda County, California",18,24,0,0,8,17,0,10,0,0,0,0,28,12,0,10,16,33,50,10,9,17,18,26,0,38,0,0,0,0,0,16,12,39,0,0,"06","001","409900","2"
"Block Group 2, Census Tract 4202, Alameda County, California",44,0,65,0,0,8,43,0,0,0,0,55,0,0,13,0,29,22,27,23,13,7,0,48,6,32,12,0,0,0,0,0,15,21,0,0,"06","001","420200","2"
"Block Group 3, Census Tract 4202, Alameda County, California",9,0,69,0,12,9,29,14,0,0,0,0,20,16,17,0,32,42,28,14,52,0,0,39,6,26,15,0,0,1,11,21,5,26,0,0,"06","001","420200","3"
"Block Group 1, Census Tract 4202, Alameda County, California",28,4,57,0,0,26,35,27,0,0,0,14,0,0,22,57,17,10,15,20,88,1,0,60,5,44,12,0,0,25,0,10,42,31,0,0,"06","001","420200","1"
"Block Group 1, Census Tract 4205, Alameda County, California",6,8,23,4,10,21,37,9,0,0,0,6,0,7,12,6,8,24,37,31,6,4,13,41,0,8,0,0,0,6,0,36,19,38,0,0,"06","001","420500","1"
"Block Group 2, Census Tract 4205, Alameda County, California",69,6,126,0,17,38,20,8,0,0,0,10,3,15,17,10,37,28,45,40,54,0,5,95,25,5,0,6,0,5,0,64,18,57,0,0,"06","001","420500","2"
"Block Group 1, Census Tract 4216, Alameda County, California",22,12,52,18,18,14,19,14,0,0,0,0,0,0,5,21,10,13,11,11,36,33,0,38,6,12,0,0,0,0,0,10,0,0,0,11,"06","001","421600","1"
"Block Group 4, Census Tract 4216, Alameda County, California",43,0,53,3,0,58,0,15,0,2,0,0,0,5,14,0,0,0,10,21,33,0,30,45,0,71,0,0,0,0,0,14,10,0,0,8,"06","001","421600","4"
"Block Group 2, Census Tract 4216, Alameda County, California",84,0,22,0,51,34,37,16,0,0,0,0,0,0,16,10,0,12,86,18,15,0,0,65,64,45,10,0,0,0,0,9,29,0,12,0,"06","001","421600","2"
"Block Group 3, Census Tract 4216, Alameda County, California",51,0,47,0,6,18,31,0,11,0,0,0,0,0,5,21,15,12,52,61,14,0,0,28,16,16,0,0,0,0,0,0,18,9,0,0,"06","001","421600","3"
"Block Group 4, Census Tract 4219, Alameda County, California",86,0,43,0,10,31,29,35,0,8,0,0,0,10,9,0,0,20,34,21,80,0,11,64,0,28,0,0,10,7,0,31,10,15,0,0,"06","001","421900","4"
"Block Group 2, Census Tract 4219, Alameda County, California",34,30,84,0,0,9,24,10,0,8,0,10,13,0,0,14,4,21,53,39,8,55,8,29,32,25,0,0,0,9,7,8,17,9,0,0,"06","001","421900","2"
"Block Group 1, Census Tract 4219, Alameda County, California",17,9,45,0,15,30,33,0,0,0,0,7,6,7,8,0,39,6,83,11,27,15,0,15,42,10,0,0,0,0,0,17,8,25,0,0,"06","001","421900","1"
"Block Group 3, Census Tract 4219, Alameda County, California",27,25,52,0,7,16,23,6,25,0,0,0,32,0,24,19,21,24,58,50,0,16,0,25,49,16,0,0,0,0,23,16,0,15,0,0,"06","001","421900","3"
"Block Group 3, Census Tract 4222, Alameda County, California",42,0,123,0,11,40,23,0,0,2,0,19,11,23,39,22,13,56,58,20,41,37,9,84,28,6,12,0,0,1,12,0,13,78,0,0,"06","001","422200","3"
"Block Group 1, Census Tract 4222, Alameda County, California",72,20,87,15,9,19,11,0,10,0,0,8,0,0,4,38,46,4,61,22,61,21,0,49,3,17,0,29,0,0,0,46,30,13,0,13,"06","001","422200","1"
"Block Group 2, Census Tract 4222, Alameda County, California",86,0,110,0,13,17,5,0,0,0,0,25,0,0,43,17,7,0,65,11,43,0,12,70,0,28,43,0,0,17,11,0,51,19,0,0,"06","001","422200","2"
"Block Group 2, Census Tract 4357, Alameda County, California",0,23,26,0,11,0,27,49,0,0,13,20,8,0,9,0,62,98,0,18,0,0,0,20,0,72,29,10,0,20,0,5,19,60,8,15,"06","001","435700","2"
"Block Group 1, Census Tract 4357, Alameda County, California",0,0,19,0,0,23,0,0,9,0,0,8,9,11,0,19,92,80,27,0,0,20,0,0,0,9,40,0,0,29,0,48,7,90,0,10,"06","001","435700","1"
"Block Group 3, Census Tract 4357, Alameda County, California",29,8,24,0,0,18,0,25,10,0,0,31,48,0,40,31,42,83,0,9,0,0,19,0,0,25,0,0,0,4,0,17,16,98,0,17,"06","001","435700","3"
"Block Group 4, Census Tract 4357, Alameda County, California",8,0,9,0,0,0,0,0,10,0,0,9,18,6,0,29,124,105,0,29,0,0,7,0,0,24,9,7,0,0,9,15,37,34,7,13,"06","001","435700","4"
"Block Group 3, Census Tract 4361, Alameda County, California",7,6,78,12,0,0,0,0,0,17,6,99,27,30,54,74,144,106,30,63,0,7,5,36,23,22,24,0,6,9,17,98,43,110,6,27,"06","001","436100","3"
"Block Group 1, Census Tract 4361, Alameda County, California",26,76,25,5,0,0,0,0,9,14,0,26,0,16,42,0,44,48,0,22,5,0,0,14,0,66,5,0,0,0,14,11,0,99,27,0,"06","001","436100","1"
"Block Group 2, Census Tract 4361, Alameda County, California",78,6,50,0,0,0,0,25,0,1,39,28,38,10,58,133,135,115,5,16,24,0,0,68,0,48,38,34,0,21,9,42,50,73,0,92,"06","001","436100","2"
"Block Group 1, Census Tract 4402, Alameda County, California",37,0,12,0,11,0,10,0,0,0,0,80,29,0,14,71,158,120,11,0,0,4,0,17,0,5,0,0,0,17,32,52,17,111,0,89,"06","001","440200","1"
"Block Group 3, Census Tract 4402, Alameda County, California",8,0,30,0,0,0,0,17,0,11,0,43,0,0,0,73,69,181,45,28,0,0,0,12,0,61,5,0,0,22,19,10,22,73,0,10,"06","001","440200","3"
"Block Group 2, Census Tract 4402, Alameda County, California",0,0,27,0,0,0,0,0,0,18,0,16,0,0,11,42,114,75,37,6,0,0,9,0,0,53,0,0,0,19,41,21,22,49,17,16,"06","001","440200","2"
"Block Group 4, Census Tract 4402, Alameda County, California",0,0,15,0,0,0,0,0,20,0,0,10,19,0,0,59,88,67,0,0,0,10,0,7,0,0,16,0,0,0,0,31,25,97,7,15,"06","001","440200","4"
"Block Group 4, Census Tract 4403.08, Alameda County, California",35,7,182,0,0,7,0,0,0,0,0,16,0,0,0,33,43,66,34,0,62,0,0,0,0,30,0,0,0,0,0,75,12,102,0,25,"06","001","440308","4"
"Block Group 1, Census Tract 4403.08, Alameda County, California",56,33,63,12,5,4,0,18,0,13,0,28,0,7,49,42,29,29,27,39,7,0,4,9,15,49,0,0,14,0,0,28,13,70,17,0,"06","001","440308","1"
"Block Group 2, Census Tract 4403.08, Alameda County, California",11,9,379,0,0,25,0,0,4,0,0,0,0,6,19,11,23,26,11,0,6,0,0,30,0,0,10,0,0,0,0,52,5,12,0,0,"06","001","440308","2"
"Block Group 3, Census Tract 4403.08, Alameda County, California",65,17,102,0,0,0,12,14,8,0,5,71,13,6,48,78,76,203,17,0,34,17,0,19,0,16,42,0,0,0,0,21,69,36,0,16,"06","001","440308","3"
"Block Group 2, Census Tract 4415.01, Alameda County, California",112,53,177,9,9,23,0,44,0,17,23,14,29,0,52,118,64,81,64,84,109,6,9,52,8,130,27,0,0,77,0,28,58,165,9,11,"06","001","441501","2"
"Block Group 1, Census Tract 4415.01, Alameda County, California",70,75,266,10,0,61,7,30,8,36,0,18,57,0,68,99,167,150,123,35,92,23,0,38,0,116,9,0,0,55,14,33,65,125,0,62,"06","001","441501","1"
"Block Group 1, Census Tract 4425, Alameda County, California",14,53,221,0,0,0,20,19,0,0,0,0,24,0,19,39,48,270,31,91,0,0,0,0,27,90,31,0,0,0,0,85,62,0,0,32,"06","001","442500","1"
"Block Group 2, Census Tract 4425, Alameda County, California",57,38,76,0,0,10,0,0,0,15,0,0,0,29,55,80,115,124,22,21,0,0,0,62,0,12,36,0,0,0,0,0,40,105,0,67,"06","001","442500","2"
"Block Group 3, Census Tract 4425, Alameda County, California",100,47,127,0,0,12,15,61,0,68,0,11,150,0,19,82,58,30,201,23,23,14,0,49,38,37,23,0,0,0,0,13,126,113,0,46,"06","001","442500","3"
"Block Group 4, Census Tract 4425, Alameda County, California",41,21,86,14,0,0,27,0,0,0,4,113,28,18,9,0,23,28,43,0,10,0,9,0,0,29,68,0,0,95,0,23,27,0,0,30,"06","001","442500","4"
"Block Group 1, Census Tract 4503, Alameda County, California",153,26,97,10,12,19,0,19,0,11,2,0,38,0,113,67,38,41,13,105,19,51,0,40,0,69,27,9,0,31,0,76,0,72,0,7,"06","001","450300","1"
"Block Group 2, Census Tract 4503, Alameda County, California",235,101,145,25,3,16,0,54,0,12,0,43,2,5,195,51,40,83,81,71,31,20,35,47,79,64,2,0,0,23,20,75,84,122,0,20,"06","001","450300","2"
"Block Group 1, Census Tract 4427, Alameda County, California",29,15,57,0,7,0,6,17,0,0,0,0,26,0,28,21,40,25,24,30,15,0,0,29,0,28,0,0,0,8,0,30,19,35,0,11,"06","001","442700","1"
"Block Group 3, Census Tract 4427, Alameda County, California",29,8,29,0,28,0,0,0,0,0,0,0,0,23,41,0,46,23,24,63,8,0,11,16,23,7,0,0,0,0,0,0,7,48,0,0,"06","001","442700","3"
"Block Group 2, Census Tract 4427, Alameda County, California",44,30,51,0,0,0,15,37,10,0,0,17,35,0,62,8,47,24,10,22,31,0,0,25,32,41,46,0,0,0,0,10,0,23,0,14,"06","001","442700","2"
"Block Group 2, Census Tract 4512.01, Alameda County, California",133,17,110,0,0,20,0,0,0,33,62,0,66,0,105,55,140,73,87,67,13,17,13,92,0,40,13,11,0,12,17,44,40,106,0,51,"06","001","451201","2"
"Block Group 3, Census Tract 4512.01, Alameda County, California",94,0,33,0,0,29,0,18,0,34,18,39,23,13,26,22,29,43,17,71,0,0,19,61,0,47,9,0,0,15,0,57,50,113,0,0,"06","001","451201","3"
"Block Group 1, Census Tract 4512.01, Alameda County, California",117,31,180,0,0,21,15,0,0,11,0,21,64,0,75,15,69,122,70,79,63,0,0,57,35,26,51,0,0,172,74,57,168,110,0,15,"06","001","451201","1"
"Block Group 1, Census Tract 4514.01, Alameda County, California",50,20,63,0,34,0,0,10,0,0,0,13,0,0,0,21,35,130,0,41,0,10,0,24,0,23,24,0,0,0,19,0,61,59,0,0,"06","001","451401","1"
"Block Group 3, Census Tract 4514.01, Alameda County, California",117,42,162,0,0,0,15,19,0,0,0,102,35,0,97,17,163,44,67,0,25,0,0,38,26,24,17,0,0,0,0,124,66,134,0,0,"06","001","451401","3"
"Block Group 2, Census Tract 4514.01, Alameda County, California",226,20,113,0,0,41,0,28,0,0,0,31,0,15,108,58,50,60,79,114,28,0,19,64,0,144,0,0,0,23,0,23,48,63,7,27,"06","001","451401","2"
"Block Group 2, Census Tract 4516.02, Alameda County, California",92,0,21,0,0,8,0,0,0,0,0,0,12,0,5,38,82,15,49,2,17,25,0,106,36,26,13,0,0,23,0,0,0,4,0,0,"06","001","451602","2"
"Block Group 3, Census Tract 4516.02, Alameda County, California",165,0,108,0,0,13,0,0,0,27,0,0,0,0,138,38,64,41,109,20,31,50,0,0,0,61,0,0,0,0,0,0,37,82,0,33,"06","001","451602","3"
"Block Group 4, Census Tract 4516.02, Alameda County, California",99,39,95,0,0,70,0,63,0,19,0,14,0,0,0,15,8,31,17,18,15,0,7,28,14,18,36,0,0,2,17,0,50,60,0,38,"06","001","451602","4"
"Block Group 1, Census Tract 4516.02, Alameda County, California",14,71,30,0,45,0,15,0,0,0,14,79,0,28,93,16,92,83,112,15,17,0,0,16,0,27,48,0,0,123,0,0,127,74,0,0,"06","001","451602","1"
"Block Group 2, Census Tract 4003, Alameda County, California",77,66,79,0,29,45,17,24,0,0,0,79,0,0,18,37,36,38,85,56,52,0,43,28,35,37,0,0,0,11,0,0,10,23,16,0,"06","001","400300","2"
"Block Group 4, Census Tract 4003, Alameda County, California",65,13,99,0,0,14,13,11,0,31,0,19,0,0,32,11,15,58,93,0,57,0,29,76,34,30,16,0,0,0,0,58,64,19,0,67,"06","001","400300","4"
"Block Group 1, Census Tract 4003, Alameda County, California",70,64,45,0,42,31,0,38,0,0,0,0,0,30,0,63,0,0,39,56,0,33,11,77,41,19,0,0,0,0,0,0,18,8,0,29,"06","001","400300","1"
"Block Group 3, Census Tract 4003, Alameda County, California",11,16,26,0,24,0,53,0,0,17,0,17,0,0,13,14,0,38,74,0,22,22,48,32,14,0,0,0,0,25,0,0,19,129,0,20,"06","001","400300","3"
"Block Group 1, Census Tract 4018, Alameda County, California",34,11,42,0,0,8,33,17,13,20,0,64,0,0,9,2,0,27,41,13,0,28,6,9,14,14,5,0,0,29,0,79,29,59,0,1,"06","001","401800","1"
"Block Group 2, Census Tract 4018, Alameda County, California",9,19,28,0,0,5,0,0,0,0,0,0,0,0,26,14,45,17,13,8,0,0,0,0,8,0,0,17,0,13,27,16,26,48,6,20,"06","001","401800","2"
"Block Group 2, Census Tract 4045.02, Alameda County, California",107,0,78,0,0,28,26,0,12,48,0,0,0,0,51,19,0,0,70,37,13,13,12,28,40,60,0,0,0,0,0,23,0,69,0,0,"06","001","404502","2"
"Block Group 3, Census Tract 4045.02, Alameda County, California",50,15,139,0,0,0,27,13,0,54,0,0,0,0,41,0,21,0,19,30,42,47,103,66,0,60,12,0,0,13,0,16,49,23,0,27,"06","001","404502","3"
"Block Group 1, Census Tract 4045.02, Alameda County, California",49,14,32,0,28,43,0,26,0,0,0,0,0,2,0,15,0,0,19,13,0,0,30,28,0,0,0,0,0,0,0,13,26,0,2,0,"06","001","404502","1"
"Block Group 4, Census Tract 4045.02, Alameda County, California",125,42,183,0,0,0,0,0,0,0,0,0,0,0,5,9,68,11,249,47,90,0,0,56,68,39,0,0,0,0,0,0,24,10,17,0,"06","001","404502","4"
"Block Group 3, Census Tract 4067, Alameda County, California",122,0,0,0,0,15,20,0,0,0,0,109,0,0,33,32,26,34,67,27,0,0,44,12,16,0,0,0,0,77,0,15,0,118,14,63,"06","001","406700","3"
"Block Group 2, Census Tract 4067, Alameda County, California",42,32,48,0,0,12,16,0,0,0,0,0,0,0,0,0,0,14,63,17,0,0,0,52,0,0,0,0,0,0,0,0,17,0,0,0,"06","001","406700","2"
"Block Group 1, Census Tract 4067, Alameda County, California",45,15,75,14,0,18,23,19,0,0,0,14,0,19,39,17,27,0,38,13,73,1,0,27,14,23,0,0,0,0,0,20,0,50,0,0,"06","001","406700","1"
"Block Group 5, Census Tract 4067, Alameda County, California",15,0,15,0,0,28,0,10,0,0,0,0,0,0,12,0,28,27,37,0,0,0,0,28,0,0,0,0,0,0,0,14,29,0,0,9,"06","001","406700","5"
"Block Group 4, Census Tract 4067, Alameda County, California",18,22,0,0,14,28,0,0,0,0,0,0,0,18,16,25,0,0,108,30,0,0,15,0,11,0,16,0,12,0,0,0,0,48,0,15,"06","001","406700","4"
"Block Group 3, Census Tract 4086, Alameda County, California",22,0,0,0,0,0,0,0,0,0,0,31,149,0,30,11,138,126,0,0,0,0,0,18,0,0,27,13,0,29,64,43,38,39,30,56,"06","001","408600","3"
"Block Group 2, Census Tract 4086, Alameda County, California",25,0,0,9,0,0,0,0,0,0,0,81,50,7,60,33,127,80,11,0,11,10,0,11,0,0,0,0,0,88,0,44,71,55,0,54,"06","001","408600","2"
"Block Group 4, Census Tract 4086, Alameda County, California",22,0,0,0,0,0,0,0,0,0,0,0,53,0,5,0,37,0,15,0,0,0,0,9,0,0,10,0,0,12,0,0,13,0,0,7,"06","001","408600","4"
"Block Group 1, Census Tract 4086, Alameda County, California",0,0,10,0,0,0,0,0,0,0,0,26,51,12,0,10,47,20,29,0,0,36,0,0,17,20,0,0,11,5,28,14,24,104,0,22,"06","001","408600","1"
"Block Group 1, Census Tract 4090, Alameda County, California",18,4,0,5,0,6,8,6,0,20,0,6,77,15,82,22,101,148,0,0,0,0,0,6,23,6,16,16,0,51,87,77,16,95,0,28,"06","001","409000","1"
