CDSCode,StatusType,District,School,Street,StreetAbr,City,Zip,State,County,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Latitude,Longitude
07617960732164,Active,West Contra Costa Unified,De Anza High,5000 Valley View Road,5000 Valley View Rd.,Richmond,94803-2599,CA,Contra Costa,5000 Valley View Road,5000 Valley View Rd.,Richmond,94803-2599,CA,37.967737,-122.28509
07617960732941,Active,West Contra Costa Unified,El Cerrito High,540 Ashbury Avenue,540 Ashbury Ave.,El Cerrito,94530-3299,CA,Contra Costa,540 Ashbury Avenue,540 Ashbury Ave.,El Cerrito,94530-3299,CA,37.906601,-122.29484
07617960733204,Closed,West Contra Costa Unified,Ells High,130 33rd Street,130 33rd St.,Richmond,94804,CA,Contra Costa,130 33rd Street,130 33rd St.,Richmond,94804,CA,,
07617960733253,Active,West Contra Costa Unified,Greenwood Academy,831 Chanslor Avenue,831 Chanslor Ave.,Richmond,94801-3533,CA,Contra Costa,831 Chanslor Avenue,831 Chanslor Ave.,Richmond,94801-3533,CA,37.932486,-122.36155
07617960733469,Closed,West Contra Costa Unified,Gompers Hi (Defunct),924 S. 47th Street,924 S. 47th St.,Richmond,94804,CA,Contra Costa,924 S. 47th Street,924 S. 47th St.,Richmond,94804,CA,,
07617960733659,Active,West Contra Costa Unified,John F. Kennedy High,4300 Cutting Boulevard,4300 Cutting Blvd.,Richmond,94804-3399,CA,Contra Costa,4300 Cutting Boulevard,4300 Cutting Blvd.,Richmond,94804-3399,CA,37.925364,-122.32931
07617960735316,Active,West Contra Costa Unified,Pinole Valley High,2900 Pinole Valley Road,2900 Pinole Valley Rd.,Pinole,94564-1499,CA,Contra Costa,2900 Pinole Valley Road,2900 Pinole Valley Rd.,Pinole,94564-1499,CA,37.990205,-122.28511
07617960735902,Active,West Contra Costa Unified,Richmond High,1250 23rd Street,1250 23rd St.,Richmond,94804-1091,CA,Contra Costa,1250 23rd Street,1250 23rd St.,Richmond,94804-1091,CA,37.951989,-122.34739
07617960735928,Active,West Contra Costa Unified,West Contra Costa Adult Education,6028 Ralston Avenue,6028 Ralston Ave.,Richmond,94805-1202,CA,Contra Costa,6028 Ralston Avenue,6028 Ralston Ave.,Richmond,94805-1202,CA,37.948014,-122.32149
07617966004584,Closed,West Contra Costa Unified,Alvarado Elementary,5625 Sutter Avenue,5625 Sutter Ave.,Richmond,94804,CA,Contra Costa,5625 Sutter Avenue,5625 Sutter Ave.,Richmond,94804,CA,,
07617966004592,Closed,West Contra Costa Unified,Balboa Elementary,1001 S. 57th Street,1001 S. 57th St.,Richmond,94804,CA,Contra Costa,1001 S. 57th Street,1001 S. 57th St.,Richmond,94804,CA,,
07617966004600,Active,West Contra Costa Unified,Bayview Elementary,3001 16th Street,3001 16th St.,San Pablo,94806-2353,CA,Contra Costa,3001 16th Street,3001 16th St.,San Pablo,94806-2353,CA,37.974232,-122.34753
07617966004618,Merged,West Contra Costa Unified,Belding Elementary,989 18th Street,989 18th St.,Richmond,94801,CA,Contra Costa,Moved To Downer 6057210,Moved To Downer 6057210,Richmond,94801,CA,,
07617966004626,Closed,West Contra Costa Unified,Broadway Elementary,Merritt and Baker Streets,Merritt and Baker Sts.,San Pablo,94806,CA,Contra Costa,Merritt and Baker Streets,Merritt and Baker Sts.,San Pablo,94806,CA,,
07617966004634,Closed,West Contra Costa Unified,Cameron Elementary,7140 Gladys Avenue,7140 Gladys Ave.,El Cerrito,94530,CA,Contra Costa,7140 Gladys Avenue,7140 Gladys Ave.,El Cerrito,94530,CA,,
07617966004642,Closed,West Contra Costa Unified,Castro Elementary,7125 Donal Avenue,7125 Donal Ave.,El Cerrito,94530-2499,CA,Contra Costa,7125 Donal Avenue,7125 Donal Ave.,El Cerrito,94530-2499,CA,,
07617966004659,Active,West Contra Costa Unified,Collins Elementary,1224 Pinole Valley Road,1224 Pinole Valley Rd.,Pinole,94564-1300,CA,Contra Costa,1224 Pinole Valley Road,1224 Pinole Valley Rd.,Pinole,94564-1300,CA,38.001523,-122.28752
07617966004667,Active,West Contra Costa Unified,Coronado Elementary,2100 Maine Avenue,2100 Maine Ave.,Richmond,94804-2798,CA,Contra Costa,2100 Maine Avenue,2100 Maine Ave.,Richmond,94804-2798,CA,37.928004,-122.34944
07617966004675,Closed,West Contra Costa Unified,Cortez Elementary,627 South 30th Street,627 South 30th St.,Richmond,94804,CA,Contra Costa,627 South 30th Street,627 South 30th St.,Richmond,94804,CA,,
07617966004683,Closed,West Contra Costa Unified,Del Mar Elementary,960 Avis Drive,960 Avis Dr.,El Cerrito,94532,CA,Contra Costa,960 Avis Drive,960 Avis Dr.,El Cerrito,94532,CA,,
07617966004691,Active,West Contra Costa Unified,Dover Elementary,1871 21st Street,1871 21st St.,San Pablo,94806-4400,CA,Contra Costa,1871 21st Street,1871 21st St.,San Pablo,94806-4400,CA,37.958513,-122.34897
07617966004709,Closed,West Contra Costa Unified,El Monte Elementary,2060 Tapscott Avenue,2060 Tapscott Ave.,El Cerrito,94530,CA,Contra Costa,2060 Tapscott Avenue,2060 Tapscott Ave.,El Cerrito,94530,CA,,
07617966004717,Closed,West Contra Costa Unified,El Portal Elementary,2600 Moraga Road,2600 Moraga Rd.,San Pablo,94806,CA,Contra Costa,2600 Moraga Road,2600 Moraga Rd.,San Pablo,94806,CA,,
07617966004725,Closed,West Contra Costa Unified,El Sobrante Elementary,1060 Manor Road,1060 Manor Rd.,El Sobrante,94803-1336,CA,Contra Costa,1060 Manor Road,1060 Manor Rd.,El Sobrante,94803-1336,CA,,
07617966004733,Active,West Contra Costa Unified,Ellerhorst Elementary,3501 Pinole Valley Road,3501 Pinole Valley Rd.,Pinole,94564-1299,CA,Contra Costa,3501 Pinole Valley Road,3501 Pinole Valley Rd.,Pinole,94564-1299,CA,37.981630,-122.27372
07617966004741,Active,West Contra Costa Unified,Highland Elementary,2829 Moyers Road,2829 Moyers Rd.,Richmond,94806-2728,CA,Contra Costa,2829 Moyers Road,2829 Moyers Rd.,Richmond,94806-2728,CA,37.971527,-122.32688
07617966004758,Active,West Contra Costa Unified,Fairmont Elementary,724 Kearney Street,724 Kearney St.,El Cerrito,94530-3108,CA,Contra Costa,724 Kearney Street,724 Kearney St.,El Cerrito,94530-3108,CA,37.906860,-122.30439
07617966004766,Active,West Contra Costa Unified,Ford Elementary,2711 Maricopa Avenue,2711 Maricopa Ave.,Richmond,94804-1091,CA,Contra Costa,2711 Maricopa Avenue,2711 Maricopa Ave.,Richmond,94804-1091,CA,37.950614,-122.34194
07617966004774,Active,West Contra Costa Unified,Grant Elementary,2400 Downer Avenue,2400 Downer Ave.,Richmond,94804-1458,CA,Contra Costa,2400 Downer Avenue,2400 Downer Ave.,Richmond,94804-1458,CA,37.942918,-122.34572
07617966004782,Active,West Contra Costa Unified,Harding Elementary,7230 Fairmont Avenue,7230 Fairmont Ave.,El Cerrito,94530-3797,CA,Contra Costa,7230 Fairmont Avenue,7230 Fairmont Ave.,El Cerrito,94530-3797,CA,37.903076,-122.29459
07617966004790,Closed,West Contra Costa Unified,Hillview Elementary,3800 Clark Road,3800 Clark Rd.,El Sobrante,94803,CA,Contra Costa,3800 Clark Road,3800 Clark Rd.,El Sobrante,94803,CA,,
07617966004808,Active,West Contra Costa Unified,Kensington Elementary,90 Highland Boulevard,90 Highland Blvd.,Kensington,94708-1023,CA,Contra Costa,90 Highland Boulevard,90 Highland Blvd.,Kensington,94708-1023,CA,37.913466,-122.27860
07617966004816,Closed,West Contra Costa Unified,Kerry Hills Elementary,2465 Dolan Way,2465 Dolan Way,San Pablo,94806,CA,Contra Costa,2465 Dolan Way,2465 Dolan Way,San Pablo,94806,CA,,
07617966004824,Active,West Contra Costa Unified,Lake Elementary,2700 Eleventh Street,2700 Eleventh St.,San Pablo,94806-2298,CA,Contra Costa,2700 Eleventh Street,2700 Eleventh St.,San Pablo,94806-2298,CA,37.971552,-122.35290
07617966004832,Active,West Contra Costa Unified,Lincoln Elementary,29 Sixth Street,29 Sixth St.,Richmond,94801-3595,CA,Contra Costa,29 Sixth Street,29 Sixth St.,Richmond,94801-3595,CA,37.931939,-122.36374
07617966004840,Active,West Contra Costa Unified,Madera Elementary,8500 Madera Drive,8500 Madera Dr.,El Cerrito,94530-2051,CA,Contra Costa,8500 Madera Drive,8500 Madera Dr.,El Cerrito,94530-2051,CA,37.928144,-122.29922
07617966004857,Active,West Contra Costa Unified,Mira Vista Elementary,6397 Hazel Avenue,6397 Hazel Ave.,Richmond,94805-2099,CA,Contra Costa,6397 Hazel Avenue,6397 Hazel Ave.,Richmond,94805-2099,CA,37.940007,-122.31306
07617966004865,Active,West Contra Costa Unified,Montalvin Manor Elementary,300 Christine Drive,300 Christine Dr.,San Pablo,94806-1199,CA,Contra Costa,300 Christine Drive,300 Christine Dr.,San Pablo,94806-1199,CA,37.995887,-122.33551
07617966004873,Active,West Contra Costa Unified,Murphy Elementary,4350 Valley View Road,4350 Valley View Rd.,El Sobrante,94803-1499,CA,Contra Costa,4350 Valley View Road,4350 Valley View Rd.,El Sobrante,94803-1499,CA,37.975670,-122.29091
07617966004881,Active,West Contra Costa Unified,Nystrom Elementary,230 Harbour Way South,230 Harbour Way South,Richmond,94804-2428,CA,Contra Costa,230 Harbour Way South,230 Harbour Way South,Richmond,94804-2428,CA,37.928155,-122.36004
07617966004899,Active,West Contra Costa Unified,Olinda Elementary,5855 Olinda Road,5855 Olinda Rd.,El Sobrante,94803-3589,CA,Contra Costa,5855 Olinda Road,5855 Olinda Rd.,El Sobrante,94803-3589,CA,37.956601,-122.27095
07617966004907,Active,West Contra Costa Unified,Peres Elementary,719 Fifth Street,719 Fifth St.,Richmond,94801-2655,CA,Contra Costa,719 Fifth Street,719 Fifth St.,Richmond,94801-2655,CA,37.942968,-122.36440
07617966004915,Active,West Contra Costa Unified,"Martin Luther King, Jr. Elementary",4022 Florida Ave,4022 Florida Ave,Richmond,94804-3398,CA,Contra Costa,4022 Florida Ave,4022 Florida Ave,Richmond,94804-3398,CA,37.929454,-122.33165
07617966004923,Closed,West Contra Costa Unified,Rancho Elementary,3535 El Portal Drive,3535 El Portal Dr.,Richmond,94803,CA,Contra Costa,3535 El Portal Drive,3535 El Portal Dr.,Richmond,94803,CA,,
07617966004931,Active,West Contra Costa Unified,Riverside Elementary,1300 Amador Street,1300 Amador St.,Richmond,94806-4098,CA,Contra Costa,1300 Amador Street,1300 Amador St.,Richmond,94806-4098,CA,37.952538,-122.32750
07617966004949,Closed,West Contra Costa Unified,Serra Elementary,6028 Ralston Avenue,6028 Ralston Ave.,Richmond,94805,CA,Contra Costa,6028 Ralston Avenue,6028 Ralston Ave.,Richmond,94805,CA,,
07617966004956,Active,West Contra Costa Unified,Shannon Elementary,685 Marlesta Road,685 Marlesta Rd.,Pinole,94564-2899,CA,Contra Costa,685 Marlesta Road,685 Marlesta Rd.,Pinole,94564-2899,CA,38.000488,-122.31084
07617966004964,Active,West Contra Costa Unified,Sheldon Elementary,2601 May Road,2601 May Rd.,Richmond,94803-3196,CA,Contra Costa,2601 May Road,2601 May Rd.,Richmond,94803-3196,CA,37.967273,-122.29674
07617966004972,Active,West Contra Costa Unified,Stege Elementary,4949 Cypress Avenue,4949 Cypress Ave.,Richmond,94804-4499,CA,Contra Costa,4949 Cypress Avenue,4949 Cypress Ave.,Richmond,94804-4499,CA,37.919860,-122.32306
07617966004980,Active,West Contra Costa Unified,Stewart Elementary,2040 Hoke Drive,2040 Hoke Dr.,Pinole,94564-1899,CA,Contra Costa,2040 Hoke Drive,2040 Hoke Dr.,Pinole,94564-1899,CA,37.990659,-122.28972
07617966004998,Active,West Contra Costa Unified,Tara Hills Elementary,2300 Dolan Way,2300 Dolan Way,San Pablo,94806-1699,CA,Contra Costa,2300 Dolan Way,2300 Dolan Way,San Pablo,94806-1699,CA,37.993455,-122.31386
07617966005003,Active,West Contra Costa Unified,Valley View Elementary,3416 Maywood Drive,3416 Maywood Dr.,Richmond,94803-2099,CA,Contra Costa,3416 Maywood Drive,3416 Maywood Dr.,Richmond,94803-2099,CA,37.972390,-122.28503
07617966005011,Active,West Contra Costa Unified,Verde Elementary,2000 Giaramita Street,2000 Giaramita St.,Richmond,94801-1699,CA,Contra Costa,2000 Giaramita Street,2000 Giaramita St.,Richmond,94801-1699,CA,37.960870,-122.36332
07617966005029,Closed,West Contra Costa Unified,Vista Hills Elem. (Special Edu,2625 Barnard Road,2625 Barnard Rd.,Richmond,94806,CA,Contra Costa,2625 Barnard Road,2625 Barnard Rd.,Richmond,94806,CA,,
07617966005037,Active,West Contra Costa Unified,Washington Elementary,565 Wine Street,565 Wine St.,Richmond,94801-4054,CA,Contra Costa,565 Wine Street,565 Wine St.,Richmond,94801-4054,CA,37.924763,-122.38059
07617966005045,Active,West Contra Costa Unified,Wilson Elementary,629 42nd Street,629 42nd St.,Richmond,94805-1898,CA,Contra Costa,629 42nd Street,629 42nd St.,Richmond,94805-1898,CA,37.940014,-122.32833
07617966005052,Closed,West Contra Costa Unified,Woods Elementary,1707 Pennsylvania Avenue,1707 Pennsylvania Ave.,Richmond,94801,CA,Contra Costa,1707 Pennsylvania Avenue,1707 Pennsylvania Ave.,Richmond,94801,CA,,
07617966005276,Closed,West Contra Costa Unified,"Miller (George, Jr.) Center, West",2801 Robert H. Miller Drive,2801 Robert H. Miller Dr.,Richmond,94806,CA,Contra Costa,2801 Robert H. Miller Drive,2801 Robert H. Miller Dr.,Richmond,94806,CA,,
07617966005342,Closed,West Contra Costa Unified,"Miller (George, Jr.) Center, East",2801 Robert H. Miller Drive,2801 Robert H. Miller Dr.,Richmond,94803,CA,Contra Costa,This CDS Put In By Mistake,This CDS Put In By Mistake,Richmond,94803,CA,,
07617966057202,Closed,West Contra Costa Unified,Adams Middle,5000 Patterson Circle,5000 Patterson Cir.,Richmond,94805-1599,CA,Contra Costa,5000 Patterson Circle,5000 Patterson Cir.,Richmond,94805-1599,CA,,
07617966057210,Active,West Contra Costa Unified,Edward M. Downer Elementary,1231 18th Street,1231 18th St.,San Pablo,94806-4731,CA,Contra Costa,1231 18th Street,1231 18th St.,San Pablo,94806-4731,CA,37.951973,-122.35207
07617966057228,Active,West Contra Costa Unified,Helms Middle,2500 Road 20,2500 Road 20,San Pablo,94806-5010,CA,Contra Costa,2500 Road 20,2500 Road 20,San Pablo,94806-5010,CA,37.963323,-122.34169
07617966057236,Active,West Contra Costa Unified,Pinole Middle,1575 Mann Drive,1575 Mann Dr.,Pinole,94564-4042,CA,Contra Costa,1575 Mann Drive,1575 Mann Dr.,Pinole,94564-4042,CA,37.997616,-122.30295
07617966057244,Active,West Contra Costa Unified,Fred T. Korematsu Middle,1021 Navellier Street,1021 Navellier St.,El Cerrito,94530-2691,CA,Contra Costa,1021 Navellier Street,1021 Navellier St.,El Cerrito,94530-2691,CA,37.915710,-122.29944
07617966057251,Closed,West Contra Costa Unified,Roosevelt Jr. High,157 Ninth Street,157 Ninth St.,Richmond,94801,CA,Contra Costa,157 Ninth Street,157 Ninth St.,Richmond,94801,CA,,
07617966061170,Active,West Contra Costa Unified,Crespi Junior High,1121 Allview Avenue,1121 Allview Ave.,El Sobrante,94803-1099,CA,Contra Costa,1121 Allview Avenue,1121 Allview Ave.,El Sobrante,94803-1099,CA,37.986274,-122.30694
07617966068696,Closed,West Contra Costa Unified,Harmon (Ralph) (Smr),2853 Groom Drive,2853 Groom Dr.,Richmond,94806-2664,CA,Contra Costa,2853 Groom Drive,2853 Groom Dr.,Richmond,94806-2664,CA,,
07617966070999,Closed,West Contra Costa Unified,Seaview Elementary,2000 Southwood Drive,2000 Southwood Dr.,San Pablo,94806-1039,CA,Contra Costa,2000 Southwood Drive,2000 Southwood Dr.,San Pablo,94806-1039,CA,,
07617966097141,Active,West Contra Costa Unified,Lupine Hills Elementary,1919 Lupine Road,1919 Lupine Rd.,Hercules,94547-1299,CA,Contra Costa,1919 Lupine Road,1919 Lupine Rd.,Hercules,94547-1299,CA,38.006803,-122.25365
07617966099717,Active,West Contra Costa Unified,Ohlone Elementary,1616 Pheasant Drive,1616 Pheasant Dr.,Hercules,94547-1699,CA,Contra Costa,1616 Pheasant Drive,1616 Pheasant Dr.,Hercules,94547-1699,CA,38.006642,-122.27184
07617966112015,Active,West Contra Costa Unified,Hanna Ranch Elementary,2480 Refugio Valley Road,2480 Refugio Valley Rd.,Hercules,94547-1553,CA,Contra Costa,2480 Refugio Valley Road,2480 Refugio Valley Rd.,Hercules,94547-1553,CA,37.993533,-122.23384
07617966114086,Active,West Contra Costa Unified,Harbour Way Elementary Community Day,1121 Allview Ave,1121 Allview Ave,El Sobrante,94803-1054,CA,Contra Costa,1121 Allview Ave,1121 Allview Ave,El Sobrante,94803-1054,CA,37.985668,-122.30749
07617966114094,Active,West Contra Costa Unified,Cesar E. Chavez Elementary,960 17th Street,960 17th St.,Richmond,94801-2400,CA,Contra Costa,960 17th Street,960 17th St.,Richmond,94801-2400,CA,37.946280,-122.35373
07617966118368,Active,West Contra Costa Unified,Manzanita Middle,461 33rd St,461 33rd St,Richmond,94804-1718,CA,Contra Costa,461 33rd St,461 33rd St,Richmond,94804-1718,CA,37.936610,-122.33755
07617966119234,Closed,West Contra Costa Unified,Towers Preparatory,322 Harbour Way Suite 24,322 Harbour Way Suite 24,Richmond,94801,CA,Contra Costa,322 Harbour Way Suite 24,322 Harbour Way Suite 24,Richmond,94801,CA,,
07617966119515,Active,West Contra Costa Unified,Hercules Middle,1900 Refugio Valley Road,1900 Refugio Valley Rd.,Hercules,94547-1554,CA,Contra Costa,1900 Refugio Valley Road,1900 Refugio Valley Rd.,Hercules,94547-1554,CA,37.999740,-122.25197
07617966119518,Closed,West Contra Costa Unified,Hercules Middle,1900 Refugio Valley Road,1900 Refugio Valley Rd.,Hercules,94547,CA,Contra Costa,1900 Refugio Valley Road,1900 Refugio Valley Rd.,Hercules,94547,CA,,
07617966120885,Active,West Contra Costa Unified,Lovonya DeJean Middle,3400 Macdonald Avenue,3400 Macdonald Ave.,Richmond,94805-4501,CA,Contra Costa,3400 Macdonald Avenue,3400 Macdonald Ave.,Richmond,94805-4501,CA,37.934215,-122.33687
07618040000000,Active,San Ramon Valley Unified,,699 Old Orchard Drive,699 Old Orchard Dr.,Danville,94526-4331,CA,Contra Costa,699 Old Orchard Drive,699 Old Orchard Dr.,Danville,94526-4331,CA,37.812241,-121.97705
07618040102566,Active,San Ramon Valley Unified,Hidden Hills Elementary,12995 Harcourt Way,12995 Harcourt Way,San Ramon,94582-2803,CA,Contra Costa,12995 Harcourt Way,12995 Harcourt Way,San Ramon,94582-2803,CA,37.764172,-121.89321
07618040108324,Active,San Ramon Valley Unified,Windemere Ranch Middle,11611 East Branch Parkway,11611 East Branch Pkwy.,San Ramon,94582-5805,CA,Contra Costa,12995 Harcourt Way,12995 Harcourt Way,San Ramon,94582,CA,37.752020,-121.90566
07618040109173,Active,San Ramon Valley Unified,Quail Run Elementary,4000 Goldenbay Avenue,4000 Goldenbay Ave.,San Ramon,94582-5814,CA,Contra Costa,4000 Goldenbay Avenue,4000 Goldenbay Ave.,San Ramon,94582-5814,CA,37.761467,-121.91166
07618040113118,Active,San Ramon Valley Unified,Dougherty Valley High,10550 Albion Road,10550 Albion Rd.,San Ramon,94582-2901,CA,Contra Costa,10550 Albion Road,10550 Albion Rd.,San Ramon,94582-2901,CA,37.767646,-121.90229
07618040113589,Active,San Ramon Valley Unified,Live Oak Elementary,5151 Sherwood Way,5151 Sherwood Way,San Ramon,94582-5961,CA,Contra Costa,5151 Sherwood Way,5151 Sherwood Way,San Ramon,94582-5961,CA,37.753500,-121.89620
07618040114728,Active,San Ramon Valley Unified,INFANT Pre,699 Old Orchard Drive,699 Old Orchard Dr.,Danville,93526-4331,CA,Contra Costa,699 Old Orchard Drive,699 Old Orchard Dr.,Danville,93526-4331,CA,37.813355,-121.97718
07618040116541,Active,San Ramon Valley Unified,Gale Ranch Middle,6400 Main Branch Road,6400 Main Branch Rd.,San Ramon,94582-5825,CA,Contra Costa,6400 Main Branch Road,6400 Main Branch Rd.,San Ramon,94582-5825,CA,37.769190,-121.91042
07618040119032,Active,San Ramon Valley Unified,Creekside Elementary,6011 Massara Street,6011 Massara St.,Danville,94506-5004,CA,Contra Costa,6011 Massara Street,6011 Massara St.,Danville,94506-5004,CA,37.792850,-121.88151
07618040132902,Active,San Ramon Valley Unified,Bella Vista Elementary,1050 Trumpet Vine Lane,1050 Trumpet Vine Ln.,San Ramon,94582,CA,Contra Costa,1050 Trumpet Vine Lane,1050 Trumpet Vine Ln.,San Ramon,94582,CA,37.779927,-121.97801
07618040730051,Active,San Ramon Valley Unified,California High,9870 Broadmoor Drive,9870 Broadmoor Dr.,San Ramon,94583-2942,CA,Contra Costa,9870 Broadmoor Drive,9870 Broadmoor Dr.,San Ramon,94583-2942,CA,37.747296,-121.94758
07618040730218,Active,San Ramon Valley Unified,Venture (Alternative),10540 Albion Road,10540 Albion Rd.,San Ramon,94582-2901,CA,Contra Costa,10540 Albion Road,10540 Albion Rd.,San Ramon,94582-2901,CA,37.767191,-121.90383
07618040730226,Closed,San Ramon Valley Unified,San Ramon Adult Education,699 Old Orchard Drive,699 Old Orchard Dr.,Danville,94526,CA,Contra Costa,699 Old Orchard Drive,699 Old Orchard Dr.,Danville,94526,CA,,
07618040730234,Closed,San Ramon Valley Unified,San Ramon Adult Education,699 Old Orchard Drive,699 Old Orchard Dr.,Danville,94526,CA,Contra Costa,699 Old Orchard Drive,699 Old Orchard Dr.,Danville,94526,CA,,
07618040730515,Closed,San Ramon Valley Unified,Horizons Community Day,3280 E Crow Canyon Road,3280 E Crow Canyon Rd.,San Ramon,94526,CA,Contra Costa,699 Old Orchard Drive,699 Old Orchard Dr.,Danville,94526,CA,,
07618040734368,Active,San Ramon Valley Unified,Monte Vista High,3131 Stone Valley Road,3131 Stone Valley Rd.,Danville,94526-1129,CA,Contra Costa,3131 Stone Valley Road,3131 Stone Valley Rd.,Danville,94526-1129,CA,37.844787,-121.98231
07618040736504,Active,San Ramon Valley Unified,San Ramon Valley High,501 Danville Boulevard,501 Danville Blvd.,Danville,94526-2404,CA,Contra Costa,501 Danville Boulevard,501 Danville Blvd.,Danville,94526-2404,CA,37.826715,-122.00532
