ZONE,DISTRICT,SD,COUNTY,TOTHH,HHPOP,TOTPOP,EMPRES,SFDU,MFDU,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,TOTACRE,RESACRE,CIACRE,SHPOP62P,TOTEMP,AGE0004,AGE0519,AGE2044,AGE4564,AGE65P,RETEMPN,FPSEMPN,HEREMPN,OTHEMPN,AGREMPN,MWTEMPN,PRKCST,OPRKCST,AREATYPE,HSENROLL,COLLFTE,COLLPTE,TOPOLOGY,TERMINAL,ZERO,hhlds,sftaz,gqpop
1100,21,21,5,2895,7525,7535,4616,2846,292,414,596,784,1101,2632,817,21,0.139,2116,521,1348,2461,2555,650,147,349,1189,366,0,65,0,0,4,0,0,0,1,1.16021,0,2895,1100,10
1101,21,21,5,1272,3538,3539,2030,1410,17,176,244,351,501,695,476,48,0.198,433,160,686,850,1370,473,17,150,150,87,4,25,0,0,4,0,0,0,1,1.04886,0,1272,1101,1
1102,21,21,5,352,952,952,513,394,0,45,53,77,177,15377,411,25,0.136,110,45,215,250,367,75,1,28,8,24,11,38,0,0,4,0,0,0,1,0.94574,0,352,1102,0
1103,21,21,5,2549,7313,7321,3674,2614,217,443,656,667,783,2289,978,464,0.169,1276,426,1516,2244,2284,851,140,299,530,277,0,30,0,0,4,0,0,0,1,1.02258,0,2549,1103,8
1104,21,21,5,1169,3405,3406,1947,1276,7,125,203,397,444,345,196,47,0.117,225,169,821,969,1228,219,3,92,34,84,0,12,0,0,4,0,0,0,1,1.17784,0,1169,1104,1
1105,21,21,5,385,1015,1015,699,431,9,64,109,99,113,111,84,2,0.156,36,64,187,353,305,106,0,18,12,6,0,0,0,0,4,0,0,0,1,1.11805,0,385,1105,0
1106,21,21,5,3041,7255,7267,4203,1660,1643,790,940,726,585,629,255,82,0.15,1229,422,1341,2839,1910,755,362,214,411,200,0,42,0,0,4,1940.39709,0,0,2,1.42425,0,3041,1106,12
1107,21,21,5,1436,3612,3617,2000,1180,394,431,427,363,215,320,179,53,0.244,434,228,613,1228,853,695,5,110,221,76,2,20,0,0,4,0,0,0,2,1.24543,0,1436,1107,5
1108,21,21,5,2006,5489,5553,2733,2029,201,390,618,572,426,601,387,82,0.211,887,274,1050,1708,1660,861,332,121,286,114,2,32,0,0,4,0,0,0,3,1.18191,0,2006,1108,64
1109,21,21,5,2581,7086,7157,3568,2543,325,556,781,732,512,778,331,308,0.22,1716,427,1341,2316,1880,1193,27,181,1063,410,0,35,0,0,4,1592.3064,0,0,3,1.20502,0,2581,1109,71
1110,21,21,5,2543,6695,6803,3614,1979,826,614,784,689,456,712,513,66,0.19,1193,418,1151,2443,1847,944,158,235,411,260,0,129,0,0,4,0,0,0,3,1.18762,0,2543,1110,108
1111,21,21,5,1813,5175,5210,2821,1974,19,455,615,500,243,541,247,159,0.171,969,325,997,1911,1333,644,6,82,388,483,0,10,0,0,4,0,0,0,2,1.22022,0,1813,1111,35
1112,21,21,5,2145,6076,6121,3289,2005,349,588,733,546,278,621,308,145,0.159,5621,393,1173,2318,1547,690,43,302,4860,352,3,61,0,0,4,1490.77917,0,0,2,1.6621,0,2145,1112,45
1113,21,21,5,1298,2160,2267,975,178,1256,690,354,170,84,263,35,134,0.421,8844,79,144,817,400,827,794,3355,1753,2112,6,824,0,0,2,0,0,0,3,3.37423,0,1298,1113,107
1114,21,21,5,2455,7570,7570,3171,194,2507,996,916,379,164,160,99,23,0.078,261,748,1314,3922,1194,392,51,63,84,37,0,26,0,0,3,0,0,0,3,2.05471,0,2455,1114,0
1115,21,21,5,1460,4936,4936,2127,135,1445,633,460,243,124,166,57,57,0.07,279,452,1070,2422,774,218,54,106,44,70,0,5,0,0,3,0,0,0,3,1.74596,0,1460,1115,0
1116,21,21,5,1160,3194,3221,1563,1217,55,253,353,352,202,436,237,69,0.206,682,182,550,1156,834,499,73,158,314,117,0,20,0,0,5,0,0,0,3,1.17384,0,1160,1116,27
1117,21,21,5,1072,2955,2986,1629,1016,204,154,303,275,340,687,391,33,0.185,297,174,535,945,944,388,15,83,56,133,1,9,0,0,4,0,0,0,1,1.04841,0,1072,1117,31
1118,21,21,5,2815,6617,6892,3469,1638,1480,724,883,712,496,792,425,245,0.229,3039,333,1037,2394,1937,1191,271,313,546,1047,3,859,0,0,4,0,0,0,3,1.26876,0,2815,1118,275
1119,21,21,5,3016,8345,8376,4335,2048,1194,801,829,796,590,691,504,40.56288,0.182,884,557,1553,3031,2118,1117,81,253,421,88,3,38,0,0,4,0,0,0,3,1.23121,0,3016,1119,31
1120,21,21,5,2751,10064,10071,3995,1206,1732,1101,944,487,219,497,293,104,0.106,695,950,2184,4456,1729,752,222,179,141,116,1,36,0,0,4,0,0,0,3,1.40816,0,2751,1120,7
1121,21,21,5,4906,9646,9808,5361,1535,3763,1643,1352,1166,745,866,393,231,0.232,9643,435,1086,4208,2304,1775,1280,3482,2578,1807,26,470,0,0,4,0,0,0,3,1.8307,0,4906,1121,162
1122,21,21,5,2589,6458,6543,2979,1206,1690,912,937,530,210,2022,406,1147,0.227,16193,391,1161,2181,1666,1144,3388,4104,3690,2534,90,2387,0,0,4,0,0,0,3,1.41737,0,2589,1122,85
1123,21,21,5,2171,5284,5326,2786,1256,1112,600,601,621,349,566,171,171,0.125,1894,270,876,2363,1382,435,530,555,485,193,2,129,0,0,4,0,0,0,1,1.40256,0,2171,1123,42
1124,21,21,5,2385,5922,6339,3284,2145,482,418,698,710,559,1055,616,81,0.202,3659,280,1159,1838,2159,903,215,262,801,2333,4,44,0,0,4,0,0,0,1,1.27894,0,2385,1124,417
1125,21,21,5,1777,4491,4500,2590,1636,301,270,441,493,573,1291,800,35,0.202,533,208,853,1248,1554,637,126,148,162,77,0,20,0,0,4,0,0,0,1,1.01736,0,1777,1125,9
1126,21,21,5,2539,6331,6342,3775,2708,96,323,529,662,1025,1338,695,64,0.159,582,297,1093,1849,2483,620,33,181,220,108,0,40,0,0,4,0,0,0,1,1.07381,0,2539,1126,11
1127,21,21,5,2420,5983,5993,3134,2216,392,402,625,677,716,1072,425,278,0.244,3456,309,954,1835,1787,1108,107,616,2193,477,2,61,0,0,4,1777.75073,6365.47559,13678.20703,1,1.25484,0,2420,1127,10
1128,21,21,5,1628,4222,4238,2015,1562,179,251,500,481,396,473,304,46,0.194,1984,279,739,1431,1190,599,98,184,1430,225,1,46,0,0,4,0,0,0,2,1.34867,0,1628,1128,16
1129,21,21,5,2095,5134,5356,2804,1853,425,428,583,587,497,712,471,84,0.233,2355,337,847,1760,1460,952,122,197,1148,815,3,70,0,0,4,0,0,0,2,1.24528,0,2095,1129,222
1130,21,21,5,1334,3353,3391,1735,1421,16,222,278,360,474,552,406,15,0.254,333,189,529,852,1179,642,25,115,107,70,1,15,0,0,4,0,0,0,1,1.06968,0,1334,1130,38
1131,21,21,5,2166,5859,5874,3259,2207,109,178,323,490,1175,6489,1518,56,0.19,600,289,1172,1384,2287,742,73,244,85,160,3,35,0,0,5,0,0,0,1,0.97786,0,2166,1131,15
1132,22,22,5,1621,4532,4548,2128,1700,24,181,265,332,843,2461,1597,42,0.257,703,249,888,922,1619,870,21,255,307,101,1,18,0,0,5,1364.38696,0,0,1,0.96348,0,1621,1132,16
1133,22,22,5,2817,6773,6803,3739,2707,315,391,681,679,1066,1611,1115,74,0.205,1630,335,1027,1977,2495,969,242,402,328,593,1,64,0,0,4,117.0704,0,0,1,1.05451,0,2817,1133,30
1134,22,22,5,2293,5650,5859,2873,1492,969,565,662,588,478,656,325,102.5097,0.197,2126,336,860,2340,1459,864,409,501,632,451,1,132,0,0,4,0,0,0,2,1.34623,0,2293,1134,209
1135,22,22,5,2606,5104,5107,2899,1390,1492,584,745,696,581,651,340,24,0.212,885,173,511,2090,1542,791,47,143,429,194,0,72,0,0,4,0,0,0,1,1.2427,0,2606,1135,3
1136,22,22,5,2415,4730,4732,2687,1297,1394,519,723,636,537,400.29999,272,54,0.212,1684,160,474,1937,1428,733,24,747,478,374,0,61,0,0,4,0,0,0,3,1.36841,0,2415,1136,2
1137,22,22,5,1321,3500,3589,1769,1298,151,215,293,365,448,914,431,338,0.25,7414,167,575,979,1198,670,869,2042,2994,1017,3,489,0,0,3,3611.44287,0,0,3,1.39143,0,1321,1137,89
1138,22,22,5,2127,5800,5827,2905,1949,382,293,469,538,827,1053,571,38,0.223,1290,294,1110,1537,1941,945,93,513,380,212,1,91,0,0,4,0,0,0,2,1.15264,0,2127,1138,27
1139,22,22,5,1135,3298,3304,1561,1223,0,83,131,216,705,1841,403,9,0.167,339,172,741,783,1256,352,52,144,95,42,1,5,0,0,4,0,0,0,1,1.07044,0,1135,1139,6
1140,22,22,5,1045,2793,2819,1267,1116,7,108,227,216,494,483,299,75,0.31,1240,112,550,567,902,688,142,195,688,148,1,66,0,0,4,0,0,0,3,1.16917,0,1045,1140,26
1141,22,22,5,2035,5517,5562,2480,2050,157,297,433,440,865,1599,787,105,0.254,2136,253,1080,1288,1883,1058,136,184,1727,69,0,20,0,0,4,1965.26221,0,0,1,1.10728,0,2035,1141,45
1142,22,22,5,1412,3721,3727,1928,1347,167,171,280,361,600,1459,625,9,0.206,634,172,720,916,1388,531,43,335,85,146,1,24,0,0,4,0,0,0,1,1.04129,0,1412,1142,6
1143,22,22,5,1918,4107,4247,1968,1366,727,458,478,465,517,850,493,55,0.329,2568,164,587,1106,1273,1117,65,531,1759,184,1,28,0,0,4,0,0,0,1,1.23166,0,1918,1143,140
1144,22,22,5,2052,4828,4838,2630,1258,950,424,551,485,592,637,499,36,0.239,1353,250,720,1629,1358,881,48,532,530,214,1,28,0,0,4,0,0,0,1,1.16126,0,2052,1144,10
1145,22,22,5,3425,6180,6218,3792,444,3378,1159,1038,788,440,544.59998,202.08745,209,0.167,16562,261,557,3264,1368,768,1433,7548,2618,3283,18,1662,0,0,2,0,0,0,1,2.88664,0,3425,1145,38
1146,22,22,5,1801,3250,3272,1992,254,1763,471,587,464,279,291.70001,113,97,0.167,10137,137,293,1718,720,404,1782,2774,4774,493,8,306,0,0,2,1513.56714,0,0,1,3.23715,0,1801,1146,22
1147,22,22,5,2217,5310,5662,2459,2098,242,484,414,509,810,1333,980,58,0.356,1482,268,846,1178,1740,1630,223,467,574,167,8,43,0,0,4,0,0,0,1,1.05237,0,2217,1147,352
1148,22,22,5,5537,7477,7592,2427,1171,5493,1890,1722,1207,718,1918,1089,60,0.925,461,9,9,79,636,6859,28,97,226,97,2,11,0,0,4,0,0,0,1,1.0281,0,5537,1148,115
1149,22,22,5,1929,4649,4679,2634,1501,587,347,484,494,604,954,598,62,0.194,1279,249,769,1449,1580,632,57,379,186,284,0,373,0,0,4,0,0,0,1,1.10234,0,1929,1149,30
1150,22,22,5,2013,4931,4981,2672,1361,776,519,422,424,648,898,541.06482,81,0.216,2922,241,943,1518,1485,794,368,846,1092,490,2,124,0,0,4,0,0,0,1,1.23655,0,2013,1150,50
1151,22,22,5,1970,5629,5637,2765,2096,0,173,329,504,964,2220,1146,124,0.225,467,296,1246,1253,1923,919,24,165,184,78,4,12,0,0,5,0,0,0,1,0.98942,0,1970,1151,8
1152,22,22,5,2424,5525,5526,3077,1631,926,463,582,534,845,2253,640,144,0.205,5450,203,941,1713,1868,801,307,1568,1805,850,12,908,0,0,4,1208.99536,0,0,1,1.31686,0,2424,1152,1
1153,22,22,5,1437,3989,3997,1918,1521,8,141,222,323,751,1236,945,26,0.269,1096,178,766,800,1451,802,27,376,331,311,5,46,0,0,5,0,0,0,1,1.01655,0,1437,1153,8
1154,22,22,5,2648,6913,6955,3291,2453,238,348,235,335,1730,3642,2050.45581,117,0.311,2439,305,1261,1205,2513,1671,192,915,856,344,17,115,0,0,5,0,648.86243,939.25043,1,1.00082,0,2648,1154,42
1155,22,22,5,677,1805,1805,975,703,22,88,132,153,304,3332,370,48,0.226,198,85,316,430,684,290,4,74,54,35,0,31,0,0,5,0,0,0,1,0.9919,0,677,1155,0
1156,22,22,5,1274,3477,3478,1803,1244,117,160,233,252,629,3359,790,25,0.218,1247,182,701,827,1226,542,140,624,412,56,2,13,0,0,5,0,0,0,1,1.03638,0,1274,1156,1
1157,22,22,5,986,2335,2478,1125,1016,41,132,208,220,426,3416,241,69,0.402,1145,65,357,396,845,815,56,439,438,190,0,22,0,0,4,0,0,0,1,1.19323,0,986,1157,143
1158,22,22,5,2205,5593,5630,2670,1678,679,320,526,525,834,1705,803,154,0.256,1532,256,1031,1463,1792,1088,453,345,494,155,0,85,0,0,4,1288.76819,0,0,1,1.06715,0,2205,1158,37
1159,22,22,5,784,2090,3063,1741,784,48,90,134,180,380,2987,544,138,0.146,1357,78,918,941,821,305,32,146,975,157,7,40,0,0,4,0,2840.78198,1222.62866,1,1.05995,0,784,1159,973
1160,22,22,5,1764,4912,5484,2341,1819,47,180,278,388,918,5838,852,358,0.232,554,248,1224,1085,2013,914,13,229,207,38,1,66,0,0,4,0,0,0,1,0.99489,0,1764,1160,572
1161,23,23,5,3839,9847,9885,5278,3586,489,485,783,751,1820,9837,2282,372,0.216,7702,559,1781,2658,3353,1534,1012,2448,2252,1589,20,381,0,0,4,2019.13635,0,0,1,1.08595,0,3839,1161,38
1162,23,23,5,449,1146,1146,575,357,130,72,77,114,186,287,149,21,0.22,606,67,178,337,382,182,103,156,187,107,0,53,0,0,4,0,0,0,2,1.1662,0,449,1162,0
1163,23,23,5,1234,3304,3304,1655,1307,12,126,189,275,644,1970,530,22,0.206,440,187,641,706,1308,462,42,153,153,45,1,46,0,0,4,0,0,0,1,1.03441,0,1234,1163,0
1164,23,23,5,1948,5586,5614,2696,2060,9,165,209,357,1217,5072,1516,26,0.209,843,311,1168,1124,2213,798,54,307,291,135,3,53,0,0,5,0,0,0,1,0.9834,0,1948,1164,28
1165,23,23,5,2570,7151,7155,3538,2609,120,288,367,429,1486,4036,2208,46,0.209,1092,382,1499,1575,2660,1039,32,333,522,143,10,52,0,0,5,2041.92432,0,0,1,0.97272,0,2570,1165,4
1166,23,23,5,3777,10809,10814,5418,3994,32,226,522,766,2263,3931,2384,67,0.143,2184,726,2418,2951,3758,961,222,713,687,362,9,191,0,0,4,0,0,0,1,1.01143,0,3777,1166,5
1167,23,23,5,3844,10363,10369,5253,4107,41,345,566,869,2064,2726,1470,57,0.172,1029,625,2077,2589,3916,1162,163,358,143,109,1,255,0,0,4,0,0,0,1,1.04294,0,3844,1167,6
1168,23,23,5,3327,7604,7604,4365,2053,1518,406,636,863,1422,1782,661.12,475,0.115,26783,454,942,3067,2653,488,1119,6223,3270,14554,44,1573,0,0,3,0,0,0,1,2.02433,0,3327,1168,0
1169,23,23,5,2194,6080,6113,3184,2182,205,241,428,582,943,898,570,113,0.168,3780,368,1335,1794,1915,701,393,1840,959,312,5,271,0,0,4,0,0,0,2,1.28868,0,2194,1169,33
1170,23,23,5,3152,7726,7726,4139,2082,1376,375,799,855,1123,1771,606,195,0.123,8572,462,1161,3264,2248,591,857,1795,3886,1589,22,423,0,0,4,0,0,0,1,1.52244,0,3152,1170,0
1171,23,23,5,2777,8699,8718,4540,2649,244,268,406,635,1468,4254,885,72,0.088,1495,633,2090,2967,2636,392,380,313,600,173,1,28,0,0,4,0,0,0,1,1.1209,0,2777,1171,19
1172,23,23,5,1962,5566,5595,2972,1638,501,192,506,566,698,533,299,46,0.125,841,403,1113,2053,1578,448,392,114,228,88,5,14,0,0,4,1985.98303,0,0,2,1.28053,0,1962,1172,29
1173,23,23,5,1273,3884,3887,2183,1355,13,160,235,359,519,445,285,65,0.098,622,279,853,1345,1205,205,137,87,336,42,0,20,0,0,4,0,0,0,3,1.1644,0,1273,1173,3
1174,23,23,5,1887,5090,5107,2483,1745,243,410,339,383,755,773,420,67,0.196,830,362,1033,1496,1493,723,140,235,245,176,0,34,0,0,4,0,0,0,2,1.15065,0,1887,1174,17
1175,23,23,5,4229,11426,11426,6015,3369,1178,402,803,1158,1866,2772,752,1039.7229,0.088,6291,716,2135,4576,3495,504,1581,1325,953,684,400,1348,0,0,4,0,0,0,1,1.15764,0,4229,1175,0
1176,23,23,5,12912,41122,41471,19686,12944,731,1525,1298,2321,7768,73888,5624.64453,485,0.129,6197,2691,9161,12125,14324,3170,1239,1830,1779,1082,22,245,0,0,5,292.14926,0,0,1,1.05751,0,12912,1176,349
1177,24,24,5,5853,17101,17295,6989,7186,190,761,1300,1549,2243,45345,1971,1782,0.152,3249,1076,3209,5737,5567,1706,202,714,985,979,157,212,0,0,4,0,0,0,3,1.01371,0,5853,1177,194
1178,24,24,5,11465,35179,35266,12290,12680,490,1979,2824,3394,3268,9506,2641,237.01509,0.152,5624,3130,8016,12751,7454,3915,1400,1537,1741,609,37,300,0,0,4,2975.34692,0,0,2,1.19171,0,11465,1178,87
1179,24,24,5,5184,17346,17458,5580,5162,794,1603,1601,1178,802,9686,2761.78223,157.99748,0.129,5201,1563,4398,6434,3466,1597,564,1117,1551,1690,70,209,0,0,4,3332.75977,0,0,3,1.07655,0,5184,1179,112
1180,24,24,5,3800,13210,13225,5145,4323,110,843,1225,1079,653,5840,1546,134,0.117,999,1074,3405,4878,2821,1047,90,253,335,259,3,59,0,0,4,0,0,0,3,1.05811,0,3800,1180,15
1181,24,24,5,1543,3570,3585,1331,999,657,509,500,340,194,29348,187,76,0.275,215,111,503,908,1325,738,30,31,84,48,2,20,0,0,5,0,0,0,3,1.16657,0,1543,1181,15
1182,24,24,5,3408,10360,10433,4839,3247,365,935,917,953,603,4321,782,597,0.093,1408,813,2874,4012,2111,623,417,306,366,220,18,81,0,0,4,0,0,0,3,1.07116,0,3408,1182,73
1183,24,24,5,962,2765,2767,1288,952,58,242,290,272,158,2319,504,840.04901,0.183,1303,175,577,890,761,364,262,95,203,592,3,148,0,0,4,0,0,0,2,0.97438,0,962,1183,2
1184,24,24,5,1180,3922,3931,2101,1363,0,105,292,377,406,975,591,59,0.072,547,285,1107,1405,991,143,26,219,251,45,0,6,0,0,4,0,0,0,1,1.03739,0,1180,1184,9
1185,24,24,5,4182,14375,14396,6455,4867,50,380,1147,1553,1102,2909,1886,84,0.078,2671,1293,3874,5616,2953,660,767,769,722,314,11,88,0,0,4,0,0,0,2,1.0811,0,4182,1185,21
1186,24,24,5,4647,15655,15755,8092,5036,374,496,1074,1569,1508,1803,1120,106.77197,0.103,1968,1229,4223,5607,3671,1025,531,311,886,140,0,100,0,0,4,0,0,0,1,1.1868,0,4647,1186,100
1187,24,24,5,2312,6980,6989,3525,2378,199,485,649,698,480,905,499,128,0.15,1848,456,1608,2274,1937,714,335,315,840,246,0,112,0,0,4,0,0,0,1,1.21534,0,2312,1187,9
1188,24,24,5,2830,8149,8305,3366,2276,784,1033,1001,481,315,878,366,260,0.233,1254,617,1620,2747,1793,1528,136,178,456,267,4,213,0,0,4,0,0,0,2,1.21122,0,2830,1188,156
1189,24,24,5,2215,6420,6577,2712,1544,929,1029,695,344,147,2307,195,789,0.133,4863,602,1505,2613,1220,637,1117,614,1334,1376,7,415,0,0,4,0,0,0,3,1.22434,0,2215,1189,157
1190,24,24,5,1453,4267,4267,1857,200,1375,618,511,247,77,176,102,33,0.067,537,499,1117,1801,673,177,239,28,241,28,0,1,0,0,3,0,0,0,3,1.61091,0,1453,1190,0
1191,24,24,5,1687,5067,5067,2097,1370,496,585,533,368,201,397,201,62,0.164,475,399,1150,1795,1110,613,136,59,221,49,0,10,0,0,4,2346.5061,0,0,2,1.30577,0,1687,1191,0
1192,24,24,5,1214,4046,4056,2045,1356,7,234,421,338,221,369,205,36,0.132,352,235,1009,1333,1129,350,51,126,138,30,0,7,0,0,4,0,0,0,1,1.2491,0,1214,1192,10
1193,24,24,5,2418,6621,6637,3278,1380,1284,724,773,603,318,782,375,97,0.139,848,507,1404,2537,1547,642,293,204,229,104,0,18,0,0,4,0,0,0,1,1.21599,0,2418,1193,16
1194,24,24,5,1482,4216,4223,2264,1295,231,434,350,450,248,528,280,83,0.176,638,229,954,1232,1290,518,56,129,252,80,0,121,0,0,4,0,0,0,1,1.17263,0,1482,1194,7
1195,24,24,5,4698,16571,16656,8330,5425,0,469,1031,1601,1597,25291,1717,49,0.084,1640,1379,4183,6247,4054,793,194,352,770,253,5,66,0,0,4,0,0,0,1,1.09923,0,4698,1195,85
1196,24,24,5,2392,7372,7400,3539,1775,928,554,698,683,457,3482,546,52,0.144,294,422,1506,2738,2011,723,57,93,100,34,0,10,0,0,4,0,0,0,1,1.13101,0,2392,1196,28
1197,24,24,5,1120,3475,3534,1355,696,467,488,322,225,85,363,88,149,0.137,1462,353,880,1196,763,342,342,90,575,419,0,36,0,0,3,0,0,0,2,1.41828,0,1120,1197,59
1198,24,24,5,1300,3765,3857,1877,902,554,359,431,349,161,500,167,227,0.136,1444,270,838,1444,946,359,427,106,788,96,1,26,0,0,4,0,1408.87573,5314.06885,2,1.22284,0,1300,1198,92
1199,24,24,5,2644,7428,7436,2643,1564,1311,1118,744,506,276,885,293,334,0.235,2296,523,1521,2393,1623,1376,364,382,784,396,5,365,0,0,4,0,0,0,2,1.25826,0,2644,1199,8
1200,24,24,5,2566,8370,8415,3793,2349,505,592,823,690,461,5049,628,1205,0.112,544,623,1927,3220,2031,614,56,166,207,109,0,6,0,0,4,0,0,0,1,0.98899,0,2566,1200,45
1201,24,24,5,1163,4344,4351,1653,1072,173,365,364,278,156,626.70001,194,160,0.106,239,366,1224,1537,918,306,23,28,151,30,0,7,0,0,4,0,0,0,2,1.13745,0,1163,1201,7
1202,24,24,5,928,3465,3468,1323,806,128,375,267,192,94,193.8,117,37,0.106,169,292,975,1225,732,244,12,65,64,21,0,7,0,0,4,0,0,0,2,1.33121,0,928,1202,3
1203,24,24,5,1531,5416,5442,2043,1175,407,626,508,275,122,398,133,110,0.134,1530,505,1329,2037,1044,527,29,27,480,982,0,12,0,0,3,2294.69897,0,0,3,1.55225,0,1531,1203,26
1204,24,24,5,796,2416,2463,948,538,285,412,178,136,70,358,80,189,0.198,1179,213,647,773,446,384,273,22,298,74,9,503,0,0,4,0,0,0,3,1.24279,0,796,1204,47
1205,24,24,5,1331,3609,3642,1834,882,548,580,281,294,176,4614,100.73029,840,0.174,907,231,644,1286,1034,447,68,116,252,300,1,170,0,0,4,0,0,0,3,1.00528,0,1331,1205,33
1206,24,24,5,1639,5771,5771,2010,1348,500,641,561,293,144,493,111.2992,213,0.117,675,550,1526,2228,986,481,53,39,172,252,0,159,0,0,4,0,0,0,3,1.29233,0,1639,1206,0
1207,24,24,5,1580,5650,5652,2313,1340,419,370,548,432,230,1305,212,238,0.106,250,452,1413,2040,1369,378,36,125,51,24,5,9,0,0,4,0,0,0,2,1.13693,0,1580,1207,2
1208,24,24,5,2263,7293,7382,2630,1384,1028,909,658,444,252,560,322,94,0.137,721,676,1742,2716,1520,728,75,92,291,239,1,23,0,0,4,0,0,0,2,1.27652,0,2263,1208,89
1209,24,24,5,1616,5694,5704,2442,1129,632,566,495,354,201,1779,161,472.3139,0.086,367,543,1481,2306,1058,316,43,93,5,25,1,200,0,0,4,0,0,0,2,1.07695,0,1616,1209,10
1210,24,24,5,1632,6401,6406,2265,1389,392,557,588,366,121,1976,287,252,0.105,389,519,1724,2398,1320,445,30,40,247,40,0,32,0,0,4,0,0,0,2,1.13248,0,1632,1210,5
1211,25,25,6,1484,3692,3706,1938,991,589,342,469,389,284,19404,226,1665,0.139,7626,230,738,1236,1170,332,228,734,425,1959,17,4263,0,0,4,0,0,0,1,1.10419,0,1484,1211,14
1212,25,25,6,1975,4041,4046,2205,1013,1053,525,541,426,483,1235,224,45,0.283,1867,126,564,1004,1485,867,97,398,737,528,2,105,0,0,4,1637.5509,0,0,2,1.45363,0,1975,1212,5
1213,25,25,6,1249,3201,3207,1674,812,362,390,319,280,260,387,183,16,0.159,622,173,660,903,1140,331,95,103,310,97,0,17,0,0,4,0,0,0,1,1.30832,0,1249,1213,6
1214,25,25,6,1320,3403,3403,1813,868,528,210,382,355,373,686,268,8,0.15,203,191,658,1009,1221,324,23,72,61,33,1,13,0,0,4,0,0,0,1,1.14071,0,1320,1214,0
1215,25,25,6,1571,3964,3965,2087,924,456,296,468,411,396,816,342,23,0.149,905,234,802,1171,1385,373,180,132,435,147,2,9,0,0,4,0,0,0,1,1.19038,0,1571,1215,1
1216,25,25,6,1195,3070,3071,1853,709,625,123,296,358,418,618,236,13,0.137,386,159,712,854,1089,257,42,63,170,94,2,15,0,0,4,0,0,0,1,1.17574,0,1195,1216,1
1217,25,25,6,1600,5105,5105,2792,1785,0,103,257,512,728,2448,407,81,0.098,745,330,1395,1487,1623,270,20,255,65,346,2,57,0,0,4,0,0,0,1,1.14258,0,1600,1217,0
1218,25,25,6,1817,4961,4982,2900,987,578,198,384,533,702,602,299,5,0.135,110,293,966,1696,1602,425,18,35,10,31,1,15,0,0,4,1258.49438,0,0,1,1.19435,0,1817,1218,21
1219,25,25,6,1067,2948,2973,1633,935,241,204,324,319,220,480,249,19,0.196,1025,140,579,836,1008,410,19,88,106,796,1,15,0,0,4,600.81573,0,0,1,1.25208,0,1067,1219,25
1220,25,25,6,2801,7810,7829,4908,1909,1163,358,719,850,874,1299,466,28,0.123,586,484,1633,2526,2615,571,110,129,180,145,5,17,0,0,4,0,0,0,1,1.22047,0,2801,1220,19
1221,25,25,6,1440,4669,4690,2084,1406,121,408,486,341,205,583,308,30,0.141,314,377,1126,1587,1142,458,26,33,196,55,0,4,0,0,4,0,0,0,1,1.17556,0,1440,1221,21
1222,25,25,6,1236,2814,3273,1338,301,542,377,411,277,171,484,94,8,0.194,527,255,554,1112,883,469,19,23,287,188,0,10,0,0,4,0,504.46234,65.50374,1,1.6702,0,1236,1222,459
1223,25,25,6,1084,3179,3196,1168,576,418,444,391,162,87,704,173,134,0.19,2769,265,672,1007,800,452,120,137,795,1386,0,331,0,0,4,0,0,0,2,1.46337,0,1084,1223,17
1224,25,25,6,1397,2876,3098,1064,0,1337,929,267,153,48,231,35,65,0.253,1923,289,565,983,629,632,69,134,507,1007,2,204,0,0,3,0,0,0,1,2.25488,0,1397,1224,222
1225,25,25,6,1140,2635,2635,1357,738,519,445,374,205,116,182,109,26,0.145,616,212,469,1020,668,266,12,47,240,309,0,8,0,0,3,0,0,0,1,1.42845,0,1140,1225,0
1226,25,25,6,1102,3373,3385,1427,982,204,410,418,186,88,263,143,36,0.142,495,293,772,1222,755,343,114,32,171,153,0,25,0,0,3,0,0,0,2,1.34085,0,1102,1226,12
1227,25,25,6,1174,3110,3119,1525,1210,64,346,409,277,142,284,195,15,0.17,146,242,568,1072,857,380,41,19,26,27,0,33,0,0,4,0,0,0,1,1.18229,0,1174,1227,9
1228,25,25,6,740,2104,2136,923,743,27,138,214,245,143,319,207,27,0.225,145,125,447,624,572,368,9,4,89,32,7,4,0,0,4,0,0,0,1,1.08076,0,740,1228,32
1229,25,25,6,1445,4058,4114,1677,1097,407,445,531,289,180,328,189,59,0.249,937,293,765,1209,1046,801,128,167,540,92,1,9,0,0,4,1785.38745,0,0,1,1.34446,0,1445,1229,56
1230,25,25,6,2279,6416,6468,3522,1806,556,466,653,598,562,835,488,22,0.229,863,347,1220,1795,2004,1102,128,144,260,299,1,31,0,0,4,0,0,0,1,1.18783,0,2279,1230,52
1231,25,25,6,1127,3199,3270,1399,1131,51,306,390,252,179,264,159,41,0.253,697,172,653,985,808,652,142,66,419,57,0,13,0,0,4,0,0,0,3,1.32777,0,1127,1231,71
1232,25,25,6,1094,3101,3116,1229,1058,149,391,366,238,99,284,151,52,0.186,920,218,672,1034,759,433,72,175,361,292,0,20,0,0,3,0,0,0,3,1.35554,0,1094,1232,15
1233,25,25,6,1123,2808,2808,1547,1211,52,255,414,279,175,304,206,28,0.25,629,168,459,770,879,532,319,85,154,61,1,9,0,0,4,0,0,0,1,1.21886,0,1123,1233,0
