ZONE,DISTRICT,SD,COUNTY,TOTHH,HHPOP,TOTPOP,EMPRES,SFDU,MFDU,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,TOTACRE,RESACRE,CIACRE,SHPOP62P,TOTEMP,AGE0004,AGE0519,AGE2044,AGE4564,AGE65P,RETEMPN,FPSEMPN,HEREMPN,OTHEMPN,AGREMPN,MWTEMPN,PRKCST,OPRKCST,AREATYPE,HSENROLL,COLLFTE,COLLPTE,TOPOLOGY,TERMINAL,ZERO,hhlds,sftaz,gqpop
1234,25,25,6,1336,3642,3645,1617,900,564,525,473,232,106,348,151,105,0.15,1196,352,731,1361,803,398,136,97,406,470,4,83,0,0,3,2219.41846,0,0,2,1.34246,0,1336,1234,3
1235,25,25,6,997,2370,2377,1192,624,524,435,346,139,77,266,82,78,0.106,647,219,459,954,584,161,45,120,204,256,0,22,0,0,3,0,0,0,1,1.32611,0,997,1235,7
1236,25,25,6,1380,3364,3410,1633,644,713,489,516,269,106,397,161,34,0.126,305,295,659,1235,942,279,58,42,122,70,0,13,0,0,4,0,0,0,1,1.26484,0,1380,1236,46
1237,25,25,6,929,2613,2614,1264,156,878,273,329,232,95,139,103,2,0.106,127,209,636,1001,589,179,14,12,73,20,0,8,0,0,3,0,0,0,1,1.37682,0,929,1237,1
1238,25,25,6,260,777,777,579,157,113,108,69,61,22,23401,27,3325,0.028,2086,17,160,552,33,15,17,262,392,1213,1,201,0,0,4,0,0,0,2,0.92811,0,260,1238,0
1239,25,25,6,937,3482,3527,2061,1043,9,154,239,351,193,379,121,12,0.155,90,201,808,1016,1139,363,11,23,39,13,0,4,0,0,4,0,0,0,3,1.38182,0,937,1239,45
1240,25,25,6,1341,4867,4920,2022,1451,26,180,423,460,278,849,274,57,0.196,643,323,1034,1506,1343,714,228,90,268,43,0,14,0,0,4,0,0,0,3,1.23604,0,1341,1240,53
1241,25,25,6,1231,2534,2573,1125,461,575,666,361,122,82,575,123,178,0.326,2189,164,346,731,644,688,665,175,786,282,1,280,0,0,4,0,0,0,3,1.35639,0,1231,1241,39
1242,25,25,6,2110,5408,5419,2510,1834,418,594,752,461,303,588,348,114,0.248,3022,342,932,1655,1447,1043,132,1965,669,217,3,36,0,0,4,0,0,0,1,1.37962,0,2110,1242,11
1243,25,25,6,1727,4750,5124,2253,433,1437,552,522,431,222,803,218,244,0.228,2222,333,951,1629,1310,901,36,64,2023,86,1,12,0,0,4,0,0,0,1,1.29432,0,1727,1243,374
1244,25,25,6,1562,5769,5807,2472,1460,226,376,477,437,272,509,304,17,0.153,702,373,1414,1808,1598,614,24,38,571,54,1,14,0,0,4,0,0,0,1,1.30193,0,1562,1244,38
1245,25,25,6,1500,5201,5218,2586,1656,2,195,364,542,399,661,370,24,0.163,313,346,1262,1606,1401,603,27,61,148,69,0,8,0,0,4,0,0,0,1,1.15893,0,1500,1245,17
1246,25,25,6,3272,10309,10347,5790,2137,1459,370,796,1023,1083,5211,717,184,0.117,3542,787,2140,3750,2906,764,1425,330,1242,277,94,174,0,0,4,0,0,0,1,1.26337,0,3272,1246,38
1247,26,26,6,2872,9363,9364,4521,3169,2,205,625,1155,887,13328,595,493,0.068,1969,926,2359,3708,2023,348,296,228,395,344,4,702,0,0,4,0,0,0,2,1.12289,0,2872,1247,1
1248,26,26,6,2910,8505,8508,4311,3081,67,361,576,883,1090,23082,3807,162,0.186,3158,688,1438,2476,2802,1104,557,678,863,766,44,250,0,0,4,0,0,0,1,0.96838,0,2910,1248,3
1249,26,26,6,1518,4397,4402,2269,1700,7,205,402,571,340,11830,551,602.83838,0.218,3195,186,897,1102,1526,691,398,432,733,638,96,898,0,0,5,0,2640.58887,7433.92969,3,1.08179,0,1518,1249,5
1250,26,26,6,1676,5234,5240,2499,1162,458,592,533,377,174,3783,307,302,0.107,4619,414,1289,1967,1201,369,827,347,639,1176,7,1623,0,0,4,0,0,0,3,1.37075,0,1676,1250,6
1251,26,26,6,2216,6614,6643,3128,1890,401,601,566,621,428,71643,484,1366,0.13,1128,520,1410,2317,1829,567,99,143,463,351,9,63,0,0,4,0,0,0,3,0.98525,0,2216,1251,29
1252,26,26,6,746,2641,3549,1863,341,486,184,290,212,60,4995,366,4581,7E-3,7366,490,824,2142,81,12,211,228,687,5102,18,1120,0,0,4,0,0,0,3,0.97365,0,746,1252,908
1253,26,26,6,1068,3491,3491,1627,1243,0,104,326,448,190,1064,227,53,0.069,162,250,924,1384,806,127,38,25,66,23,0,10,0,0,4,0,0,0,3,1.13634,0,1068,1253,0
1254,26,26,6,1655,5483,5485,2737,1884,12,281,500,573,301,428,406,5,0.099,295,383,1430,1906,1443,323,84,52,111,47,0,1,0,0,4,0,0,0,3,1.15739,0,1655,1254,2
1255,26,26,6,1583,4916,4924,2277,1399,377,365,556,447,215,317,224,41,0.122,410,340,1278,1662,1245,399,86,41,211,52,0,20,0,0,4,0,0,0,3,1.28289,0,1583,1255,8
1256,26,26,6,1596,4552,4553,2144,930,333,483,532,415,166,945,704,39,0.192,668,285,947,1412,1269,640,61,88,91,301,0,127,0,0,4,0,0,0,3,1.04123,0,1596,1256,1
1257,26,26,6,2101,6377,6396,2740,1129,1082,501,727,624,249,477,310,32,0.14,538,554,1418,2229,1570,625,56,64,322,82,2,12,0,0,4,0,0,0,3,1.28608,0,2101,1257,19
1258,26,26,6,1238,3961,3967,1472,477,806,492,415,228,103,220,144,8,0.154,164,368,950,1342,860,447,32,14,89,27,0,2,0,0,4,0,0,0,3,1.39188,0,1238,1258,6
1259,26,26,6,1664,5175,5208,1665,904,850,758,501,294,111,326,151,39.36298,0.187,766,481,1089,1802,1090,746,124,52,376,159,0,55,0,0,4,0,0,0,3,1.53993,0,1664,1259,33
1260,26,26,6,1075,3661,3675,1311,664,561,409,324,237,105,198,114,39,0.131,743,385,903,1339,696,352,46,51,472,153,1,20,0,0,4,0,0,0,3,1.51833,0,1075,1260,14
1261,26,26,6,1203,3889,3889,1875,1185,1,294,369,352,188,330,135,50,0.082,387,337,977,1516,871,188,154,92,86,32,3,20,0,0,4,0,0,0,3,1.34818,0,1203,1261,0
1262,26,26,6,571,1541,1541,493,349,288,240,191,80,60,224,75,57,0.111,2217,102,235,796,287,121,68,270,821,942,2,114,0,0,2,0,0,0,3,1.81887,0,571,1262,0
1263,26,26,6,914,2611,2728,1003,578,402,400,279,165,70,271,118,37,0.232,2259,217,541,899,569,502,48,231,466,1363,1,150,0,0,3,2708.40576,0,0,3,1.82527,0,914,1263,117
1264,26,26,6,1744,5231,5314,1931,543,1348,659,611,336,138,379,190,65,0.14,890,595,1071,2016,1089,543,193,192,366,117,0,22,0,0,4,0,0,0,2,1.40508,0,1744,1264,83
1265,26,26,6,1156,3526,3707,1534,458,756,422,408,230,96,411,127,119,0.179,3363,335,820,1297,750,505,1121,66,2004,109,3,60,0,0,3,0,0,0,2,1.74303,0,1156,1265,181
1266,26,26,6,1336,4386,4491,1721,1470,12,389,519,296,132,348,173,44,0.18,600,345,1117,1489,921,619,112,133,220,110,7,18,0,0,4,0,0,0,3,1.37148,0,1336,1266,105
1267,26,26,6,1167,3100,3100,1718,1222,92,154,328,359,326,446,231,37,0.171,875,149,636,805,1163,347,153,64,430,198,3,27,0,0,4,0,0,0,1,1.23619,0,1167,1267,0
1268,26,26,6,3906,10447,10478,5691,3719,138,596,893,1033,1384,8690,1374.74536,53.37183,0.176,1564,675,2067,2981,3489,1266,225,277,780,197,46,39,0,0,4,0,0,0,1,1.07041,0,3906,1268,31
1269,26,26,6,3576,9067,9184,4592,2630,278,998,991,896,691,2243,478,98,0.282,2320,487,1595,2628,2405,2069,481,429,972,113,1,324,0,0,4,2725.46533,0,0,2,1.34411,0,3576,1269,117
1270,26,26,6,4465,14484,14613,7258,4796,137,756,1253,1365,1091,8545,1063.33752,573.23114,0.128,3439,861,3337,4874,4346,1195,306,404,839,797,6,1087,0,0,4,1303.9812,0,0,3,1.14094,0,4465,1270,129
1271,26,26,6,4060,12434,12434,6245,4110,243,659,1073,1341,987,4587,744,325,0.078,861,1105,3074,4854,2852,549,116,137,383,197,0,28,0,0,4,0,0,0,3,1.13172,0,4060,1271,0
1272,26,26,6,0,0,7810,2496,0,0,0,0,0,0,890,0,463,0.066,1481,0,55,5763,1723,269,4,7,333,1134,1,2,0,0,2,0,0,0,3,1.32438,0,0,1272,7810
1273,26,26,6,1354,3670,3674,2058,1071,267,277,497,365,215,2115,326,57.17422,0.075,840,104,346,2127,958,139,58,60,573,85,1,63,0,0,4,0,0,0,3,1.15617,0,1354,1273,4
1274,26,26,6,2066,5550,5550,2817,1153,1101,614,728,489,235,625,342,123.15377,0.135,1540,418,1258,2080,1272,522,376,113,725,297,0,29,0,0,4,2230.78564,0,0,2,1.24442,0,2066,1274,0
1275,26,26,6,1156,3007,3008,1826,578,673,306,368,294,188,275,169,17,0.092,358,225,673,1220,723,167,103,45,166,36,0,8,0,0,4,0,0,0,2,1.25773,0,1156,1275,1
1276,26,26,6,1151,3270,3270,1730,862,477,250,387,309,205,267,153,17,0.091,322,208,819,1224,846,173,16,71,197,32,1,5,0,0,4,0,0,0,3,1.30902,0,1151,1276,0
1277,26,26,6,1766,5186,5197,2604,1774,268,194,424,620,528,430,276,14,0.098,253,384,1386,1812,1304,311,34,47,99,66,0,7,0,0,4,0,0,0,3,1.24259,0,1766,1277,11
1278,26,26,6,950,2873,2873,1697,1090,19,155,284,309,202,1390,228,56,0.095,468,189,729,1013,785,157,20,52,203,182,1,10,0,0,4,0,0,0,3,1.14186,0,950,1278,0
1279,26,26,6,1855,4886,4907,2555,1539,238,582,436,450,387,13849,5026.12793,805.15833,0.178,5254,241,914,1351,1820,581,628,387,489,953,311,2486,0,0,5,0,0,0,3,0.95054,0,1855,1279,21
1280,26,26,6,4326,9737,9841,4592,3592,621,1272,1210,1078,766,1678,760.7757,310.05307,0.327,4668,422,1813,2433,2544,2629,2083,276,1448,546,11,304,0,0,4,0,0,0,3,1.24235,0,4326,1280,104
1281,26,26,6,2204,5560,5560,2784,950,1113,752,738,482,232,612,226,126,0.135,2241,470,1137,2323,1087,543,531,549,511,598,0,52,0,0,4,0,0,0,2,1.44194,0,2204,1281,0
1282,26,26,6,4001,12484,12488,5933,3283,650,948,1029,1042,982,2907,1122,180,0.09,1589,1200,3052,4727,2817,692,280,218,567,411,7,106,0,0,4,0,0,0,1,1.1145,0,4001,1282,4
1283,26,26,6,1413,3800,3863,1828,1204,372,374,473,369,197,457,238,84,0.205,1684,258,842,1290,863,610,65,492,798,275,0,54,0,0,3,1924.69849,0,0,3,1.32792,0,1413,1283,63
1284,26,26,6,1824,4593,4613,2113,1586,386,510,580,429,305,1511,460,161.58513,0.238,4836,253,792,1371,1363,834,239,620,2751,1128,4,94,0,0,4,0,0,0,1,1.35883,0,1824,1284,20
1285,26,26,6,1618,4220,4225,2421,1815,0,233,392,560,433,1246,496,61,0.202,999,178,781,980,1710,576,146,98,427,248,0,80,0,0,3,0,0,0,2,1.10466,0,1618,1285,5
1286,26,26,6,1411,3938,3946,2127,1609,1,234,370,378,429,56212,10421,96,0.182,854,165,738,933,1647,463,74,142,18,365,208,47,0,0,4,0,0,0,1,0.90734,0,1411,1286,8
1287,26,26,6,832,2478,2493,1191,793,29,183,263,210,176,109722,2606,3460,0.151,1517,160,557,802,717,257,91,113,84,218,439,572,0,0,5,0,0,0,3,0.91521,0,832,1287,15
1288,26,26,6,3380,10751,10752,5382,3234,536,811,936,982,651,2502,785,126,0.113,1901,916,2505,3753,2812,766,245,224,1004,280,70,78,0,0,4,0,0,0,3,1.18966,0,3380,1288,1
1289,26,26,6,2254,6985,6985,2990,1976,448,877,703,456,218,4140,570.52234,437,0.154,2574,577,1615,2446,1560,787,282,181,536,496,32,1047,0,0,4,1014.94507,0,0,3,1.12613,0,2254,1289,0
1290,26,26,6,4114,9096,9212,2944,4090,94,1761,1168,702,483,149505,4347.34229,3135,0.257,2471,563,1652,2580,2577,1840,287,197,460,646,427,454,0,0,4,403.70636,0,0,2,0.93273,0,4114,1290,116
1291,27,27,7,3163,10444,10450,3340,1820,1730,1138,935,659,431,18433,1148,63.79836,0.272,1585,660,1938,2786,2868,2198,528,121,398,306,68,164,0,0,4,0,0,0,2,1.10164,0,3163,1291,6
1292,27,27,7,2660,9430,9481,3049,2918,113,470,797,919,474,10156,719,1712.89636,0.141,10493,637,2486,3150,2307,901,538,1445,1138,2577,231,4564,0,0,4,0,0,0,3,1.14958,0,2660,1292,51
1293,27,27,7,2098,5230,5330,2633,1308,1147,592,641,443,422,3647,399.06903,22,0.237,1100,341,914,1828,1276,971,80,379,360,197,20,64,0,0,4,0,0,0,2,1.22692,0,2098,1293,100
1294,27,27,7,35,50,50,16,0,29,21,2,10,2,1242,486,230,0.082,3708,0,2,28,18,2,23,61,3123,248,0,253,0,0,4,0,1612.94861,4629.54102,2,1.12093,0,35,1294,0
1295,27,27,7,2534,7487,7531,3740,2183,685,803,794,593,344,1204,504.31741,164.7972,0.136,2347,559,1608,2952,1716,696,566,264,671,699,19,128,0,0,4,0,0,0,2,1.24126,0,2534,1295,44
1296,27,27,7,1424,3319,3325,1781,1497,176,318,401,331,374,1610,692,17,0.208,819,191,540,1028,1081,485,80,97,367,146,37,92,0,0,4,0,0,0,1,1.02753,0,1424,1296,6
1297,27,27,7,3028,8173,8486,4351,1952,1584,840,1015,712,461,637,388,22,0.173,2336,677,1735,3084,1927,1063,179,363,1033,413,89,259,0,0,4,0,0,0,3,1.4974,0,3028,1297,313
1298,27,27,7,633,1605,1617,778,412,349,232,205,114,82,337,95,64,0.109,3918,151,297,755,295,119,522,567,1427,930,12,460,0,0,4,0,0,0,3,2.12985,0,633,1298,12
1299,27,27,7,1020,2234,2477,1090,670,527,400,341,157,122,250,103,36,0.12,3513,166,468,1119,526,198,307,680,1041,1197,27,261,0,0,2,0,0,0,3,2.28834,0,1020,1299,243
1300,27,27,7,775,2305,2306,1236,641,259,228,285,159,103,212,124,7,0.103,580,208,560,935,447,156,24,128,195,193,0,40,0,0,4,0,0,0,3,1.38974,0,775,1300,1
1301,27,27,7,1210,3189,3271,1516,939,448,397,389,270,154,328,160,29,0.169,1680,301,652,1269,639,410,57,389,556,477,17,184,0,0,4,0,0,0,3,1.57618,0,1210,1301,82
1302,27,27,7,2241,7278,7298,3738,1862,674,595,695,511,440,1566,576,22,0.119,920,740,1686,2756,1533,583,291,136,152,250,0,91,0,0,4,0,0,0,1,1.17302,0,2241,1302,20
1303,27,27,7,1050,2787,2788,1517,1161,44,156,195,267,432,562,407,5,0.234,226,121,595,633,976,463,29,84,16,71,4,22,0,0,4,0,0,0,1,1.03716,0,1050,1303,1
1304,27,27,7,2637,7448,7456,3564,2172,574,981,734,578,344,698,548,12,0.224,862,507,1634,2351,1682,1282,137,101,333,208,0,83,0,0,4,0,0,0,3,1.19212,0,2637,1304,8
1305,27,27,7,1548,4701,4737,2113,1441,365,531,503,368,146,480,232,71.97474,0.148,2945,439,999,1876,914,509,294,931,996,428,17,279,0,0,4,2215.28662,0,0,3,1.5809,0,1548,1305,36
1306,27,27,7,3251,8975,9031,4565,2941,730,841,844,902,664,1317,727,83,0.217,3189,566,1995,2677,2330,1463,755,372,1611,344,18,89,0,0,4,2313.96948,0,0,3,1.25787,0,3251,1306,56
1307,27,27,7,2310,6026,6062,3165,2408,205,396,616,628,670,830,495,36,0.194,1768,386,1355,1743,1747,831,50,159,510,162,17,870,0,0,4,656.87286,0,0,3,1.23638,0,2310,1307,36
1308,27,27,7,1485,3721,3780,2116,1792,31,277,332,383,493,37851,1183,141,0.211,1597,202,710,955,1368,545,58,167,477,247,327,321,0,0,4,0,0,0,1,0.99822,0,1485,1308,59
1309,28,28,7,1778,4283,4294,1968,1946,234,456,522,398,402,14722,838,261,0.371,1246,212,746,737,1314,1285,141,165,318,186,147,289,0,0,4,0,0,0,3,1.01318,0,1778,1309,11
1310,28,28,7,974,1817,2804,1025,861,392,286,286,204,198,1041,156,340,0.452,2784,75,214,785,648,1082,45,125,725,1599,109,181,0,0,4,0,0,0,2,1.23544,0,974,1310,987
1311,28,28,7,2872,6821,6895,4211,3214,694,396,596,675,1205,92029,3184,239,0.249,3432,306,1183,1518,2674,1214,244,335,613,430,791,1019,0,0,4,0,0,0,1,0.97504,0,2872,1311,74
1312,28,28,7,640,1596,1606,887,999,16,102,246,163,129,187154,1192,392,0.163,396,105,326,463,545,167,88,31,5,194,46,32,0,0,5,0,0,0,1,0.92556,0,640,1312,10
1313,28,28,7,1562,3744,4810,3178,2045,130,285,420,377,480,43845,1828,446,0.16,3423,240,965,1786,1294,525,434,152,1508,262,560,507,0,0,4,118.21552,1497.00256,170.32491,1,0.99836,0,1562,1313,1066
1314,28,28,7,2149,5151,5249,2860,2047,706,590,547,509,503,3031,823,99,0.223,5681,346,1063,1551,1419,870,615,843,1270,563,1023,1367,0,0,4,587.99878,0,0,2,1.25968,0,2149,1314,98
1315,28,28,7,717,1703,1717,1122,1126,12,121,183,147,266,32879,629,217,0.223,3983,90,286,459,614,268,216,280,148,569,1062,1708,0,0,4,0,0,0,3,1.13437,0,717,1315,14
1316,28,28,7,507,1124,1187,743,816,0,84,127,103,193,44316,1228,140,0.215,1090,44,183,344,442,174,85,118,72,151,276,388,0,0,4,0,0,0,1,0.94652,0,507,1316,63
1317,28,28,7,1796,4568,4622,2252,1557,762,586,583,366,261,1662,711,58,0.243,2198,358,822,1486,1089,867,144,232,1140,393,65,224,0,0,4,254.93407,0,0,2,1.12332,0,1796,1317,54
1318,29,29,8,1876,4130,4834,2882,2218,306,354,571,550,401,24850,6420,1741,0.203,1561,173,769,1363,1893,636,66,206,395,137,381,376,0,0,4,0,0,0,1,0.9158,0,1876,1318,704
1319,29,29,8,3127,9149,9164,4680,2580,1075,970,943,731,483,3884,1330,117,0.131,1317,762,1999,3455,2159,789,115,214,587,311,18,72,0,0,4,0,0,0,1,1.04523,0,3127,1319,15
1320,29,29,8,2288,4867,4909,2462,2021,847,669,773,468,378,7896,2195,334,0.323,2635,225,616,1174,1673,1221,429,444,897,536,160,169,0,0,4,0,0,0,2,0.97547,0,2288,1320,42
1321,29,29,8,1913,5297,5325,2797,1862,372,519,611,496,287,752,489,30,0.187,659,349,1101,1769,1401,705,154,108,239,106,12,40,0,0,4,0,0,0,3,1.1281,0,1913,1321,28
1322,29,29,8,1983,3892,3904,1623,2021,416,491,549,459,484,15493,3507,1197,0.506,863,101,371,537,1223,1672,16,152,276,190,120,109,0,0,4,0,0,0,2,0.91954,0,1983,1322,12
1323,29,29,8,3594,7691,7918,3798,2986,1274,1089,1033,758,714,1786,1109,208,0.371,4482,383,1076,1707,2386,2366,507,766,2074,727,34,374,0,0,4,0,0,0,3,1.14674,0,3594,1323,227
1324,29,29,8,948,2259,2263,1276,1082,114,227,305,219,197,39085,3090,1094,0.247,3016,121,362,587,793,400,281,285,131,492,483,1344,0,0,5,1297.33887,0,0,3,0.93765,0,948,1324,4
1325,29,29,8,2905,8030,8030,4135,2553,654,449,726,856,874,43455,2898,1017,0.146,7729,564,1755,2749,2206,756,1056,2618,763,946,152,2194,0,0,4,1522.13928,0,0,2,1.01738,0,2905,1325,0
1326,29,29,8,1640,4278,4282,2226,1748,71,264,360,468,548,5043,1365,453,0.222,580,251,832,1093,1438,668,65,198,168,92,10,47,0,0,4,0,0,0,1,0.95156,0,1640,1326,4
1327,29,29,8,1834,4433,4710,2389,1634,437,404,603,471,356,3413,694,97,0.252,1309,273,693,1586,1252,906,20,243,630,313,29,74,0,0,4,1319.91052,0,0,1,1.0707,0,1834,1327,277
1328,29,29,8,1709,4495,4918,2393,1663,289,378,437,447,447,29862,2982,933,0.168,2381,331,1024,1699,1292,572,34,206,230,1385,401,125,0,0,4,0,0,0,1,0.94509,0,1709,1328,423
1329,29,29,8,1288,3233,3263,1525,1309,172,278,380,304,326,3862,2372,202,0.211,1953,158,624,912,1095,474,316,211,459,330,169,468,0,0,4,0,0,0,2,0.95175,0,1288,1329,30
1330,29,29,8,1307,3158,3158,1674,1317,140,265,375,335,332,559,449,41,0.183,628,161,597,957,1061,382,65,125,189,216,1,32,0,0,4,350.2912,0,0,1,1.0631,0,1307,1330,0
1331,29,29,8,1997,4925,4934,2595,1375,729,639,677,414,267,754,344,231,0.165,2448,353,927,1875,1209,570,731,366,397,519,15,420,0,0,4,0,0,0,2,1.22752,0,1997,1331,9
1332,29,29,8,1933,4247,4501,2373,1343,802,557,530,468,378,893,259,533,0.19,4958,300,729,1726,1130,616,577,830,1132,1591,19,809,0,0,4,0,0,0,2,1.26373,0,1933,1332,254
1333,29,29,8,1258,3904,3915,1796,1130,264,250,352,381,275,301,282,19,0.172,254,240,764,1325,1130,456,37,44,95,66,0,12,0,0,4,0,0,0,3,1.15698,0,1258,1333,11
1334,29,29,8,1514,4322,4322,2248,1538,19,344,358,476,336,410,316,91,0.175,584,239,857,1375,1351,500,25,85,348,114,3,9,0,0,4,0,0,0,3,1.14136,0,1514,1334,0
1335,29,29,8,2545,7099,7220,3651,2308,496,715,717,626,487,843,521.67444,203,0.213,1929,490,1486,2373,1725,1146,546,252,784,274,6,67,0,0,4,0,0,0,3,1.18276,0,2545,1335,121
1336,29,29,8,4861,13364,13411,6232,4121,1147,1121,1162,1337,1241,3624,1865,443,0.189,7116,1100,3022,4390,3026,1873,367,1371,2309,1045,61,1963,0,0,4,0,0,0,3,1.12955,0,4861,1336,47
1337,29,29,8,2661,6482,6551,3307,1707,1290,859,824,604,374,7050,3431,943.90265,0.202,6546,396,1150,2200,1861,944,1417,930,1314,1216,101,1568,0,0,4,0,0,0,2,0.98736,0,2661,1337,69
1338,29,29,8,1366,3200,3202,1656,1027,515,383,396,364,223,811,662,75,0.164,591,186,568,1278,806,364,80,92,143,256,5,15,0,0,4,0,0,0,1,1.00644,0,1366,1338,2
1339,29,29,8,1915,4998,5007,2826,1694,408,397,589,556,373,593,433,59,0.112,629,350,1115,1909,1298,335,13,168,267,116,2,63,0,0,4,0,0,0,3,1.12705,0,1915,1339,9
1340,29,29,8,2222,6102,6102,3454,1676,880,461,624,639,498,1042,481,281,0.073,830,523,1395,2810,1121,253,51,210,143,229,11,186,0,0,4,0,0,0,3,1.08168,0,2222,1340,0
1341,29,29,8,1751,4609,4609,2960,1879,165,206,399,625,521,8834,1648,78,0.118,750,257,1089,1704,1234,325,23,130,415,122,18,42,0,0,4,0,0,0,2,0.96192,0,1751,1341,0
1342,29,29,8,1402,3725,6031,2794,1088,485,266,519,393,224,542,182,279,0.092,2744,305,1833,2400,1148,345,47,186,2306,183,3,19,0,0,4,1940.14539,5100.48145,1607.04431,3,1.37758,0,1402,1342,2306
1343,29,29,8,1559,4386,4560,2451,993,731,493,505,377,184,306,176,45,0.118,389,301,1012,1950,940,357,53,59,216,59,0,2,0,0,4,0,0,0,3,1.32728,0,1559,1343,174
1344,29,29,8,2230,5344,5345,2731,805,1632,874,751,421,184,431,178,137,0.167,2414,427,963,2365,920,670,351,804,581,579,0,99,0,0,3,0,0,0,3,1.51776,0,2230,1344,1
1345,29,29,8,1491,3501,3502,2070,781,922,403,506,385,197,275,172,19,0.196,349,241,575,1272,922,492,116,42,61,120,0,10,0,0,3,0,0,0,3,1.29069,0,1491,1345,1
1346,29,29,8,1998,4666,4678,2802,1347,900,486,583,516,413,735,316,170,0.285,1899,175,846,1446,1162,1049,235,585,340,440,8,291,0,0,4,0,0,0,3,1.23043,0,1998,1346,12
1347,29,29,8,1814,5053,5054,3020,1907,181,303,510,528,473,1032,286,40,0.167,1019,284,1092,1663,1449,566,50,262,520,158,0,29,0,0,4,0,0,0,3,1.2978,0,1814,1347,1
1348,30,30,8,3076,8684,8712,3893,1018,2500,1178,1035,576,287,2113,476,600,0.15,4835,853,1740,3485,1690,944,1682,438,721,961,21,1012,0,0,4,0,0,0,3,1.22934,0,3076,1348,28
1349,30,30,8,2125,7118,7168,3226,1754,583,698,628,491,308,2993,1333,88,0.109,979,698,1649,2912,1398,511,133,236,357,170,7,76,0,0,4,0,0,0,2,1.01361,0,2125,1349,50
1350,30,30,8,2724,6161,6175,3535,2150,983,697,820,668,539,5640,1772,57,0.217,2103,311,1067,1931,1915,951,197,393,560,860,44,49,0,0,4,0,0,0,1,1.00475,0,2724,1350,14
1351,30,30,8,1223,3094,3240,1581,1361,42,206,345,413,259,386,354,27,0.305,607,152,550,794,978,766,21,113,345,75,8,45,0,0,4,0,0,0,3,1.11183,0,1223,1351,146
1352,30,30,8,1263,3196,3216,1929,1458,0,123,318,297,525,3558,1203,24,0.225,311,122,647,622,1349,476,27,131,29,72,2,50,0,0,4,0,0,0,1,0.9533,0,1263,1352,20
1353,30,30,8,3288,5567,5710,1825,3739,324,762,1118,649,759,21662,3821,330,0.744,948,51,336,338,1047,3938,54,256,91,382,70,95,0,0,4,0,0,0,1,0.93084,0,3288,1353,143
1354,30,30,8,2885,7482,7515,3967,3382,107,382,749,727,1027,30337,8901,574,0.234,1354,387,1377,1781,2743,1227,211,327,361,283,83,89,0,0,4,156.18777,0,0,1,0.91717,0,2885,1354,33
1355,30,30,8,1349,3265,3308,1555,1037,537,397,458,312,182,451,367,65,0.252,353,178,633,955,913,629,22,58,196,71,1,5,0,0,4,1514.92078,0,0,2,1.06398,0,1349,1355,43
1356,30,30,8,2656,6237,6307,3122,1835,1217,869,762,611,414,688,606,73,0.292,981,353,1090,1793,1627,1444,74,212,360,264,10,61,0,0,4,0,0,0,2,1.11893,0,2656,1356,70
1357,30,30,8,1562,3910,3937,2107,1336,416,428,417,381,336,494,452,36,0.162,432,273,916,1272,1038,438,52,69,187,87,0,37,0,0,4,0,0,0,2,1.07395,0,1562,1357,27
1358,30,30,8,2738,6338,6613,3055,1765,1358,729,894,650,465,1405,827,133,0.3,2163,386,1034,2034,1578,1581,216,193,1371,334,22,27,0,0,4,1573.60339,0,0,2,1.11242,0,2738,1358,275
1359,30,30,8,1976,4690,4873,2358,2026,203,500,679,526,271,615,480,114,0.252,6824,303,797,1539,1301,933,412,299,3769,362,8,1974,0,0,4,0,0,0,3,1.53145,0,1976,1359,183
1360,30,30,8,1326,2876,3175,1547,863,579,514,465,233,114,229,151,62,0.227,1044,206,449,1261,704,555,97,214,370,350,0,13,0,0,4,0,0,0,3,1.36378,0,1326,1360,299
1361,30,30,8,951,1777,2037,1138,248,855,448,300,128,75,305,73.41171,226,0.135,7068,135,235,1015,468,184,1345,1619,1678,2137,21,268,0,0,2,0,0,0,3,2.02761,0,951,1361,260
1362,30,30,8,1714,3319,3319,1815,1092,834,659,513,347,195,328,259,69,0.26,1547,137,393,1199,937,653,138,673,427,235,1,73,0,0,3,0,0,0,3,1.27364,0,1714,1362,0
1363,30,30,8,954,2143,2143,797,627,489,353,280,210,111,510,146,357,0.187,11271,101,286,980,481,295,113,794,6812,3447,34,71,0,0,3,0,5889.32812,15613.00391,3,1.93248,0,954,1363,0
1364,30,30,8,1588,3518,3561,2084,1146,669,461,597,354,176,291,244,31,0.132,720,242,583,1575,854,307,126,112,245,204,2,31,0,0,3,1244.97705,0,0,3,1.23216,0,1588,1364,43
1365,30,30,8,1688,3748,3919,1692,1674,279,395,458,445,390,862,673,134,0.394,1302,182,468,844,1169,1256,180,270,594,215,6,37,0,0,4,0,0,0,1,1.05006,0,1688,1365,171
1366,30,30,8,3813,9231,9315,4951,4315,137,435,790,958,1630,5217,4050.52856,556,0.258,5311,385,1579,1974,3688,1689,320,1459,1551,760,19,1202,0,0,4,761.06964,0,0,1,0.98163,0,3813,1366,84
1367,30,30,8,1878,4773,4795,2824,1445,777,459,480,473,466,3352,921,79,0.243,971,247,1018,1288,1374,868,32,225,331,248,17,118,0,0,5,0,0,0,1,1.02143,0,1878,1367,22
